Scenario_Count,Demand_CV,Demand_Distribution,Random_Seed,Turnaround_Min,Objective_Value,Expected_Revenue,Operating_Cost,Expected_Profit,Expected_Unmet_Demand,Average_Load_Factor(%),Weighted_Load_Factor(%),Positive_Shadow_Price_Leg_Count
20,0.2,negbinom,42,40,5447198.52,11902969.36,6455770.83,5447198.52,13539.85,85.83,87.49,602
