Product,Demand,Historical_Demand,Sold,Unmet,Fare,Revenue,Legs,Tasks,Assigned_Fleets,Bottleneck_Leg,Bottleneck_Shadow_Price
P026057,0.75,0.66,0.75,0.0,117.0,87.75,BA2378TFBHFH -> BA2280FVHTFB,BA2378 -> BA2280,F0C0Y76 -> F0C0Y76,BA2280FVHTFB,1.355
P032341,0.75,0.66,0.75,0.0,117.0,87.75,AA0618TFBMBT -> BA2162QEYTFB -> BA2098NGSQEY,AA0618 -> BA2162 -> BA2098,F16C0Y165 -> F12C12Y48 -> F0C0Y76,BA2098NGSQEY,0.8325
P034787,0.7,0.92,0.65,0.05,135.0,87.75,AA0690TFBHFH -> BA2092QEYTFB,AA0690 -> super_BA2092,F0C0Y76 -> F0C0Y76,BA2092QEYTFB,5.1725
P035721,0.45,0.32,0.45,0.0,195.0,87.75,AA0026TFBPSE -> BA2044QEYTFB,AA0026 -> BA2044,F0C0Y76 -> F0C0Y76,AA0026TFBPSE,6.62
P042132,0.65,0.66,0.65,0.0,135.0,87.75,BA2479ZMXTFB,BA2479,F0C0Y76,BA2479ZMXTFB,0.0
P044306,0.25,0.23,0.25,0.0,351.0,87.75,AA0137QEYBOD -> BA2532GBUQEY,AA0137 -> BA2532,F16C0Y165 -> F0C0Y76,AA0137QEYBOD,6.635
P006173,0.2,0.33,0.2,0.0,438.0,87.6,BA2151TFBQEY -> AA0124GBJTFB,BA2151 -> AA0124,F16C0Y165 -> F16C0Y165,BA2151TFBQEY,0.0
P006559,0.4,0.36,0.4,0.0,219.0,87.6,AA0461MBYTFB -> AA0243HEMMBY,AA0461 -> AA0243,F16C0Y165 -> F16C0Y165,AA0461MBYTFB,4.395
P007536,0.6,0.67,0.6,0.0,146.0,87.6,AA0060KOVTFB,,,AA0060KOVTFB,0.0
P019831,0.6,0.67,0.6,0.0,146.0,87.6,AA0323TKDTFB,AA0323,F16C0Y165,AA0323TKDTFB,0.0
P034168,0.3,0.28,0.3,0.0,292.0,87.6,BA2056QEYTFB -> AA0024TFBCPT,BA2056 -> AA0024,F0C0Y72 -> F0C0Y76,AA0024TFBCPT,6.74
P043646,0.4,0.38,0.4,0.0,219.0,87.6,AA0452TFBMBY -> BA2383ZZKTFB,AA0452 -> BA2383,F16C0Y165 -> F16C0Y165,AA0452TFBMBY,1.78
P045342,0.3,0.16,0.3,0.0,292.0,87.6,AA0456TFBMBY -> BA2544QEYTFB,AA0456 -> BA2544,F16C0Y165 -> F16C0Y165,AA0456TFBMBY,4.165
P000527,0.25,0.29,0.25,0.0,350.0,87.5,AA0112BODTFB -> AA0458TFBMBY -> AA0006MBYEDB,AA0112 -> AA0458 -> AA0006,F0C0Y76 -> F16C0Y165 -> F16C0Y165,AA0006MBYEDB,6.8125
P033606,0.5,0.4,0.5,0.0,175.0,87.5,BA2232QEYZWS -> AA3465POUQEY,BA2232 -> AA3465,F12C12Y48 -> F0C0Y76,AA3465POUQEY,4.945
P036024,0.5,0.31,0.5,0.0,175.0,87.5,BA2216TFBQVX -> BA2092QEYTFB,BA2216 -> super_BA2092,F12C12Y48 -> F0C0Y76,BA2092QEYTFB,5.1725
P036298,1.25,0.91,1.25,0.0,70.0,87.5,BA2056QEYTFB,BA2056,F0C0Y72,BA2056QEYTFB,0.0525
P042139,0.7,0.93,0.7,0.0,125.0,87.5,BA2479ZMXTFB,BA2479,F0C0Y76,BA2479ZMXTFB,0.0
P043700,0.5,0.65,0.5,0.0,175.0,87.5,AA0462TFBMBY -> BA2389ZZKTFB,AA0462 -> BA2389,F0C0Y76 -> F16C0Y165,AA0462TFBMBY,1.435
P012032,0.55,0.58,0.55,0.0,159.0,87.45,BA2494TFBCMJ -> AA0531POUTFB,BA2494 -> AA0531,F0C0Y76 -> F16C0Y165,AA0531POUTFB,4.07
P037263,0.55,0.59,0.55,0.0,159.0,87.45,AA0476TFBMBY -> BA2107QTDTFB,AA0476 -> BA2107,F16C0Y165 -> F0C0Y76,AA0476TFBMBY,0.565
P032197,0.45,0.33,0.45,0.0,194.0,87.3,BA2223QEYCPJ -> BA2098NGSQEY,BA2223 -> BA2098,F0C0Y76 -> F0C0Y76,BA2223QEYCPJ,2.72
P041648,0.3,0.38,0.3,0.0,291.0,87.3,BA2100TFBQTD -> AA0820TNGTFB,BA2100 -> super_AA0820,F0C0Y76 -> F16C0Y165,BA2100TFBQTD,1.195
P042631,0.45,0.66,0.45,0.0,194.0,87.3,AA0712ZWSMBY,AA0712,F0C0Y76,AA0712ZWSMBY,5.8
P044413,0.45,0.66,0.45,0.0,194.0,87.3,BA2170QEYTFB -> BA2532GBUQEY,BA2170 -> BA2532,F0C0Y76 -> F0C0Y76,BA2532GBUQEY,2.33
P007428,0.4,0.33,0.4,0.0,218.0,87.2,BA2043TFBQEY -> AA0060KOVTFB,BA2043,F16C0Y165,BA2043TFBQEY,0.0
P032663,0.8,0.67,0.8,0.0,109.0,87.2,BA2092NGSTFB,,,BA2092NGSTFB,0.0
P033455,0.4,0.3,0.4,0.0,218.0,87.2,BA2354QEYHFH -> AA3463POUQEY,BA2354 -> AA3463,F0C0Y76 -> F0C0Y76,AA3463POUQEY,5.5975
P042986,0.8,0.61,0.8,0.0,109.0,87.2,BA2409ZWSTFB,BA2409,F0C0Y76,BA2409ZWSTFB,0.06
P045113,0.4,0.41,0.4,0.0,218.0,87.2,BA2539TFBGBU -> BA2544QEYTFB,BA2539 -> BA2544,F0C0Y76 -> F16C0Y165,BA2539TFBGBU,5.6825
P034495,0.35,0.33,0.35,0.0,249.0,87.15,AA0014TFBFXS -> BA2068QEYTFB,AA0014 -> BA2068,F0C0Y76 -> F0C0Y76,AA0014TFBFXS,7.25
P040670,1.05,1.07,1.05,0.0,83.0,87.15,BA2179TFBSEN,BA2179,F0C0Y76,BA2179TFBSEN,0.485
P007059,0.75,0.67,0.65,0.1,134.0,87.1,AA0514TFBTOB -> AA0691HFHTFB,AA0514 -> AA0691,F16C0Y165 -> F0C0Y76,AA0691HFHTFB,3.5075
P017744,1.1,0.74,0.65,0.45,134.0,87.1,AA0318TFBTGP -> AA0312TGPQTQ,AA0318 -> super_AA0312,F16C0Y165 -> F0C0Y76,AA0312TGPQTQ,3.845
P036270,1.3,1.02,1.3,0.0,67.0,87.1,BA2046QEYTFB,BA2046,F0C0Y76,BA2046QEYTFB,0.16
P041994,0.65,0.66,0.65,0.0,134.0,87.1,BA2203ZLNTFB,BA2203,F0C0Y76,BA2203ZLNTFB,1.415
P045730,1.3,1.91,1.3,0.0,67.0,87.1,BA2544QEYTFB,BA2544,F16C0Y165,BA2544QEYTFB,0.675
P011625,0.6,0.35,0.6,0.0,145.0,87.0,BA2486TFBCMJ -> AA0347PBLTFB,BA2486 -> AA0347,F0C0Y76 -> F0C0Y76,AA0347PBLTFB,4.1475
P021528,1.05,1.43,0.75,0.3,116.0,87.0,BA2110TFBQTD -> AA0503TOBTFB,BA2110 -> AA0503,F0C0Y76 -> F16C0Y165,AA0503TOBTFB,3.3675
P024885,0.6,0.55,0.6,0.0,145.0,87.0,BA2422CPJQEY -> BA2377QEYTKD,BA2422 -> BA2377,F0C0Y76 -> F0C0Y76,BA2422CPJQEY,3.3325
P039532,0.5,0.35,0.5,0.0,174.0,87.0,AA3490TFBGBU,AA3490,F0C0Y76,AA3490TFBGBU,0.0
P044243,0.75,0.69,0.75,0.0,116.0,87.0,BA2517QEYTGP -> BA2609FVHQEY,BA2517 -> super_BA2609,F0C0Y76 -> F0C0Y76,BA2517QEYTGP,3.8925
P045924,0.3,0.49,0.3,0.0,290.0,87.0,BA2584TFBZFH -> BA2624QEYTFB,BA2584 -> BA2624,F0C0Y76 -> F16C0Y165,BA2584TFBZFH,7.035
P046101,0.25,0.41,0.25,0.0,348.0,87.0,AA0877QEYIOM -> BA2629TFBQEY,AA0877 -> BA2629,F16C0Y165 -> F0C0Y76,AA0877QEYIOM,1.8275
P010410,0.55,0.55,0.55,0.0,158.0,86.9,AA0467MBYTFB -> BA2573TFBQEY,AA0467 -> BA2573,F16C0Y165 -> F16C0Y165,AA0467MBYTFB,3.585
P015574,0.55,0.55,0.55,0.0,158.0,86.9,BA2015TFBQEY -> AA0495TBOTFB,BA2015 -> AA0495,F16C0Y165 -> F16C0Y165,AA0495TBOTFB,4.625
P029976,1.65,1.45,0.55,1.1,158.0,86.9,AA0320TFBTKD -> BA2371HFHTFB,AA0320 -> BA2371,F16C0Y165 -> F0C0Y76,BA2371HFHTFB,4.135
P045676,0.55,0.41,0.55,0.0,158.0,86.9,BA2259TFBSOP -> BA2624QEYTFB,BA2259 -> BA2624,F0C0Y76 -> F16C0Y165,BA2259TFBSOP,4.9675
P042029,0.55,0.39,0.45,0.1,193.0,86.85,AA0608TFBMBT -> BA2429ZMXTFB,AA0608 -> BA2429,F16C0Y165 -> F0C0Y76,AA0608TFBMBT,5.1125
P046973,0.45,0.67,0.45,0.0,193.0,86.85,BA2410TFBHFH -> BA2543ZFHTFB,BA2410 -> BA2543,F12C12Y48 -> F0C0Y76,BA2410TFBHFH,2.3825
P002280,0.35,0.32,0.35,0.0,248.0,86.8,AA0090BODTFB -> BA2135TFBQEY,AA0090 -> BA2135,F0C0Y76 -> F16C0Y165,AA0090BODTFB,0.0
P005766,0.35,0.45,0.35,0.0,248.0,86.8,AA0055GBJCSX,,,AA0055GBJCSX,0.0
P011289,0.4,0.47,0.4,0.0,217.0,86.8,BA2438TFBHFH -> AA0017NJBTFB,BA2438 -> AA0017,F0C0Y76 -> F16C0Y165,AA0017NJBTFB,8.4525
P022234,0.35,0.33,0.35,0.0,248.0,86.8,BA2043TFBQEY -> AA0730BODTFB,BA2043 -> super_AA0730,F16C0Y165 -> F16C0Y165,BA2043TFBQEY,0.0
P028830,0.4,0.34,0.4,0.0,217.0,86.8,AA0344TFBPBL -> BA2235HFHTFB,AA0344 -> BA2235,F16C0Y165 -> F0C0Y76,BA2235HFHTFB,3.7325
P028841,0.4,0.33,0.4,0.0,217.0,86.8,AA0346TFBPBL -> BA2241HFHTFB,AA0346 -> BA2241,F0C0Y76 -> F0C0Y76,AA0346TFBPBL,3.4425
P028852,0.4,0.36,0.4,0.0,217.0,86.8,AA0354TFBPBL -> BA2249HFHTFB,AA0354 -> BA2249,F12C12Y48 -> F12C12Y48,AA0354TFBPBL,3.8325
P044582,0.35,0.33,0.35,0.0,248.0,86.8,BA2339QEYFVH -> BA2610PBLQEY,BA2339 -> BA2610,F0C0Y76 -> F0C0Y76,BA2339QEYFVH,0.1325
P045931,0.7,0.79,0.7,0.0,124.0,86.8,BA2264TFBZWS -> BA2544QEYTFB,BA2264 -> BA2544,F12C12Y48 -> F16C0Y165,BA2544QEYTFB,0.675
P039077,0.25,0.3,0.25,0.0,347.0,86.75,AA0731TFBBOD,super_AA0731,F16C0Y165,AA0731TFBBOD,0.0
P023526,12.25,12.56,2.55,9.7,34.0,86.7,BA2483CMJTFB,BA2483,F0C0Y76,BA2483CMJTFB,2.215
P040466,1.7,1.52,1.7,0.0,51.0,86.7,BA2151TFBQEY,BA2151,F16C0Y165,BA2151TFBQEY,0.0
P044394,0.5,0.47,0.5,0.0,173.0,86.5,BA2044QEYTFB -> BA2532GBUQEY,BA2044 -> BA2532,F0C0Y76 -> F0C0Y76,BA2532GBUQEY,2.33
P002550,0.95,1.0,0.95,0.0,91.0,86.45,AA0064BODQTH,,,AA0064BODQTH,0.0
P008594,0.9,1.18,0.65,0.25,133.0,86.45,BA2273TFBSEN -> AA0603MBTTFB,BA2273 -> AA0603,F0C0Y76 -> F16C0Y165,AA0603MBTTFB,5.7075
P017489,0.35,0.31,0.35,0.0,247.0,86.45,AA0362TFBTNG -> AA0821TNGPHH,AA0362 -> super_AA0821,F16C0Y165 -> F16C0Y165,AA0362TFBTNG,0.0
P045318,0.35,0.3,0.35,0.0,247.0,86.45,BA2642QEYTFB -> AA0069TFBLUO,BA2642 -> super_AA0069,F0C0Y76 -> F12C12Y48,AA0069TFBLUO,4.4725
P046188,0.35,0.28,0.35,0.0,247.0,86.45,AA0809QEYPHH -> BA2629TFBQEY,AA0809 -> BA2629,F16C0Y165 -> F0C0Y76,AA0809QEYPHH,10.395
P001725,0.3,0.25,0.3,0.0,288.0,86.4,AA0082BODTFB -> BA2061TFBQEY -> BA2093QEYNGS,AA0082 -> BA2061 -> BA2093,F16C0Y165 -> F0C0Y76 -> F16C0Y165,BA2061TFBQEY,1.175
P008859,2.2,2.48,0.4,1.8,216.0,86.4,AA0603MBTTFB -> BA2670TFBZMX,AA0603 -> BA2670,F16C0Y165 -> F0C0Y76,AA0603MBTTFB,5.7075
P015193,0.4,0.33,0.4,0.0,216.0,86.4,BA2281TFBFVH -> AA0485TBOTFB,BA2281 -> AA0485,F0C0Y76 -> F0C0Y76,AA0485TBOTFB,6.1225
P030380,0.45,0.48,0.45,0.0,192.0,86.4,AA0580QEYTOB -> BA2353HFHQEY,AA0580 -> BA2353,F16C0Y165 -> F0C0Y76,BA2353HFHQEY,3.0325
P034073,0.85,0.97,0.8,0.05,108.0,86.4,BA2390TFBCPJ -> BA2092QEYTFB,BA2390 -> super_BA2092,F16C0Y165 -> F0C0Y76,BA2092QEYTFB,5.1725
P034858,0.6,0.87,0.6,0.0,144.0,86.4,BA2358QEYHFH,BA2358,F0C0Y76,BA2358QEYHFH,0.0
P039293,1.2,0.99,1.2,0.0,72.0,86.4,BA2217TFBCPJ,,,BA2217TFBCPJ,0.0
P039403,0.95,1.23,0.8,0.15,108.0,86.4,BA2460TFBCAO,BA2460,F0C0Y76,BA2460TFBCAO,4.235
P040675,1.3,1.28,1.2,0.1,72.0,86.4,BA2179TFBSEN,BA2179,F0C0Y76,BA2179TFBSEN,0.485
P043742,0.4,0.36,0.4,0.0,216.0,86.4,AA0867TFBPHH -> BA2385ZZKTFB,AA0867 -> BA2385,F16C0Y165 -> F0C0Y76,AA0867TFBPHH,7.5425
P012691,1.05,1.41,0.3,0.75,287.0,86.1,AA0023PSETFB -> AA0069TFBLUO,AA0023 -> super_AA0069,F16C0Y165 -> F12C12Y48,AA0023PSETFB,8.355
P015521,0.3,0.26,0.3,0.0,287.0,86.1,BA2175TFBQEY -> AA0485TBOTFB,BA2175 -> AA0485,F16C0Y165 -> F0C0Y76,AA0485TBOTFB,6.1225
P017041,0.35,0.31,0.35,0.0,246.0,86.1,AA0065TFBKOV,,,AA0065TFBKOV,0.0
P044247,0.3,0.37,0.3,0.0,287.0,86.1,BA2517QEYTGP -> BA2609FVHQEY,BA2517 -> super_BA2609,F0C0Y76 -> F0C0Y76,BA2517QEYTGP,3.8925
P006986,0.4,0.29,0.4,0.0,215.0,86.0,AA0693HFHTFB -> AA3482TFBTCB,AA0693 -> AA3482,F16C0Y165 -> F0C0Y76,AA3482TFBTCB,2.3225
P008194,0.4,0.33,0.4,0.0,215.0,86.0,AA0647MBTCMJ,AA0647,F16C0Y165,AA0647MBTCMJ,5.2875
P008205,0.4,0.32,0.4,0.0,215.0,86.0,AA0649MBTCMJ,AA0649,F16C0Y165,AA0649MBTCMJ,5.5875
P021277,0.5,0.31,0.5,0.0,172.0,86.0,AA0690TFBHFH -> AA0515TOBTFB,AA0690 -> AA0515,F0C0Y76 -> F0C0Y76,AA0515TOBTFB,6.0
P031834,0.2,0.3,0.2,0.0,430.0,86.0,BA2138TFBHFH -> AA0854MJITFB,BA2138 -> AA0854,F0C0Y76 -> F16C0Y165,AA0854MJITFB,11.5525
P034230,0.5,0.33,0.5,0.0,172.0,86.0,AA3488QEYCVS,AA3488,F0C0Y76,AA3488QEYCVS,1.9125
P045971,0.4,0.35,0.4,0.0,215.0,86.0,BA2118TFBZZD -> BA2624QEYTFB,BA2118 -> BA2624,F0C0Y76 -> F16C0Y165,BA2118TFBZZD,4.8425
P005338,0.45,0.54,0.45,0.0,191.0,85.95,AA0665EGXTFB -> BA2039TFBQEY,AA0665 -> BA2039,F16C0Y165 -> F0C0Y76,AA0665EGXTFB,1.6925
P023251,0.45,0.37,0.45,0.0,191.0,85.95,AA0026TFBPSE -> BA2489CMJTFB,AA0026 -> BA2489,F0C0Y76 -> F0C0Y76,AA0026TFBPSE,6.62
P030204,0.45,0.33,0.45,0.0,191.0,85.95,BA2541QEYTNG -> BA2353HFHQEY,BA2541 -> BA2353,F0C0Y76 -> F0C0Y76,BA2541QEYTNG,3.24
P010000,0.6,0.71,0.6,0.0,143.0,85.8,AA0690TFBHFH -> AA0469MBYTFB,AA0690 -> AA0469,F0C0Y76 -> F16C0Y165,AA0469MBYTFB,4.4875
P013189,0.3,0.33,0.3,0.0,286.0,85.8,AA0634QEYQIY,AA0634,F16C0Y165,AA0634QEYQIY,0.0
P019574,0.3,0.25,0.3,0.0,286.0,85.8,BA2281TFBFVH -> AA0329TKDTFB,BA2281 -> AA0329,F0C0Y76 -> F16C0Y165,AA0329TKDTFB,1.935
P019585,0.3,0.3,0.3,0.0,286.0,85.8,BA2081QEYFVH -> AA0403TKDQEY,BA2081 -> AA0403,F0C0Y76 -> F16C0Y165,BA2081QEYFVH,1.4
P020869,0.2,0.31,0.2,0.0,429.0,85.8,AA0109TFBBOD -> AA0507TOBTFB,AA0109 -> AA0507,F0C0Y76 -> F16C0Y165,AA0109TFBBOD,10.705
P022632,0.2,0.25,0.2,0.0,429.0,85.8,AA0097TFBBOD -> BA2485CMJTFB,AA0097 -> BA2485,F16C0Y165 -> F16C0Y165,AA0097TFBBOD,8.795
P023547,0.6,0.7,0.6,0.0,143.0,85.8,BA2487CMJTFB,BA2487,F16C0Y165,BA2487CMJTFB,0.0
P030414,0.3,0.33,0.3,0.0,286.0,85.8,AA0502TFBTOB -> BA2371HFHTFB,AA0502 -> BA2371,F16C0Y165 -> F0C0Y76,BA2371HFHTFB,4.135
P030799,0.3,0.66,0.3,0.0,286.0,85.8,BA2635TFBQEY -> BA2321HUGTFB,super_BA2635 -> super_BA2321,F0C0Y76 -> F12C12Y48,BA2635TFBQEY,0.7725
P031169,0.6,0.78,0.6,0.0,143.0,85.8,AA0731JBIBOD,,,AA0731JBIBOD,0.0
P031461,0.6,0.37,0.6,0.0,143.0,85.8,BA2506TFBHFH -> BA2474MBYTFB,BA2506,F0C0Y76,BA2506TFBHFH,0.1475
P032737,2.2,2.11,1.1,1.1,78.0,85.8,BA2452NGSTFB,BA2452,F12C12Y48,BA2452NGSTFB,3.5775
P034442,1.15,1.44,0.55,0.6,156.0,85.8,AA0660TFBEGX -> BA2172QEYTFB,AA0660 -> BA2172,F16C0Y165 -> F16C0Y165,AA0660TFBEGX,6.905
P037362,1.1,0.64,1.1,0.0,78.0,85.8,BA2057TFBQEY -> BA2107QTDTFB,BA2057 -> BA2107,F0C0Y76 -> F0C0Y76,BA2057TFBQEY,2.54
P040857,0.65,0.95,0.65,0.0,132.0,85.8,BA2043TFBQEY -> BA2633QEYTNG,BA2043 -> BA2633,F16C0Y165 -> F0C0Y76,BA2633QEYTNG,3.625
P042968,0.55,0.71,0.55,0.0,156.0,85.8,BA2267ZWSTFB,BA2267,F12C12Y48,BA2267ZWSTFB,0.0
P004646,0.35,0.55,0.35,0.0,245.0,85.75,BA2135TFBQEY -> AA0003EDBTFB,BA2135 -> AA0003,F16C0Y165 -> F16C0Y165,AA0003EDBTFB,0.93
P041344,0.35,0.52,0.35,0.0,245.0,85.75,AA0248MBYHEM -> BA2071TKDMBY,AA0248 -> BA2071,F16C0Y165 -> F0C0Y76,AA0248MBYHEM,5.05
P010385,1.15,1.4,0.8,0.35,107.0,85.6,AA0465MBYTFB -> BA2055TFBQEY,AA0465 -> BA2055,F16C0Y165 -> F0C0Y72,AA0465MBYTFB,4.72
P028327,0.4,0.32,0.4,0.0,214.0,85.6,AA0626QEYMBT -> BA2351HFHQEY,AA0626 -> BA2351,F16C0Y165 -> F0C0Y76,AA0626QEYMBT,3.695
P004013,0.45,0.33,0.45,0.0,190.0,85.5,AA0055CSXBOD,super_AA0055,F12C12Y48,AA0055CSXBOD,1.31
P021612,9.55,10.52,0.9,8.65,95.0,85.5,BA2325QEYSEN -> AA0581TOBQEY,BA2325 -> AA0581,F0C0Y76 -> F0C0Y76,AA0581TOBQEY,4.185
P028500,0.3,0.26,0.3,0.0,285.0,85.5,AA0568QEYMBY -> BA2355HFHQEY,AA0568 -> BA2355,F16C0Y165 -> F0C0Y76,AA0568QEYMBY,3.4725
P036006,0.9,0.68,0.9,0.0,95.0,85.5,BA2068QEYTFB -> BA2220TFBQVX,BA2068 -> BA2220,F0C0Y76 -> F0C0Y76,BA2068QEYTFB,2.2225
P036393,0.9,1.17,0.9,0.0,95.0,85.5,BA2246QEYTFB,BA2246,F16C0Y165,BA2246QEYTFB,2.4375
P037522,2.0,2.54,1.5,0.5,57.0,85.5,BA2101QTDTFB,BA2101,F0C0Y76,BA2101QTDTFB,2.195
P040610,0.95,1.1,0.95,0.0,90.0,85.5,BA2214TFBQVX,super_BA2214,F0C0Y76,BA2214TFBQVX,0.0
P040895,0.9,0.85,0.9,0.0,95.0,85.5,BA2181TFBQEY -> BA2633QEYTNG,BA2181 -> BA2633,F0C0Y76 -> F0C0Y76,BA2633QEYTNG,3.625
P044980,3.45,3.31,0.75,2.7,114.0,85.5,AA0676TFBEFO -> BA2544QEYTFB,AA0676 -> BA2544,F16C0Y165 -> F16C0Y165,AA0676TFBEFO,5.4175
P003082,0.2,0.65,0.2,0.0,427.0,85.4,AA0114BODTFB -> AA0318TFBTGP,AA0114 -> AA0318,F0C0Y76 -> F16C0Y165,AA0318TFBTGP,1.47
P003671,0.35,0.35,0.35,0.0,244.0,85.4,AA0671BVTTFB -> AA0731TFBBOD,AA0671 -> super_AA0731,F16C0Y165 -> F16C0Y165,AA0671BVTTFB,6.6475
P012371,0.2,0.34,0.2,0.0,427.0,85.4,AA0107TFBBOD -> AA0023PSETFB,AA0107 -> AA0023,F0C0Y76 -> F16C0Y165,AA0107TFBBOD,10.1675
P017435,0.35,0.33,0.35,0.0,244.0,85.4,AA0344TFBPBL,AA0344,F16C0Y165,AA0344TFBPBL,0.0
P029295,0.35,0.33,0.35,0.0,244.0,85.4,AA0650QEYQIY -> BA2359HFHQEY,AA0650 -> BA2359,F16C0Y165 -> F0C0Y76,BA2359HFHQEY,2.75
P043529,0.2,0.09,0.2,0.0,427.0,85.4,AA0008TFBFXS -> BA2381ZZKTFB,AA0008 -> BA2381,F16C0Y165 -> F0C0Y76,AA0008TFBFXS,8.0
P021770,0.65,1.02,0.55,0.1,155.0,85.25,BA2204TFBZWS -> AA0511TOBTFB,BA2204 -> AA0511,F0C0Y72 -> F16C0Y165,AA0511TOBTFB,4.45
P003653,0.3,0.34,0.3,0.0,284.0,85.2,AA0671BVTTFB -> AA0103TFBBOD,AA0671 -> AA0103,F16C0Y165 -> F16C0Y165,AA0671BVTTFB,6.6475
P025325,0.6,0.45,0.6,0.0,142.0,85.2,BA2624QEYTFB -> AA3451CVSQEY,BA2624 -> AA3451,F16C0Y165 -> F0C0Y76,AA3451CVSQEY,4.1175
P025358,0.6,0.7,0.6,0.0,142.0,85.2,BA2042QEYTFB -> AA3455CVSQEY,BA2042 -> AA3455,F0C0Y76 -> F0C0Y76,AA3455CVSQEY,4.71
P025783,0.2,0.23,0.2,0.0,426.0,85.2,AA0137QEYBOD -> BA2040FVHQEY,AA0137 -> BA2040,F16C0Y165 -> F0C0Y76,AA0137QEYBOD,6.635
P035661,0.4,1.42,0.4,0.0,213.0,85.2,AA3462QEYPOU,AA3462,F16C0Y165,AA3462QEYPOU,0.0
P035694,0.4,0.53,0.4,0.0,213.0,85.2,AA0536TFBPOU -> BA2052QEYTFB,AA0536 -> BA2052,F0C0Y76 -> F0C0Y76,AA0536TFBPOU,3.375
P019997,0.65,0.66,0.65,0.0,131.0,85.15,BA2138TFBHFH -> AA0233TKETFB,BA2138,F0C0Y76,BA2138TFBHFH,0.6525
P027750,0.65,1.06,0.65,0.0,131.0,85.15,AA0524TFBCVS -> BA2495HFHTFB,AA0524 -> BA2495,F16C0Y165 -> F0C0Y72,AA0524TFBCVS,0.36
P018961,1.1,1.18,1.05,0.05,81.0,85.05,BA2043TFBQEY -> AA0307TGPTFB,BA2043 -> super_AA0307,F16C0Y165 -> F16C0Y165,AA0307TGPTFB,0.42
P009969,0.5,0.42,0.5,0.0,170.0,85.0,AA0694TFBHFH -> AA0465MBYTFB,AA0694 -> AA0465,F16C0Y165 -> F16C0Y165,AA0465MBYTFB,4.72
P010579,2.4,2.22,0.85,1.55,100.0,85.0,BA2297TFBSEN -> AA0457MBYTFB,BA2297 -> AA0457,F0C0Y76 -> F16C0Y165,AA0457MBYTFB,5.0325
P015302,0.5,0.42,0.5,0.0,170.0,85.0,BA2138TFBHFH -> AA0233TBOTFB,BA2138 -> super_AA0233,F0C0Y76 -> F16C0Y165,BA2138TFBHFH,0.6525
P042472,0.5,0.33,0.5,0.0,170.0,85.0,BA2358QEYHFH -> BA2435ZWSQEY,BA2358 -> BA2435,F0C0Y76 -> F0C0Y76,BA2435ZWSQEY,1.2275
P046436,0.5,0.69,0.5,0.0,170.0,85.0,BA2580TFBZFH,BA2580,F0C0Y76,BA2580TFBZFH,3.9775
P006381,0.3,0.33,0.3,0.0,283.0,84.9,AA0302TFBTGP -> AA0124GBJTFB,super_AA0302 -> AA0124,F16C0Y165 -> F16C0Y165,AA0302TFBTGP,1.67
P006436,0.3,0.34,0.3,0.0,283.0,84.9,AA0318TFBTGP -> AA0128GBJTFB,AA0318 -> AA0128,F16C0Y165 -> F16C0Y165,AA0318TFBTGP,1.47
P002228,0.8,0.7,0.8,0.0,106.0,84.8,AA0153BODPUA,super_AA0153,F12C12Y48,AA0153BODPUA,0.0
P008997,0.4,0.33,0.4,0.0,212.0,84.8,BA2388TFBZZK -> AA0605MBTTFB,BA2388 -> AA0605,F0C0Y76 -> F16C0Y165,AA0605MBTTFB,5.0825
P014896,0.2,0.21,0.2,0.0,424.0,84.8,AA0093TFBBOD -> AA0481TBOTFB,AA0093 -> AA0481,F16C0Y165 -> F0C0Y76,AA0093TFBBOD,6.7525
P010594,0.8,0.9,0.7,0.1,121.0,84.7,BA2273TFBSEN -> AA0477MBYTFB,BA2273 -> AA0477,F0C0Y76 -> F0C0Y76,AA0477MBYTFB,5.785
P025627,0.65,0.77,0.55,0.1,154.0,84.7,AA0660TFBEGX -> BA2159FBUTFB,AA0660 -> BA2159,F16C0Y165 -> F0C0Y76,AA0660TFBEGX,6.905
P033970,0.55,0.33,0.55,0.0,154.0,84.7,BA2092QEYTFB -> BA2484TFBCMJ,super_BA2092 -> BA2484,F0C0Y76 -> F12C12Y48,BA2092QEYTFB,5.1725
P035345,0.55,0.41,0.55,0.0,154.0,84.7,BA2217TFBMXT -> BA2018QEYTFB,super_BA2217 -> BA2018,F0C0Y76 -> F16C0Y165,BA2018QEYTFB,1.9025
P039431,0.7,0.71,0.7,0.0,121.0,84.7,BA2064TFBFBU,BA2064,F0C0Y76,BA2064TFBFBU,2.3275
P040114,2.95,3.31,1.1,1.85,77.0,84.7,BA2461TFBNGS,BA2461,F12C12Y48,BA2461TFBNGS,3.1525
P043830,0.7,0.66,0.7,0.0,121.0,84.7,BA2573TFBQEY -> BA2387ZZKTFB,BA2573 -> BA2387,F16C0Y165 -> F0C0Y76,BA2573TFBQEY,0.0
P005149,0.3,0.66,0.3,0.0,282.0,84.6,AA0731TFBBOD -> AA0663EGXTFB,super_AA0731 -> AA0663,F16C0Y165 -> F0C0Y76,AA0663EGXTFB,7.1
P024195,0.6,0.65,0.6,0.0,141.0,84.6,AA0698TFBHFH -> BA2399CPJTFB,AA0698 -> BA2399,F16C0Y165 -> F12C12Y48,AA0698TFBHFH,0.0
