Leg,Expected_Shadow_Price,Std_Shadow_Price,P5_Shadow_Price,P95_Shadow_Price
BA2399CPJTFB,0.0,0.0,0.0,0.0
BA2514CPJQEY,0.0575,0.2506,0.0,0.0575
AA0861QEYPHH,10.2,0.6039,9.1525,10.805
AA0152PNFPUA,0.0,0.0,0.0,0.0
AA0587TOBQEY,0.565,1.2301,0.0,3.5375
AA0574QEYTBO,0.195,0.85,0.0,0.195
BA2199NNIMBY,0.0,0.0,0.0,0.0
AA0743BUMTFB,7.615,1.7633,6.935,8.1
BA2429ZMXTFB,1.8975,1.9475,0.0,5.7
BA2267ZWSTFB,0.0,0.0,0.0,0.0
BA2401CJMTFB,4.2075,2.1577,0.0,7.0
BA2442SOPTFB,5.2675,0.3779,4.8,5.565
BA2546TKDQEY,3.4275,2.0184,0.0,5.2
AA0518TFBTOB,4.385,0.2833,4.385,4.45
BA2435ZWSQEY,1.2275,2.1262,0.0,4.95
AA0153PNFBOD,0.0,0.0,0.0,0.0
BA2473TFBQEY,0.0,0.0,0.0,0.0
BA2299TFBFVH,0.0,0.0,0.0,0.0
AA0064QTHXSH,0.0,0.0,0.0,0.0
AA0562QEYMBY,3.55,1.1676,1.045,4.15
AA0503TOBTFB,3.3675,1.6141,0.0,4.45
AA0462TFBMBY,1.435,1.8766,0.0,4.45
AA0344TFBPBL,0.0,0.0,0.0,0.0
AA0065TFBLUO,0.0,0.0,0.0,0.0
AA0067KOVBOD,3.0125,3.0889,0.0,7.5
AA0318TFBTGP,1.47,2.0033,0.0,4.2
BA2243ZWSTFB,0.0,0.0,0.0,0.0
AA0064KOVQTH,0.0,0.0,0.0,0.0
BA2327HFHTFB,3.7075,0.3272,3.6,4.5175
AA0300TFBTGP,0.0,0.0,0.0,0.0
BA2202TFBZLN,0.0,0.0,0.0,0.0
AA0328TFBTKD,3.0975,1.8458,0.0,4.3
AA0099TFBBOD,8.8275,0.6505,8.1475,9.1925
AA0641UVTTFB,3.0125,2.8251,0.0,6.6
AA0878PHHTFB,8.2375,4.193,0.0,10.7
AA0227TKDTFB,0.7775,1.5875,0.0,4.3
AA0023PSETFB,8.355,0.1071,8.1,8.4
BA2167TKDQTQ,0.0,0.0,0.0,0.0
AA0502TFBTOB,0.8875,1.775,0.0,4.45
BA2068QEYTFB,2.2225,1.1858,0.0,3.4775
BA2098NGSQEY,0.8325,0.9425,0.0,2.6
AA0106BODTFB,0.0,0.0,0.0,0.0
AA0001EDBTFB,10.97,0.5879,10.57,11.45
AA0084BODTFB,0.0,0.0,0.0,0.0
BA2509HFHTFB,3.4325,0.9812,1.615,4.85
AA0302TFBTGP,1.67,2.0455,0.0,4.2
BA2170QEYTFB,0.7775,1.028,0.0,3.1525
AA0039NTQTFB,4.8925,1.1224,4.8925,5.15
AA0079TFBKOV,9.265,0.5979,8.6,10.15
AA0017NJBTFB,8.4525,0.9349,7.775,8.7125
AA0851TFBIOM,11.85,0.0,11.85,11.85
BA2042QEYTFB,0.0,0.0,0.0,0.0
BA2255TFBSOP,0.1875,0.8173,0.0,0.1875
AA0051GBJCSX,0.0,0.0,0.0,0.0
AA0067LUOTJU,0.0,0.0,0.0,0.0
AA0357PBLTFB,2.8125,1.8438,0.0,4.05
AA0151PNFBOD,0.0,0.0,0.0,0.0
AA0055TDDCSX,0.0,0.0,0.0,0.0
AA0143QEYBOD,9.68,0.8043,8.6825,10.695
AA0698TFBHFH,0.0,0.0,0.0,0.0
AA0003EDBTFB,0.93,2.2138,0.0,6.2
BA2350QEYHFH,0.3875,0.8064,0.0,1.7075
BA2642QEYTFB,0.6625,0.9979,0.0,2.555
AA0076KOVTFB,1.165,2.783,0.0,7.555
AA0755TUMTFB,6.2425,1.0534,5.18,6.6
BA2349NTPTFB,5.3875,0.4458,4.7,5.9
BA2368TFBCPJ,0.28,0.8437,0.0,2.575
AA0605MBTTFB,5.0825,1.771,0.0,6.0
BA2196MBYNNI,0.0,0.0,0.0,0.0
AA0578QEYTBO,3.9375,1.6728,0.0,4.7
AA0040BERBOD,0.0,0.0,0.0,0.0
AA0124GBJTFB,0.0,0.0,0.0,0.0
BA2043TFBQEY,0.0,0.0,0.0,0.0
AA0508TFBTOB,2.2675,2.1423,0.0,4.45
BA2039TFBQEY,0.33,0.9577,0.0,3.2
AA0244MBYNFY,6.365,1.4602,6.365,6.7
AA0531POUTFB,4.07,1.3858,0.0,4.515
AA0560QEYMBY,4.15,0.0,4.15,4.15
AA0608TFBMBT,5.1125,0.1635,5.1125,5.15
BA2071TKDMBY,0.84,1.1447,0.0,2.4
BA2393HFHTFB,4.1875,0.3528,3.6,4.6825
AA0114BODTFB,0.285,0.9062,0.0,1.995
AA0043BODCFU,8.6025,0.6429,8.6025,8.75
AA0483TBOTFB,1.7575,2.1668,0.0,4.6
AA0453MBYTFB,3.94,1.0572,1.6175,4.515
AA0607MBTTFB,5.8575,0.4575,5.15,6.7
AA0649MBTCMJ,5.5875,0.3731,5.25,6.0
AA0642TFBQIY,2.235,2.3775,0.0,5.55
BA2403TKDMBY,1.6325,1.0861,0.0,2.4
AA0632TFBQIY,5.15,1.3271,2.945,5.595
AA0005EDBMBY,6.5375,0.5534,5.9325,7.3175
AA0454TFBMBY,1.29,1.8761,0.0,4.45
AA0021PSETFB,7.89,0.3974,7.05,8.4
BA2609QEYPBL,0.345,1.035,0.0,3.45
AA0305TGPTFB,3.0125,1.7675,0.0,4.15
BA2086TFBBMX,0.0,0.0,0.0,0.0
BA2638PBLTFB,4.05,0.0,4.05,4.05
AA0457MBYTFB,5.0325,0.7189,4.35,5.75
AA0838IOMTKD,8.455,1.9397,8.455,8.9
AA0316TFBTGP,0.0,0.0,0.0,0.0
BA2093QEYNGS,0.0,0.0,0.0,0.0
AA0052CSXGBJ,0.0,0.0,0.0,0.0
AA0690TFBHFH,0.8825,0.8792,0.0,2.75
BA2115ZZDTFB,0.555,1.665,0.0,5.55
AA0317TGPTFB,1.545,1.7865,0.0,4.15
BA2222SENTFB,0.315,0.2846,0.0,0.5325
AA0650QEYQIY,0.0,0.0,0.0,0.0
AA0307QTQTGP,4.18,0.981,3.325,4.45
BA2264TFBZWS,0.0,0.0,0.0,0.0
BA2024TFBZWS,3.955,1.3574,0.9025,5.455
BA2134TFBFBU,0.4125,0.8402,0.0,2.3
AA0073KOVBOD,3.39,3.2143,0.0,7.5
AA0127TFBGBJ,9.605,1.0996,8.65,11.9125
AA0463MBYTFB,3.405,1.5213,0.0,4.4
AA0846MJIPBL,6.54,3.2711,0.0,8.2
BA2218CPJMXT,0.0,0.0,0.0,0.0
AA3491GBUTFB,5.18,1.7354,0.0,5.8
AA0507TOBTFB,1.7125,2.2334,0.0,6.0
AA3455CVSQEY,4.71,0.7269,4.15,6.25
BA2339QEYFVH,0.1325,0.3769,0.0,0.9775
BA2408TFBZWS,3.465,1.4656,0.0,4.3625
BA2015TFBQEY,0.0,0.0,0.0,0.0
AA0062BODKOV,8.205,0.7044,7.4,8.7875
BA2474MBYTUT,2.28,1.8616,0.0,3.8
BA2459CAOTFB,5.25,0.7841,4.73,5.79
AA0590QEYTOB,0.43,1.29,0.0,4.3
BA2223QEYCPJ,2.72,1.0458,0.0,3.6
AA0087TFBBOD,10.995,0.3126,10.6225,11.4225
BA2326HUGIMO,0.0,0.0,0.0,0.0
AA0192GBJBOD,0.0,0.0,0.0,0.0
AA0645QIYTFB,3.9225,2.063,0.0,6.55
AA0121TFBBOD,8.01,0.2453,7.535,8.15
AA0054TDDBOD,1.71,5.13,0.0,17.1
AA0469MBYTFB,4.4875,0.3024,4.4,4.8475
BA2634TGPQEY,4.8375,0.4547,4.05,5.1
BA2284TFBGDB,4.3875,1.0357,4.0375,4.9575
AA0045BODCFU,1.2325,2.3796,0.0,6.13
AA0097TFBBOD,8.795,1.5354,5.605,10.95
AA0730TFBJBI,5.5525,1.274,5.4625,5.85
BA2077TKDMBY,0.0,0.0,0.0,0.0
AA0514TFBTOB,1.005,1.7605,0.0,4.45
BA2231CPJTFB,0.32,0.96,0.0,3.2
BA2412TNGCPJ,0.0,0.0,0.0,0.0
BA2018QEYTFB,1.9025,1.0251,0.19,3.2
BA2219QVXTFB,0.1875,0.8173,0.0,0.1875
BA2033ZWSTFB,0.745,1.1193,0.0,3.2025
BA2311QEYCPJ,0.16,0.6974,0.0,0.16
BA2478TUTQEY,0.0,0.0,0.0,0.0
BA2159FBUTFB,0.4375,0.8763,0.0,2.25
AA0848MJITKD,8.75,0.0,8.75,8.75
AA0501TOBTFB,0.765,1.5486,0.0,4.26
AA0522TFBCVS,3.56,1.78,0.0,4.45
BA2321HUGTFB,0.0,0.0,0.0,0.0
BA2523QEYTGP,4.0375,0.2724,4.0375,4.1
AA3297EVUBOD,0.0,0.0,0.0,0.0
AA0564QEYMBY,4.15,0.0,4.15,4.15
AA0354TFBPBL,3.8325,0.8817,3.5625,4.05
AA0095TFBBOD,10.31,1.0104,8.15,11.0125
AA0465MBYTFB,4.72,0.5633,4.3975,5.75
AA0187BODGBJ,0.0,0.0,0.0,0.0
BA2380TFBZZK,0.0,0.0,0.0,0.0
BA2543ZFHTFB,0.2625,1.1442,0.0,0.2625
AA0538TFBPOU,2.68,2.064,0.0,4.5
BA2142TFBCPJ,0.0,0.0,0.0,0.0
AA0046CFUBOD,0.0,0.0,0.0,0.0
AA0759NDJTFB,5.0725,1.152,2.25,5.95
BA2338FVHQEY,2.5525,0.6038,1.7475,3.65
BA2168TKDQEY,0.0,0.0,0.0,0.0
AA0226TFBTKD,1.075,1.862,0.0,4.3
BA2438TFBHFH,0.325,0.837,0.0,2.75
BA2502CPJQEY,0.84,1.3002,0.0,3.0
AA0368TFBTNG,5.0625,0.6504,4.6725,5.95
BA2570QEYTFB,0.16,0.6974,0.0,0.16
BA2396TFBNTP,3.8075,1.2763,1.905,4.6775
AA0620QEYMBT,0.0,0.0,0.0,0.0
AA2701BODMBT,1.0856,3.2569,0.0,10.8564
AA3451CVSQEY,4.1175,1.5716,1.0925,6.25
BA2390TFBCPJ,0.0,0.0,0.0,0.0
AA0012TFBCPT,9.57,0.796,8.85,10.45
AA0646CMJMBT,0.0,0.0,0.0,0.0
BA2103QTDTFB,3.3,0.3718,2.85,4.0
AA0388QEYTGP,4.2075,0.2638,4.1,4.7175
AA0481TBOTFB,6.25,0.0,6.25,6.25
BA2494TFBCMJ,2.5,0.4376,2.14,3.25
BA2268TFBCPJ,0.6025,1.0407,0.0,2.46
AA0521CVSTFB,5.545,0.2397,5.545,5.6
AA0892IOMTBO,9.135,3.045,0.0,10.15
BA2135TFBQEY,0.0,0.0,0.0,0.0
BA2400TFBCJM,6.75,0.0,6.75,6.75
AA0101TFBBOD,4.9175,3.3839,0.0,8.055
AA0072KOVTFB,0.0,0.0,0.0,0.0
AA0584QEYTOB,4.3,0.0,4.3,4.3
AA3452QEYCVS,5.835,0.8929,4.25,6.35
BA2280FVHTFB,1.355,1.0083,0.1425,2.985
AA0821TNGPHH,0.0,0.0,0.0,0.0
AA3473MHCTFB,4.7525,0.6398,4.315,5.6
BA2082SENQEY,0.0,0.0,0.0,0.0
AA0055GBJTDD,0.0,0.0,0.0,0.0
BA2354QEYHFH,2.3125,1.0084,0.0,2.8
BA2167QEYTKD,0.475,1.4321,0.0,4.345
BA2624QEYTFB,0.4925,0.468,0.0,1.2075
AA0693HFHTFB,0.145,0.453,0.0,1.09
BA2118TFBZZD,4.8425,1.0835,2.52,5.465
BA2467TUTMBY,3.6575,0.8391,3.6575,3.85
BA2461TFBNGS,3.1525,1.8323,0.0,5.5
AA0090BODTFB,0.0,0.0,0.0,0.0
AA0122GBJTFB,0.4375,1.907,0.0,0.4375
BA2422CPJQEY,3.3325,0.581,2.8925,3.5
BA2410TFBHFH,2.3825,1.4907,0.0,3.6425
BA2460TFBCAO,4.235,1.5758,0.0,5.455
AA0232TBOTKE,0.0,0.0,0.0,0.0
BA2635QEYTGP,3.8225,1.072,1.4725,4.155
AA0758TFBNDJ,0.885,1.6444,0.0,5.0925
AA0683PSEQEY,8.675,0.275,8.4,8.95
AA0582QEYTOB,0.6875,1.4291,0.0,4.3
AA0860IOMTFB,6.12,4.5628,0.0,10.4525
AA3475MHCTFB,3.65,0.0,3.65,3.65
BA2493CMJTFB,2.6075,0.5998,1.525,3.2
AA0065QTHKOV,0.0,0.0,0.0,0.0
AA0188GBJBOD,0.0,0.0,0.0,0.0
AA0049BODBER,0.7575,1.5704,0.0,4.47
AA0223NFYMBY,3.93,3.2088,0.0,6.55
BA2092QEYTFB,5.1725,0.2853,4.55,5.6
AA0004TFBEDB,13.095,1.0127,10.65,13.65
AA0585TOBQEY,4.25,0.0,4.25,4.25
AA0890PHHTBO,8.78,0.2857,8.1,8.9
AA0691HFHTFB,3.5075,0.9076,2.7075,4.85
BA2138TFBHFH,0.6525,1.0058,0.0,2.75
BA2217TFBMXT,0.0,0.0,0.0,0.0
BA2108TFBQTD,1.3475,0.7595,0.35,2.85
AA0614TFBMBT,0.0,0.0,0.0,0.0
BA2234TFBHFH,0.01,0.03,0.0,0.1
BA2044QEYTFB,0.0,0.0,0.0,0.0
AA0456TFBMBY,4.165,0.545,2.69,4.45
AA0825TBOPHH,7.0525,3.5484,0.0,9.05
AA0471MBYTFB,4.4,0.0,4.4,4.4
BA2544QEYTFB,0.675,1.0789,0.0,2.63
BA2288TFBGDB,0.2475,1.0788,0.0,0.2475
BA2487CMJTFB,0.0,0.0,0.0,0.0
AA0138BODPSE,0.0,0.0,0.0,0.0
BA2328NGSQEY,1.36,0.9942,0.6,2.8775
AA0119TFBBOD,7.1925,1.7884,5.605,8.1025
AA0663EGXTFB,7.1,0.0,7.1,7.1
AA0195BODGBJ,0.0,0.0,0.0,0.0
BA2357HFHQEY,0.14,0.6102,0.0,0.14
AA0709MBYZWS,5.505,1.2631,5.415,5.8
AA0830IOMQEY,8.505,0.2397,8.45,8.505
BA2094NGSQEY,0.7375,1.3186,0.0,3.405
BA2215QVXTFB,4.55,0.0,4.55,4.55
AA0128GBJTFB,0.0,0.0,0.0,0.0
BA2372TFBHFH,1.315,1.8097,0.0,3.66
BA2353HFHQEY,3.0325,0.4202,2.8,3.725
BA2563QEYPBL,0.5925,1.4104,0.0,3.95
AA0460TFBMBY,2.535,1.9512,0.0,4.45
BA2473QEYTUT,1.075,1.862,0.0,4.3
AA0511TOBTFB,4.45,0.0,4.45,4.45
AA0026TFBPSE,6.62,0.6046,6.0,7.9
AA0470TFBMBY,1.36,1.7721,0.0,4.45
BA2155FBUTFB,1.725,1.1407,0.0,2.65
AA0694TFBHFH,0.0,0.0,0.0,0.0
AA0820PHHTNG,0.7525,2.2648,0.0,7.0075
AA0056KOVTFB,0.0,0.0,0.0,0.0
AA0648TFBUVT,0.0,0.0,0.0,0.0
BA2095QEYNGS,3.005,0.2091,2.695,3.17
AA0458TFBMBY,4.435,0.0654,4.435,4.45
AA0025CPTTFB,7.575,0.3437,7.05,7.8
AA0136BODQEY,0.0,0.0,0.0,0.0
BA2001ZLNTFB,0.0,0.0,0.0,0.0
BA2618TNGQEY,3.37,0.36,3.25,4.45
AA0044CFUBOD,0.0,0.0,0.0,0.0
AA0252MBYTKE,0.0,0.0,0.0,0.0
AA0484TFBTBO,0.93,1.86,0.0,4.65
AA0568QEYMBY,3.4725,1.4781,0.0,4.15
BA2140TFBCPJ,0.2025,0.8827,0.0,0.2025
AA0065KOVBOD,1.0825,2.1662,0.0,5.4125
BA2381ZZKTFB,1.04,1.685,0.0,4.37
AA0343PBLTFB,1.4175,1.9317,0.0,4.05
AA0865TKDMJI,8.4075,1.9288,8.4075,8.85
AA0069TFBLUO,4.4725,3.4921,0.0,8.4
AA0875TFBMJI,12.19,0.1966,11.875,12.25
BA2232QEYZWS,0.1025,0.3196,0.0,0.7775
AA0189BODGBJ,3.83,1.5497,0.0,4.7
BA2233ZWSTFB,0.0,0.0,0.0,0.0
AA0600TFBMBT,0.0,0.0,0.0,0.0
BA2428NGSTFB,1.6775,1.6575,0.0,3.75
BA2217MXTCPJ,0.0,0.0,0.0,0.0
BA2129TFBQEY,0.0125,0.0545,0.0,0.0125
AA0191BODGBJ,4.9175,0.5732,4.6875,6.0375
AA3298BODEVU,0.0,0.0,0.0,0.0
AA0107TFBBOD,10.1675,0.8438,8.85,11.15
BA2002TFBZLN,0.0,0.0,0.0,0.0
AA0451MBYTFB,4.1725,0.7307,2.8675,4.4
AA0152BODPNF,0.9625,2.3862,0.0,5.3825
BA2051TFBQEY,0.055,0.1619,0.0,0.4125
BA2329QEYNGS,2.08,1.7148,0.0,3.5875
BA2389ZZKTFB,0.0,0.0,0.0,0.0
AA0070KOVTJU,0.0,0.0,0.0,0.0
AA0047BODBER,0.335,1.005,0.0,3.35
AA0312TGPQTQ,3.845,0.3584,3.5,4.4
BA2603MBYMBQ,0.0,0.0,0.0,0.0
AA0565MBYQEY,5.2,0.3395,4.39,5.35
AA0533POUTFB,5.035,0.6467,4.45,5.75
AA0070BODKOV,2.7875,3.1663,0.0,7.4
BA2326IMOTFB,2.3,2.1731,0.0,5.4775
AA0485TBOTFB,6.1225,0.3773,5.5975,6.25
AA0606TFBMBT,5.15,0.0,5.15,5.15
AA0610TFBMBT,2.3575,2.187,0.0,5.15
BA2235HFHTFB,3.7325,0.3124,3.58,4.22
BA2573TFBQEY,0.0,0.0,0.0,0.0
AA0036TFBNTQ,6.52,0.9623,5.05,7.15
AA0549QTQTFB,6.5925,0.8674,4.15,6.8675
AA0629MBTQEY,3.8125,0.5308,3.25,4.35
BA2301CPJQEY,1.045,1.4347,0.0,3.025
AA0480TFBTBO,0.0,0.0,0.0,0.0
BA2475TUTMBY,3.9,0.15,3.85,4.35
BA2385ZZKTFB,0.0,0.0,0.0,0.0
AA0019NDPTFB,1.5425,2.4948,0.0,5.5825
AA0561MBYQEY,4.2,0.0,4.2,4.2
BA2117ZZDTFB,0.0,0.0,0.0,0.0
AA0067TJUKOV,0.0,0.0,0.0,0.0
BA2266TFBZWS,0.0,0.0,0.0,0.0
BA2348TFBNTP,0.0,0.0,0.0,0.0
AA0250MBYTKE,2.705,2.7425,0.0,5.8
