Product,Max_Demand,Sold_Tickets,Legs,Tasks,Assigned_Fleets
P040990,31.119999999999997,31.12,AA0754TFBTUM,AA0754,F16C0Y165
P040991,12.01,12.01,AA0754TFBTUM,AA0754,F16C0Y165
P040992,5.24,5.24,AA0754TFBTUM,AA0754,F16C0Y165
P040995,16.22,16.22,AA0754TFBTUM,AA0754,F16C0Y165
P040996,20.419999999999995,20.42,AA0754TFBTUM,AA0754,F16C0Y165
P040997,0.5800000000000001,0.58,BA2129TFBQEY -> BA2473QEYTUT,BA2129 -> super_BA2473,F16C0Y165 -> F16C0Y165
P040998,0.02,0.02,BA2129TFBQEY -> BA2473QEYTUT,BA2129 -> super_BA2473,F16C0Y165 -> F16C0Y165
P041000,19.301845632384243,19.3,BA2129TFBQEY -> BA2473QEYTUT,BA2129 -> super_BA2473,F16C0Y165 -> F16C0Y165
P041005,0.6100000000000001,0.61,BA2129TFBQEY -> BA2473QEYTUT,BA2129 -> super_BA2473,F16C0Y165 -> F16C0Y165
P041009,0.03,0.03,BA2473TFBTUT,,
P041011,19.808608365272583,19.81,BA2473TFBTUT,,
P041013,2.22,2.22,BA2473TFBTUT,,
P041014,2.9400000000000004,2.94,BA2473TFBTUT,,
P041016,17.72,17.72,BA2473TFBTUT,,
P041017,11.640676426940145,11.64,BA2473TFBTUT,,
P041018,2.1300000000000003,2.13,BA2473TFBTUT,,
P041019,0.61,0.61,BA2475TFBTUT,super_BA2475,F0C0Y76
P041020,17.903549998365317,17.9,BA2475TFBTUT,super_BA2475,F0C0Y76
P041022,9.62,9.62,BA2475TFBTUT,super_BA2475,F0C0Y76
P041025,8.088176425057465,8.09,BA2475TFBTUT,super_BA2475,F0C0Y76
P041027,53.290000000000006,22.19,BA2475TFBTUT,super_BA2475,F0C0Y76
P041028,13.134675256764234,13.13,BA2475TFBTUT,super_BA2475,F0C0Y76
P041029,4.09,4.09,BA2475TFBTUT,super_BA2475,F0C0Y76
P041030,5.94,5.94,BA2002TFBZLN,BA2002,F16C0Y165
P041031,16.119999999999997,16.12,BA2002TFBZLN,BA2002,F16C0Y165
P041032,2.99,2.99,BA2002TFBZLN,BA2002,F16C0Y165
P041033,9.009999999999994,9.01,BA2002TFBZLN,BA2002,F16C0Y165
P041034,5.39,5.39,BA2002TFBZLN,BA2002,F16C0Y165
P041035,6.21,6.21,BA2002TFBZLN,BA2002,F16C0Y165
P041036,5.420000000000001,5.42,BA2002TFBZLN,BA2002,F16C0Y165
P041037,1.1,1.1,BA2002TFBZLN,BA2002,F16C0Y165
P041038,12.12,12.12,BA2002TFBZLN,BA2002,F16C0Y165
P041039,16.54,16.54,BA2002TFBZLN,BA2002,F16C0Y165
P041040,12.79,12.79,BA2002TFBZLN,BA2002,F16C0Y165
P041041,3.12,3.12,BA2202TFBZLN,BA2202,F0C0Y76
P041042,0.03,0.03,BA2202TFBZLN,BA2202,F0C0Y76
P041043,2.12,2.12,BA2202TFBZLN,BA2202,F0C0Y76
P041044,0.02,0.02,BA2202TFBZLN,BA2202,F0C0Y76
P041045,0.02,0.02,BA2202TFBZLN,BA2202,F0C0Y76
P041046,1.79,1.79,BA2202TFBZLN,BA2202,F0C0Y76
P041047,1.82,1.82,BA2202TFBZLN,BA2202,F0C0Y76
P041048,0.02,0.02,BA2202TFBZLN,BA2202,F0C0Y76
P041049,0.36,0.36,BA2202TFBZLN,BA2202,F0C0Y76
P041050,5.67,5.67,BA2202TFBZLN,BA2202,F0C0Y76
P041051,4.46,4.46,BA2202TFBZLN,BA2202,F0C0Y76
P041052,2.12,2.12,BA2208TFBZLN,BA2208,F16C0Y165
P041053,7.479999999999999,7.48,BA2208TFBZLN,BA2208,F16C0Y165
P041054,2.35,2.35,BA2208TFBZLN,BA2208,F16C0Y165
P041055,20.94867226445188,20.95,BA2208TFBZLN,BA2208,F16C0Y165
P041056,3.99,3.99,BA2208TFBZLN,BA2208,F16C0Y165
P041057,2.54,2.54,BA2208TFBZLN,BA2208,F16C0Y165
P041058,10.530398941782,10.53,BA2208TFBZLN,BA2208,F16C0Y165
P041059,1.01,1.01,BA2208TFBZLN,BA2208,F16C0Y165
P041060,8.839999999999998,8.84,BA2208TFBZLN,BA2208,F16C0Y165
P041061,17.363042598896627,17.36,BA2208TFBZLN,BA2208,F16C0Y165
P041062,2.6,2.6,BA2208TFBZLN,BA2208,F16C0Y165
P041063,4.27,4.27,BA2430TFBZMX,BA2430,F16C0Y165
P041064,14.969999999999995,10.86,BA2430TFBZMX,BA2430,F16C0Y165
P041065,5.639999999999999,5.64,BA2430TFBZMX,BA2430,F16C0Y165
P041066,5.029999999999999,5.03,BA2430TFBZMX,BA2430,F16C0Y165
P041067,12.19,12.19,BA2430TFBZMX,BA2430,F16C0Y165
P041068,7.409999999999999,7.41,BA2430TFBZMX,BA2430,F16C0Y165
P041069,2.98,2.98,BA2430TFBZMX,BA2430,F16C0Y165
P041070,2.22,2.22,BA2430TFBZMX,BA2430,F16C0Y165
P041072,4.1,4.1,BA2430TFBZMX,BA2430,F16C0Y165
P041073,5.27,5.27,BA2430TFBZMX,BA2430,F16C0Y165
P041074,2.3800000000000003,2.38,BA2024TFBZWS,BA2024,F16C0Y165
P041076,2.14,2.14,BA2024TFBZWS,BA2024,F16C0Y165
P041077,21.46219274394966,21.46,BA2024TFBZWS,BA2024,F16C0Y165
P041078,15.870461766767306,15.87,BA2024TFBZWS,BA2024,F16C0Y165
P041079,4.949979317403882,4.95,BA2024TFBZWS,BA2024,F16C0Y165
P041080,6.619999999999999,6.62,BA2024TFBZWS,BA2024,F16C0Y165
P041081,1.4600000000000002,1.46,BA2024TFBZWS,BA2024,F16C0Y165
P041083,2.0700000000000003,2.07,BA2024TFBZWS,BA2024,F16C0Y165
P041084,7.26,7.26,BA2024TFBZWS,BA2024,F16C0Y165
P041096,4.204073840760488,4.2,BA2204TFBZWS,BA2204,F16C0Y165
P041100,14.467241253191569,14.47,BA2204TFBZWS,BA2204,F16C0Y165
P041101,3.38,3.38,BA2204TFBZWS,BA2204,F16C0Y165
P041102,1.54,1.54,BA2204TFBZWS,BA2204,F16C0Y165
P041103,1.53,1.53,BA2204TFBZWS,BA2204,F16C0Y165
P041106,1.98,1.98,BA2204TFBZWS,BA2204,F16C0Y165
P041107,4.845458473140979,4.85,BA2242TFBZWS,BA2242,F16C0Y165
P041108,5.809999999999998,5.81,BA2242TFBZWS,BA2242,F16C0Y165
P041109,0.35,0.35,BA2242TFBZWS,BA2242,F16C0Y165
P041110,5.55,5.55,BA2242TFBZWS,BA2242,F16C0Y165
P041111,10.88,10.88,BA2242TFBZWS,BA2242,F16C0Y165
P041112,2.22,2.22,BA2242TFBZWS,BA2242,F16C0Y165
P041113,9.961694837660172,9.96,BA2242TFBZWS,BA2242,F16C0Y165
P041114,1.55,1.55,BA2242TFBZWS,BA2242,F16C0Y165
P041115,4.35,4.35,BA2242TFBZWS,BA2242,F16C0Y165
P041116,2.26,2.26,BA2242TFBZWS,BA2242,F16C0Y165
P041117,6.529999999999999,6.53,BA2242TFBZWS,BA2242,F16C0Y165
P041118,5.053374553058356,5.05,BA2264TFBZWS,BA2264,F16C0Y165
P041119,17.33593109014345,17.34,BA2264TFBZWS,BA2264,F16C0Y165
P041120,5.83771466214353,5.84,BA2264TFBZWS,BA2264,F16C0Y165
P041121,3.61,3.61,BA2264TFBZWS,BA2264,F16C0Y165
P041122,12.657694473870231,12.66,BA2264TFBZWS,BA2264,F16C0Y165
P041123,0.8200000000000001,0.82,BA2264TFBZWS,BA2264,F16C0Y165
P041124,8.461260865947947,8.46,BA2264TFBZWS,BA2264,F16C0Y165
P041125,2.72,2.72,BA2264TFBZWS,BA2264,F16C0Y165
P041126,1.31,1.31,BA2264TFBZWS,BA2264,F16C0Y165
P041127,11.5228233274526,11.52,BA2264TFBZWS,BA2264,F16C0Y165
P041128,2.15,2.15,BA2264TFBZWS,BA2264,F16C0Y165
P041129,4.750732643577003,4.75,BA2266TFBZWS,BA2266,F16C0Y165
P041131,1.02,1.02,BA2266TFBZWS,BA2266,F16C0Y165
P041133,18.247689297305868,18.25,BA2266TFBZWS,BA2266,F16C0Y165
P041134,1.33,1.33,BA2266TFBZWS,BA2266,F16C0Y165
P041135,5.73,5.73,BA2266TFBZWS,BA2266,F16C0Y165
P041136,1.21,1.21,BA2266TFBZWS,BA2266,F16C0Y165
P041139,2.93,2.93,BA2266TFBZWS,BA2266,F16C0Y165
P041140,3.75,3.75,BA2314TFBZWS,BA2314,F16C0Y165
P041143,20.259171741670407,20.26,BA2314TFBZWS,BA2314,F16C0Y165
P041144,7.460000000000001,7.46,BA2314TFBZWS,BA2314,F16C0Y165
P041145,5.037750786987363,5.04,BA2314TFBZWS,BA2314,F16C0Y165
P041146,8.746555129934336,8.75,BA2314TFBZWS,BA2314,F16C0Y165
P041149,11.76995238593809,7.21,BA2314TFBZWS,BA2314,F16C0Y165
P041150,1.61,1.61,BA2314TFBZWS,BA2314,F16C0Y165
P041151,4.405020946544666,4.41,BA2408TFBZWS,BA2408,F16C0Y165
P041152,9.4,6.16,BA2408TFBZWS,BA2408,F16C0Y165
P041153,6.534753293393254,6.53,BA2408TFBZWS,BA2408,F16C0Y165
P041154,6.21,6.21,BA2408TFBZWS,BA2408,F16C0Y165
P041155,13.54,13.54,BA2408TFBZWS,BA2408,F16C0Y165
P041156,2.91,2.91,BA2408TFBZWS,BA2408,F16C0Y165
P041157,10.760000000000002,10.76,BA2408TFBZWS,BA2408,F16C0Y165
P041158,2.21,2.21,BA2408TFBZWS,BA2408,F16C0Y165
P041160,11.586621465309095,11.59,BA2408TFBZWS,BA2408,F16C0Y165
P041161,3.75,3.75,BA2408TFBZWS,BA2408,F16C0Y165
P041163,2.03,2.03,BA2114TFBZZD,BA2114,F16C0Y165
P041165,1.62,1.62,BA2114TFBZZD,BA2114,F16C0Y165
P041166,2.3200000000000003,2.32,BA2114TFBZZD,BA2114,F16C0Y165
P041168,10.177630155944788,10.18,BA2114TFBZZD,BA2114,F16C0Y165
P041169,0.91,0.91,BA2114TFBZZD,BA2114,F16C0Y165
P041170,27.32186155366764,27.32,BA2114TFBZZD,BA2114,F16C0Y165
P041171,12.719371261717296,12.72,BA2114TFBZZD,BA2114,F16C0Y165
P041172,5.63,5.63,BA2114TFBZZD,BA2114,F16C0Y165
P041174,4.1,4.1,BA2116TFBZZD,BA2116,F16C0Y165
P041175,5.727960028586975,5.73,BA2116TFBZZD,BA2116,F16C0Y165
P041176,20.81346361528605,20.81,BA2116TFBZZD,BA2116,F16C0Y165
P041177,12.279660424147163,12.28,BA2116TFBZZD,BA2116,F16C0Y165
P041179,14.68,14.68,BA2116TFBZZD,BA2116,F16C0Y165
P041180,4.34,4.34,BA2116TFBZZD,BA2116,F16C0Y165
P041181,32.01903306328936,29.94,BA2116TFBZZD,BA2116,F16C0Y165
P041182,11.547495345579843,11.55,BA2116TFBZZD,BA2116,F16C0Y165
P041183,8.37,8.37,BA2116TFBZZD,BA2116,F16C0Y165
P041184,1.24,1.24,BA2118TFBZZD,BA2118,F16C0Y165
P041185,19.59,19.59,BA2118TFBZZD,BA2118,F16C0Y165
P041186,5.727960028586975,5.73,BA2118TFBZZD,BA2118,F16C0Y165
P041187,19.55603744247077,19.56,BA2118TFBZZD,BA2118,F16C0Y165
P041188,12.687247477861249,12.69,BA2118TFBZZD,BA2118,F16C0Y165
P041190,4.51,4.51,BA2118TFBZZD,BA2118,F16C0Y165
P041191,1.49,1.49,BA2118TFBZZD,BA2118,F16C0Y165
P041193,1.47,1.47,BA2118TFBZZD,BA2118,F16C0Y165
P041194,3.15,3.15,BA2118TFBZZD,BA2118,F16C0Y165
P041195,4.5317585278421895,4.53,BA2380TFBZZK,BA2380,F16C0Y165
P041196,5.619999999999999,5.62,BA2380TFBZZK,BA2380,F16C0Y165
P041197,7.21,7.21,BA2380TFBZZK,BA2380,F16C0Y165
P041198,13.64,13.64,BA2380TFBZZK,BA2380,F16C0Y165
P041199,24.417496285772003,24.42,BA2380TFBZZK,BA2380,F16C0Y165
P041200,1.6000000000000003,1.6,BA2380TFBZZK,BA2380,F16C0Y165
P041201,10.034900999522652,10.03,BA2380TFBZZK,BA2380,F16C0Y165
P041202,1.49,1.49,BA2380TFBZZK,BA2380,F16C0Y165
P041203,2.6299999999999986,1.66,BA2380TFBZZK,BA2380,F16C0Y165
P041204,16.40616194107105,16.41,BA2380TFBZZK,BA2380,F16C0Y165
P041205,6.499999999999999,6.5,BA2380TFBZZK,BA2380,F16C0Y165
P041206,2.6,2.6,BA2382TFBZZK,BA2382,F16C0Y165
P041207,17.242347535635865,17.24,BA2382TFBZZK,BA2382,F16C0Y165
P041208,6.15408915079845,6.15,BA2382TFBZZK,BA2382,F16C0Y165
P041209,4.470000000000001,4.47,BA2382TFBZZK,BA2382,F16C0Y165
P041210,12.867776239420984,12.87,BA2382TFBZZK,BA2382,F16C0Y165
P041212,8.440146367594483,8.44,BA2382TFBZZK,BA2382,F16C0Y165
P041213,0.73,0.73,BA2382TFBZZK,BA2382,F16C0Y165
P041214,22.896122525720777,22.9,BA2382TFBZZK,BA2382,F16C0Y165
P041215,12.171804144694908,12.17,BA2382TFBZZK,BA2382,F16C0Y165
P041216,3.03,3.03,BA2382TFBZZK,BA2382,F16C0Y165
P041217,0.8599999999999999,0.86,BA2384TFBZZK,BA2384,F16C0Y165
P041218,18.07829739086656,18.08,BA2384TFBZZK,BA2384,F16C0Y165
P041219,5.727960028586975,5.73,BA2384TFBZZK,BA2384,F16C0Y165
P041220,6.119999999999998,6.12,BA2384TFBZZK,BA2384,F16C0Y165
P041221,13.95219571627177,13.95,BA2384TFBZZK,BA2384,F16C0Y165
P041222,0.9300000000000002,0.93,BA2384TFBZZK,BA2384,F16C0Y165
P041223,8.529628526380709,8.53,BA2384TFBZZK,BA2384,F16C0Y165
P041225,23.48767806843293,16.45,BA2384TFBZZK,BA2384,F16C0Y165
P041226,12.566101656624005,12.57,BA2384TFBZZK,BA2384,F16C0Y165
P041227,2.02,2.02,BA2384TFBZZK,BA2384,F16C0Y165
P041228,4.723304574435029,4.72,BA2386TFBZZK,BA2386,F16C0Y165
P041229,35.76098678002313,35.76,BA2386TFBZZK,BA2386,F16C0Y165
P041230,7.841398344792084,7.84,BA2386TFBZZK,BA2386,F16C0Y165
P041231,10.09,10.09,BA2386TFBZZK,BA2386,F16C0Y165
P041232,22.89406535347258,22.89,BA2386TFBZZK,BA2386,F16C0Y165
P041234,9.391475804863948,9.39,BA2386TFBZZK,BA2386,F16C0Y165
P041235,3.529838028664424,3.53,BA2386TFBZZK,BA2386,F16C0Y165
P041236,25.614825201788538,14.75,BA2386TFBZZK,BA2386,F16C0Y165
P041237,10.65,10.65,BA2386TFBZZK,BA2386,F16C0Y165
P041238,9.16,9.16,BA2386TFBZZK,BA2386,F16C0Y165
P041239,4.052683473401241,4.05,BA2388TFBZZK,BA2388,F16C0Y165
P041240,4.039999999999999,4.04,BA2388TFBZZK,BA2388,F16C0Y165
P041241,3.4499999999999997,3.45,BA2388TFBZZK,BA2388,F16C0Y165
P041242,6.49,6.49,BA2388TFBZZK,BA2388,F16C0Y165
P041243,19.006126958108982,19.01,BA2388TFBZZK,BA2388,F16C0Y165
P041244,5.028838400553579,5.03,BA2388TFBZZK,BA2388,F16C0Y165
P041245,8.936720394448464,8.94,BA2388TFBZZK,BA2388,F16C0Y165
P041246,0.76,0.76,BA2388TFBZZK,BA2388,F16C0Y165
P041248,12.339551058226707,12.34,BA2388TFBZZK,BA2388,F16C0Y165
P041249,1.19,1.19,BA2388TFBZZK,BA2388,F16C0Y165
P041251,17.29696063784238,17.3,BA2081QEYFVH -> BA2500TGPQEY,BA2081 -> BA2500,F16C0Y165 -> F16C0Y165
P041252,0.66,0.66,BA2081QEYFVH -> BA2500TGPQEY,BA2081 -> BA2500,F16C0Y165 -> F16C0Y165
P041253,20.182260618624767,20.18,BA2081QEYFVH -> BA2500TGPQEY,BA2081 -> BA2500,F16C0Y165 -> F16C0Y165
P041260,0.64,0.64,BA2081QEYFVH -> BA2500TGPQEY,BA2081 -> BA2500,F16C0Y165 -> F16C0Y165
P041262,19.52,19.52,BA2500TGPQEY,BA2500,F16C0Y165
P041263,5.739913484418548,5.74,BA2500TGPQEY,BA2500,F16C0Y165
P041264,17.209999999999997,17.21,BA2500TGPQEY,BA2500,F16C0Y165
P041265,1.03,1.03,BA2500TGPQEY,BA2500,F16C0Y165
P041266,6.0,6.0,BA2500TGPQEY,BA2500,F16C0Y165
P041269,42.19344848219217,42.19,BA2500TGPQEY,BA2500,F16C0Y165
P041271,0.8800000000000001,0.88,BA2500TGPQEY,BA2500,F16C0Y165
P041274,0.03,0.03,BA2624QEYTFB -> BA2500TGPQEY,BA2624 -> BA2500,F16C0Y165 -> F16C0Y165
P041276,0.66,0.66,BA2624QEYTFB -> BA2500TGPQEY,BA2624 -> BA2500,F16C0Y165 -> F16C0Y165
P041277,0.02,0.02,BA2624QEYTFB -> BA2500TGPQEY,BA2624 -> BA2500,F16C0Y165 -> F16C0Y165
P041281,0.93,0.93,BA2624QEYTFB -> BA2500TGPQEY,BA2624 -> BA2500,F16C0Y165 -> F16C0Y165
P041294,0.33,0.33,BA2593QEYCPJ -> BA2168TKDQEY,BA2593 -> super_BA2168,F16C0Y165 -> F0C0Y76
P041305,3.0,3.0,BA2404TKDCPJ,super_BA2404,F0C0Y76
P041306,18.47605074836612,18.48,BA2404TKDCPJ,super_BA2404,F0C0Y76
P041308,19.98726302012048,19.99,BA2404TKDCPJ,super_BA2404,F0C0Y76
P041310,4.890335525826216,4.89,BA2404TKDCPJ,super_BA2404,F0C0Y76
P041311,9.294433720639937,9.29,BA2404TKDCPJ,super_BA2404,F0C0Y76
P041313,30.08,20.02,BA2404TKDCPJ,super_BA2404,F0C0Y76
P041315,0.33,0.33,BA2404TKDCPJ,super_BA2404,F0C0Y76
P041318,0.2299999999999999,0.23,BA2339QEYFVH -> BA2168TKDQEY,BA2339 -> super_BA2168,F16C0Y165 -> F0C0Y76
P041335,23.309530408070117,23.31,BA2339QEYFVH -> BA2370TKDQEY,BA2339 -> BA2370,F16C0Y165 -> F16C0Y165
P041341,1.08,1.08,AA0248MBYHEM -> BA2071TKDMBY,AA0248 -> BA2071,F16C0Y165 -> F0C0Y76
P041344,8.164893976700037,8.16,AA0248MBYHEM -> BA2071TKDMBY,AA0248 -> BA2071,F16C0Y165 -> F0C0Y76
P041347,0.06,0.06,AA0248MBYHEM -> BA2071TKDMBY,AA0248 -> BA2071,F16C0Y165 -> F0C0Y76
P041350,1.36,1.36,AA0248MBYHEM -> BA2403TKDMBY,AA0248 -> super_BA2403,F16C0Y165 -> F16C0Y165
P041352,0.77,0.77,AA0248MBYHEM -> BA2403TKDMBY,AA0248 -> super_BA2403,F16C0Y165 -> F16C0Y165
P041357,0.91,0.91,AA0248MBYHEM -> BA2403TKDMBY,AA0248 -> super_BA2403,F16C0Y165 -> F16C0Y165
P041358,0.06,0.06,AA0248MBYHEM -> BA2403TKDMBY,AA0248 -> super_BA2403,F16C0Y165 -> F16C0Y165
P041361,17.464991186949405,17.46,BA2356QEYHFH -> BA2370TKDQEY,BA2356 -> BA2370,F16C0Y165 -> F16C0Y165
P041363,19.482400996620164,19.48,BA2356QEYHFH -> BA2370TKDQEY,BA2356 -> BA2370,F16C0Y165 -> F16C0Y165
P041368,23.116029428432554,5.34,BA2356QEYHFH -> BA2370TKDQEY,BA2356 -> BA2370,F16C0Y165 -> F16C0Y165
P041369,11.429307959220452,11.43,BA2356QEYHFH -> BA2370TKDQEY,BA2356 -> BA2370,F16C0Y165 -> F16C0Y165
P041373,2.6299999999999994,2.63,AA0837TKDIOM,AA0837,F16C0Y165
P041374,132.21,103.59,AA0837TKDIOM,AA0837,F16C0Y165
P041375,15.930645716866096,15.93,AA0837TKDIOM,AA0837,F16C0Y165
P041377,9.448388941857228,9.45,AA0837TKDIOM,AA0837,F16C0Y165
P041380,7.26,7.26,AA0837TKDIOM,AA0837,F16C0Y165
P041381,0.37,0.37,AA0837TKDIOM,AA0837,F16C0Y165
P041383,17.438216918188747,17.44,AA0893TKDLPB,AA0893,F16C0Y165
P041384,0.7100000000000001,0.71,AA0893TKDLPB,AA0893,F16C0Y165
P041385,109.18,109.18,AA0893TKDLPB,AA0893,F16C0Y165
P041386,9.83,9.83,AA0893TKDLPB,AA0893,F16C0Y165
P041390,24.127350867926395,10.33,AA0893TKDLPB,AA0893,F16C0Y165
P041391,17.51553181165342,17.52,AA0893TKDLPB,AA0893,F16C0Y165
P041394,23.319999999999997,23.32,BA2071TKDMBY,BA2071,F0C0Y76
P041396,6.890000000000001,6.89,BA2071TKDMBY,BA2071,F0C0Y76
P041397,1.66,1.66,BA2071TKDMBY,BA2071,F0C0Y76
P041398,5.66,5.66,BA2071TKDMBY,BA2071,F0C0Y76
P041399,1.0,1.0,BA2071TKDMBY,BA2071,F0C0Y76
P041401,32.970000000000006,26.33,BA2071TKDMBY,BA2071,F0C0Y76
P041402,1.8400000000000003,1.84,BA2071TKDMBY,BA2071,F0C0Y76
P041405,16.23,16.23,BA2077TKDMBY,BA2077,F0C0Y76
P041406,0.33,0.33,BA2077TKDMBY,BA2077,F0C0Y76
P041407,2.98,2.98,BA2077TKDMBY,BA2077,F0C0Y76
P041408,0.99,0.99,BA2077TKDMBY,BA2077,F0C0Y76
P041409,7.98,7.98,BA2077TKDMBY,BA2077,F0C0Y76
P041410,8.09196641597557,8.09,BA2077TKDMBY,BA2077,F0C0Y76
P041412,20.49000000000001,20.49,BA2077TKDMBY,BA2077,F0C0Y76
P041413,2.32,2.32,BA2077TKDMBY,BA2077,F0C0Y76
P041416,29.26,29.26,BA2403TKDMBY,super_BA2403,F16C0Y165
P041417,5.727960028586975,5.73,BA2403TKDMBY,super_BA2403,F16C0Y165
P041418,9.11,9.11,BA2403TKDMBY,super_BA2403,F16C0Y165
P041419,0.66,0.66,BA2403TKDMBY,super_BA2403,F16C0Y165
P041420,3.66,3.66,BA2403TKDMBY,super_BA2403,F16C0Y165
P041421,1.97,1.97,BA2403TKDMBY,super_BA2403,F16C0Y165
P041423,29.230000000000004,29.23,BA2403TKDMBY,super_BA2403,F16C0Y165
P041424,1.65,1.65,BA2403TKDMBY,super_BA2403,F16C0Y165
P041425,1.33,1.33,BA2403TKDMBY,super_BA2403,F16C0Y165
P041427,17.17898834087362,17.18,AA0865TKDMJI,AA0865,F16C0Y165
P041429,98.9,98.9,AA0865TKDMJI,AA0865,F16C0Y165
P041430,3.62,3.62,AA0865TKDMJI,AA0865,F16C0Y165
P041435,16.993473562347745,16.99,AA0865TKDMJI,AA0865,F16C0Y165
P041437,4.231846145638747,4.23,AA0895TKDPHH,AA0895,F16C0Y165
P041439,5.89,5.89,AA0895TKDPHH,AA0895,F16C0Y165
P041440,96.85,61.3,AA0895TKDPHH,AA0895,F16C0Y165
P041441,27.879999999999995,27.88,AA0895TKDPHH,AA0895,F16C0Y165
P041442,2.44,2.44,AA0895TKDPHH,AA0895,F16C0Y165
P041443,7.659999999999999,7.66,AA0895TKDPHH,AA0895,F16C0Y165
P041444,3.464971006456132,3.46,AA0895TKDPHH,AA0895,F16C0Y165
P041445,4.029999999999999,4.03,AA0895TKDPHH,AA0895,F16C0Y165
P041446,20.779412763826077,20.78,AA0895TKDPHH,AA0895,F16C0Y165
P041447,1.85,1.85,AA0895TKDPHH,AA0895,F16C0Y165
P041449,19.924831728876185,8.28,BA2168TKDQEY,super_BA2168,F0C0Y76
P041450,7.77,7.77,BA2168TKDQEY,super_BA2168,F0C0Y76
P041451,22.56979269148198,22.57,BA2168TKDQEY,super_BA2168,F0C0Y76
P041452,12.54926956332423,12.55,BA2168TKDQEY,super_BA2168,F0C0Y76
P041453,5.72,5.72,BA2168TKDQEY,super_BA2168,F0C0Y76
P041454,5.14,5.14,BA2168TKDQEY,super_BA2168,F0C0Y76
P041457,12.429892965309968,12.43,BA2168TKDQEY,super_BA2168,F0C0Y76
P041458,0.98,0.98,BA2168TKDQEY,super_BA2168,F0C0Y76
P041460,22.149999999999995,22.15,BA2370TKDQEY,BA2370,F16C0Y165
P041461,4.51,4.51,BA2370TKDQEY,BA2370,F16C0Y165
P041462,26.174103040593888,26.17,BA2370TKDQEY,BA2370,F16C0Y165
P041463,12.39863260586321,12.4,BA2370TKDQEY,BA2370,F16C0Y165
P041464,0.65,0.65,BA2370TKDQEY,BA2370,F16C0Y165
P041465,10.276131474642554,10.28,BA2370TKDQEY,BA2370,F16C0Y165
P041467,7.19,7.19,BA2370TKDQEY,BA2370,F16C0Y165
P041468,4.0,4.0,BA2370TKDQEY,BA2370,F16C0Y165
P041469,0.62,0.62,BA2370TKDQEY,BA2370,F16C0Y165
P041481,1.34,1.34,BA2167TKDQTQ,super_BA2167,F16C0Y165
P041483,7.020573533021511,7.02,BA2167TKDQTQ,super_BA2167,F16C0Y165
P041487,9.800924393473554,9.8,BA2167TKDQTQ,super_BA2167,F16C0Y165
P041488,1.33,1.33,BA2167TKDQTQ,super_BA2167,F16C0Y165
P041490,13.36,13.36,BA2167TKDQTQ,super_BA2167,F16C0Y165
P041491,0.33,0.33,BA2167TKDQTQ,super_BA2167,F16C0Y165
P041549,5.768039942769894,5.77,AA0111TFBBOD -> AA0820TNGTFB,AA0111 -> super_AA0820,F16C0Y165 -> F16C0Y165
P041582,0.32,0.32,BA2268TFBCPJ -> AA0820TNGTFB,BA2268 -> super_AA0820,F16C0Y165 -> F16C0Y165
P041592,19.520274305881845,19.52,BA2412TNGCPJ,BA2412,F16C0Y165
P041593,6.19,6.19,BA2412TNGCPJ,BA2412,F16C0Y165
P041594,19.41681926092155,19.42,BA2412TNGCPJ,BA2412,F16C0Y165
P041595,1.97,1.97,BA2412TNGCPJ,BA2412,F16C0Y165
P041597,9.244005715610722,9.24,BA2412TNGCPJ,BA2412,F16C0Y165
P041599,31.050000000000004,31.05,BA2412TNGCPJ,BA2412,F16C0Y165
P041600,11.429307959220452,11.43,BA2412TNGCPJ,BA2412,F16C0Y165
P041601,5.563756134659494,5.56,BA2412TNGCPJ,BA2412,F16C0Y165
P041606,12.1444518964007,11.77,AA0125TFBGBJ -> AA0820TNGTFB,AA0125 -> super_AA0820,F16C0Y165 -> F16C0Y165
P041612,0.33,0.33,AA0125TFBGBJ -> AA0820TNGTFB,AA0125 -> super_AA0820,F16C0Y165 -> F16C0Y165
P041615,1.2300000000000002,1.23,BA2138TFBHFH -> AA0820TNGTFB,BA2138 -> super_AA0820,F16C0Y165 -> F16C0Y165
P041625,17.251934497123884,17.25,AA0821TNGPHH,super_AA0821,F16C0Y165
P041626,5.727960028586975,5.73,AA0821TNGPHH,super_AA0821,F16C0Y165
P041627,85.98,85.98,AA0821TNGPHH,super_AA0821,F16C0Y165
P041628,12.83,12.83,AA0821TNGPHH,super_AA0821,F16C0Y165
P041630,1.2799999999999998,1.28,AA0821TNGPHH,super_AA0821,F16C0Y165
P041632,22.812972950024594,22.81,AA0821TNGPHH,super_AA0821,F16C0Y165
P041633,12.95,12.95,AA0821TNGPHH,super_AA0821,F16C0Y165
P041635,0.33,0.33,BA2055TFBQEY -> AA0820TNGTFB,BA2055 -> super_AA0820,F16C0Y165 -> F16C0Y165
P041647,17.23278226250892,17.23,BA2100TFBQTD -> AA0820TNGTFB,BA2100 -> super_AA0820,F16C0Y165 -> F16C0Y165
P041648,0.38,0.38,BA2100TFBQTD -> AA0820TNGTFB,BA2100 -> super_AA0820,F16C0Y165 -> F16C0Y165
P041665,22.915484304826677,1.72,BA2100TFBQTD -> BA2399CPJTFB -> BA2412TNGCPJ,BA2100 -> BA2399 -> BA2412,F16C0Y165 -> F16C0Y165 -> F16C0Y165
