Origin,Destination,Flight1,Flight2,Flight3,Class,Fare,sales_total,true_demand_gompertz,correction_factor,n_stops,duration_min,Host_share
IOM,NGS,AA0852IOMTFB,BA2461TFBNGS,.,T,258.078,0.15000000000000002,0.15,0.9999999999999998,1,-16034,0.594400961
IOM,NGS,AA0852IOMTFB,BA2461TFBNGS,.,V,256.0,0.15000000000000002,0.15,0.9999999999999998,1,-16034,0.594400961
IOM,NGS,AA0852IOMTFB,BA2461TFBNGS,.,Y,292.0,0.0,0.0,,1,-16034,0.594400961
IOM,PBL,AA0836IOMPBL,.,.,B,381.0,0.35000000000000003,0.3501643795010302,1.000469655717229,0,-16080,0.427551232
IOM,PBL,AA0836IOMPBL,.,.,G,153.0,0.5700000000000001,0.5700000000000001,1.0,0,-16080,0.427551232
IOM,PBL,AA0836IOMPBL,.,.,H,318.0,3.46,3.46,1.0,0,-16080,0.427551232
IOM,PBL,AA0836IOMPBL,.,.,K,181.0,156.18999999999997,156.19,1.0000000000000002,0,-16080,0.427551232
IOM,PBL,AA0836IOMPBL,.,.,L,263.0,24.080000000000002,24.080000000000005,1.0000000000000002,0,-16080,0.427551232
IOM,PBL,AA0836IOMPBL,.,.,M,354.0,0.6600000000000001,0.6603099728207957,1.0004696557890842,0,-16080,0.427551232
IOM,PBL,AA0836IOMPBL,.,.,Q,264.0,6.160000000000001,6.16,0.9999999999999999,0,-16080,0.427551232
IOM,PBL,AA0836IOMPBL,.,.,S,400.0,0.0,0.0,,0,-16080,0.427551232
IOM,PBL,AA0836IOMPBL,.,.,T,59.0,0.51,0.51,1.0,0,-16080,0.427551232
IOM,PBL,AA0836IOMPBL,.,.,V,188.0,14.85,14.849999999999998,0.9999999999999999,0,-16080,0.427551232
IOM,PBL,AA0836IOMPBL,.,.,Y,337.0,0.31,0.310145593292219,1.0004696557813517,0,-16080,0.427551232
IOM,QEY,AA0830IOMQEY,.,.,B,346.0,6.260000000000002,6.259999999999999,0.9999999999999996,0,-16045,0.357829293
IOM,QEY,AA0830IOMQEY,.,.,G,145.0,3.039999999999999,3.04,1.0000000000000002,0,-16045,0.357829293
IOM,QEY,AA0830IOMQEY,.,.,H,276.0,4.890000000000001,4.89,0.9999999999999998,0,-16045,0.357829293
IOM,QEY,AA0830IOMQEY,.,.,K,169.0,43.21,43.209999999999994,0.9999999999999999,0,-16045,0.357829293
IOM,QEY,AA0830IOMQEY,.,.,L,232.0,63.39000000000001,63.38999999999999,0.9999999999999998,0,-16045,0.357829293
IOM,QEY,AA0830IOMQEY,.,.,M,299.0,6.61,6.61,1.0,0,-16045,0.357829293
IOM,QEY,AA0830IOMQEY,.,.,Q,214.0,7.5,7.5,1.0,0,-16045,0.357829293
IOM,QEY,AA0830IOMQEY,.,.,S,390.0,4.449999999999999,4.45,1.0000000000000002,0,-16045,0.357829293
IOM,QEY,AA0830IOMQEY,.,.,T,169.0,3.039999999999999,3.04,1.0000000000000002,0,-16045,0.357829293
IOM,QEY,AA0830IOMQEY,.,.,V,191.0,8.25,8.25,1.0,0,-16045,0.357829293
IOM,QEY,AA0830IOMQEY,.,.,Y,266.0,10.28,10.28,1.0,0,-16045,0.357829293
IOM,QEY,AA0852IOMTFB,BA2175TFBQEY,.,B,346.0,1.4600000000000002,1.460685732645064,1.0004696798938792,1,-16034,0.357829293
IOM,QEY,AA0852IOMTFB,BA2175TFBQEY,.,G,145.0,2.969999999999999,2.9699999999999998,1.0000000000000002,1,-16034,0.357829293
IOM,QEY,AA0852IOMTFB,BA2175TFBQEY,.,H,276.0,1.5000000000000002,1.5000000000000002,1.0,1,-16034,0.357829293
IOM,QEY,AA0852IOMTFB,BA2175TFBQEY,.,K,169.0,2.969999999999999,2.9699999999999998,1.0000000000000002,1,-16034,0.357829293
IOM,QEY,AA0852IOMTFB,BA2175TFBQEY,.,L,232.0,0.0,0.0,,1,-16034,0.357829293
IOM,QEY,AA0852IOMTFB,BA2175TFBQEY,.,M,299.0,0.0,0.0,,1,-16034,0.357829293
IOM,QEY,AA0852IOMTFB,BA2175TFBQEY,.,Q,214.0,1.6900000000000004,1.69,0.9999999999999998,1,-16034,0.357829293
IOM,QEY,AA0852IOMTFB,BA2175TFBQEY,.,S,390.0,0.0,0.0,,1,-16034,0.357829293
IOM,QEY,AA0852IOMTFB,BA2175TFBQEY,.,T,169.0,2.969999999999999,2.9699999999999998,1.0000000000000002,1,-16034,0.357829293
IOM,QEY,AA0852IOMTFB,BA2175TFBQEY,.,V,191.0,1.08,1.08,1.0,1,-16034,0.357829293
IOM,QEY,AA0852IOMTFB,BA2175TFBQEY,.,Y,266.0,0.0,0.0,,1,-16034,0.357829293
IOM,SEN,AA0830IOMQEY,BA2019QEYSEN,.,B,450.0,0.0,0.0,,1,-16045,0.524769662
IOM,SEN,AA0830IOMQEY,BA2019QEYSEN,.,G,222.0,0.05,0.05,1.0,1,-16045,0.524769662
IOM,SEN,AA0830IOMQEY,BA2019QEYSEN,.,H,349.0,0.0,0.0,,1,-16045,0.524769662
IOM,SEN,AA0830IOMQEY,BA2019QEYSEN,.,K,248.0,0.02,0.02,1.0,1,-16045,0.524769662
IOM,SEN,AA0830IOMQEY,BA2019QEYSEN,.,L,312.0,1.32,1.32,1.0,1,-16045,0.524769662
IOM,SEN,AA0830IOMQEY,BA2019QEYSEN,.,M,377.0,0.0,0.0,,1,-16045,0.524769662
IOM,SEN,AA0830IOMQEY,BA2019QEYSEN,.,Q,268.0,0.54,0.54,1.0,1,-16045,0.524769662
IOM,SEN,AA0830IOMQEY,BA2019QEYSEN,.,S,396.0,0.0,0.0,,1,-16045,0.524769662
IOM,SEN,AA0830IOMQEY,BA2019QEYSEN,.,T,231.555,0.05,0.05,1.0,1,-16045,0.524769662
IOM,SEN,AA0830IOMQEY,BA2019QEYSEN,.,V,267.0,1.9300000000000004,1.9300000000000002,0.9999999999999999,1,-16045,0.524769662
IOM,SEN,AA0830IOMQEY,BA2019QEYSEN,.,Y,247.0,0.7000000000000001,0.7000000000000001,1.0,1,-16045,0.524769662
IOM,TBO,AA0892IOMTBO,.,.,B,400.0,0.32,0.3201502898392633,1.0004696557476978,0,-16045,0.292367364
IOM,TBO,AA0892IOMTBO,.,.,G,165.0,1.6200000000000003,1.6200000000000003,1.0,0,-16045,0.292367364
IOM,TBO,AA0892IOMTBO,.,.,H,345.0,2.9299999999999984,2.93,1.0000000000000007,0,-16045,0.292367364
IOM,TBO,AA0892IOMTBO,.,.,K,203.0,104.63000000000001,104.63,0.9999999999999999,0,-16045,0.292367364
IOM,TBO,AA0892IOMTBO,.,.,L,292.0,36.38,36.379999999999995,0.9999999999999998,0,-16045,0.292367364
IOM,TBO,AA0892IOMTBO,.,.,M,371.0,2.24,2.24,1.0,0,-16045,0.292367364
IOM,TBO,AA0892IOMTBO,.,.,Q,260.0,9.8,9.799999999999999,0.9999999999999998,0,-16045,0.292367364
IOM,TBO,AA0892IOMTBO,.,.,S,403.0,0.0,0.0,,0,-16045,0.292367364
IOM,TBO,AA0892IOMTBO,.,.,T,115.0,1.6200000000000003,1.6200000000000003,1.0,0,-16045,0.292367364
IOM,TBO,AA0892IOMTBO,.,.,V,204.0,48.000000000000014,48.00000000000001,0.9999999999999999,0,-16045,0.292367364
IOM,TBO,AA0892IOMTBO,.,.,Y,312.0,0.5800000000000001,0.5800000000000001,1.0,0,-16045,0.292367364
IOM,TFB,AA0830IOMQEY,BA2174QEYTFB,.,B,325.0,0.8,0.8003757439224233,1.000469679903029,1,-16045,0.359308602
IOM,TFB,AA0830IOMQEY,BA2174QEYTFB,.,G,159.0,1.8300000000000003,1.8300000000000003,1.0,1,-16045,0.359308602
IOM,TFB,AA0830IOMQEY,BA2174QEYTFB,.,H,270.0,0.08,0.08,1.0,1,-16045,0.359308602
IOM,TFB,AA0830IOMQEY,BA2174QEYTFB,.,K,175.0,13.509999999999994,13.51,1.0000000000000004,1,-16045,0.359308602
IOM,TFB,AA0830IOMQEY,BA2174QEYTFB,.,L,229.0,2.5499999999999985,2.55,1.0000000000000004,1,-16045,0.359308602
IOM,TFB,AA0830IOMQEY,BA2174QEYTFB,.,M,295.0,0.0,0.0,,1,-16045,0.359308602
IOM,TFB,AA0830IOMQEY,BA2174QEYTFB,.,Q,210.0,0.40000000000000013,0.4,0.9999999999999998,1,-16045,0.359308602
IOM,TFB,AA0830IOMQEY,BA2174QEYTFB,.,S,384.0,0.0,0.0,,1,-16045,0.359308602
IOM,TFB,AA0830IOMQEY,BA2174QEYTFB,.,T,193.0,1.8300000000000003,1.8300000000000003,1.0,1,-16045,0.359308602
IOM,TFB,AA0830IOMQEY,BA2174QEYTFB,.,V,209.0,0.32000000000000006,0.32000000000000006,1.0,1,-16045,0.359308602
IOM,TFB,AA0830IOMQEY,BA2174QEYTFB,.,Y,284.0,0.3,0.3001408967334335,1.0004696557781119,1,-16045,0.359308602
IOM,TFB,AA0852IOMTFB,.,.,B,325.0,8.18,8.18,1.0,0,-16034,0.359308602
IOM,TFB,AA0852IOMTFB,.,.,G,159.0,2.059999999999999,2.0599999999999996,1.0000000000000002,0,-16034,0.359308602
IOM,TFB,AA0852IOMTFB,.,.,H,270.0,31.759999999999998,31.76,1.0000000000000002,0,-16034,0.359308602
IOM,TFB,AA0852IOMTFB,.,.,K,175.0,1.6800000000000004,1.6800000000000004,1.0,0,-16034,0.359308602
IOM,TFB,AA0852IOMTFB,.,.,L,229.0,73.74000000000001,73.74000000000001,1.0,0,-16034,0.359308602
IOM,TFB,AA0852IOMTFB,.,.,M,295.0,18.290000000000003,18.290000000000003,1.0,0,-16034,0.359308602
IOM,TFB,AA0852IOMTFB,.,.,Q,210.0,29.92,29.92,1.0,0,-16034,0.359308602
IOM,TFB,AA0852IOMTFB,.,.,S,384.0,2.3400000000000003,2.3400000000000003,1.0,0,-16034,0.359308602
IOM,TFB,AA0852IOMTFB,.,.,T,193.0,2.059999999999999,2.0599999999999996,1.0000000000000002,0,-16034,0.359308602
IOM,TFB,AA0852IOMTFB,.,.,V,209.0,40.8,40.8,1.0,0,-16034,0.359308602
IOM,TFB,AA0852IOMTFB,.,.,Y,284.0,8.389999999999999,8.389999999999999,1.0,0,-16034,0.359308602
IOM,TFB,AA0860IOMTFB,.,.,B,325.0,7.659999999999999,7.660000000000001,1.0000000000000002,0,-17475,0.359308602
IOM,TFB,AA0860IOMTFB,.,.,G,159.0,1.8300000000000003,1.8300000000000003,1.0,0,-17475,0.359308602
IOM,TFB,AA0860IOMTFB,.,.,H,270.0,12.420000000000002,12.419999999999998,0.9999999999999997,0,-17475,0.359308602
IOM,TFB,AA0860IOMTFB,.,.,K,175.0,18.300000000000004,18.3,0.9999999999999998,0,-17475,0.359308602
IOM,TFB,AA0860IOMTFB,.,.,L,229.0,69.65000000000002,69.65,0.9999999999999998,0,-17475,0.359308602
IOM,TFB,AA0860IOMTFB,.,.,M,295.0,9.24,9.24,1.0,0,-17475,0.359308602
IOM,TFB,AA0860IOMTFB,.,.,Q,210.0,22.310000000000002,22.310000000000002,1.0,0,-17475,0.359308602
IOM,TFB,AA0860IOMTFB,.,.,S,384.0,3.4099999999999997,3.4100000000000006,1.0000000000000002,0,-17475,0.359308602
IOM,TFB,AA0860IOMTFB,.,.,T,193.0,1.8300000000000003,1.8300000000000003,1.0,0,-17475,0.359308602
IOM,TFB,AA0860IOMTFB,.,.,V,209.0,19.89,19.89,1.0,0,-17475,0.359308602
IOM,TFB,AA0860IOMTFB,.,.,Y,284.0,12.75,12.75,1.0,0,-17475,0.359308602
IOM,TKD,AA0838IOMTKD,.,.,B,367.0,0.0,0.0,,0,-16080,0.467103955
IOM,TKD,AA0838IOMTKD,.,.,G,157.0,0.0,0.0,,0,-16080,0.467103955
IOM,TKD,AA0838IOMTKD,.,.,H,323.0,3.6999999999999993,3.6999999999999993,1.0,0,-16080,0.467103955
IOM,TKD,AA0838IOMTKD,.,.,K,178.0,131.36000000000004,131.36,0.9999999999999998,0,-16080,0.467103955
IOM,TKD,AA0838IOMTKD,.,.,L,267.0,6.899999999999998,6.9,1.0000000000000004,0,-16080,0.467103955
IOM,TKD,AA0838IOMTKD,.,.,M,364.0,2.31,2.31,1.0,0,-16080,0.467103955
IOM,TKD,AA0838IOMTKD,.,.,Q,265.0,5.719999999999999,5.719999999999999,1.0,0,-16080,0.467103955
IOM,TKD,AA0838IOMTKD,.,.,S,390.0,0.0,0.0,,0,-16080,0.467103955
IOM,TKD,AA0838IOMTKD,.,.,T,138.0,0.05,0.05,1.0,0,-16080,0.467103955
IOM,TKD,AA0838IOMTKD,.,.,V,197.0,32.89,32.89,1.0,0,-16080,0.467103955
IOM,TKD,AA0838IOMTKD,.,.,Y,366.0,0.0,0.0,,0,-16080,0.467103955
JBI,BOD,AA0731JBIBOD,.,.,B,301.0,0.0,0.0,,0,12160,0.109067308
JBI,BOD,AA0731JBIBOD,.,.,G,255.0,3.5999999999999996,3.6,1.0000000000000002,0,12160,0.109067308
JBI,BOD,AA0731JBIBOD,.,.,H,387.0,0.08,0.08003757245984883,1.0004696557481103,0,12160,0.109067308
JBI,BOD,AA0731JBIBOD,.,.,K,295.0,0.1,0.10004696557835085,1.0004696557835084,0,12160,0.109067308
JBI,BOD,AA0731JBIBOD,.,.,L,396.0,0.08,0.08003757245984883,1.0004696557481103,0,12160,0.109067308
JBI,BOD,AA0731JBIBOD,.,.,M,533.0,0.0,0.0,,0,12160,0.109067308
JBI,BOD,AA0731JBIBOD,.,.,Q,143.0,0.7800000000000001,0.78,0.9999999999999999,0,12160,0.109067308
JBI,BOD,AA0731JBIBOD,.,.,S,558.0,0.69,0.6903240791356815,1.000469679906785,0,12160,0.109067308
JBI,BOD,AA0731JBIBOD,.,.,T,257.0,8.69,8.690000000000001,1.0000000000000002,0,12160,0.109067308
JBI,BOD,AA0731JBIBOD,.,.,V,353.0,1.3800000000000001,1.3800000000000001,1.0,0,12160,0.109067308
JBI,BOD,AA0731JBIBOD,.,.,Y,370.0,3.2300000000000004,3.23151706605869,1.000469679894331,0,12160,0.109067308
JBI,BOD,AA0731JBITFB,AA0121TFBBOD,.,B,301.0,0.0,0.0,,1,12160,0.109067308
JBI,BOD,AA0731JBITFB,AA0121TFBBOD,.,G,255.0,0.1,0.10004696557835085,1.0004696557835084,1,12160,0.109067308
JBI,BOD,AA0731JBITFB,AA0121TFBBOD,.,H,387.0,0.0,0.0,,1,12160,0.109067308
JBI,BOD,AA0731JBITFB,AA0121TFBBOD,.,K,295.0,0.1,0.10004696557835085,1.0004696557835084,1,12160,0.109067308
JBI,BOD,AA0731JBITFB,AA0121TFBBOD,.,L,396.0,0.06,0.060028173425456036,1.0004695570909339,1,12160,0.109067308
JBI,BOD,AA0731JBITFB,AA0121TFBBOD,.,M,533.0,0.0,0.0,,1,12160,0.109067308
JBI,BOD,AA0731JBITFB,AA0121TFBBOD,.,Q,143.0,0.33,0.33,1.0,1,12160,0.109067308
JBI,BOD,AA0731JBITFB,AA0121TFBBOD,.,S,558.0,0.0,0.0,,1,12160,0.109067308
JBI,BOD,AA0731JBITFB,AA0121TFBBOD,.,T,257.0,0.16,0.16,1.0,1,12160,0.109067308
JBI,BOD,AA0731JBITFB,AA0121TFBBOD,.,V,353.0,1.12,1.12,1.0,1,12160,0.109067308
JBI,BOD,AA0731JBITFB,AA0121TFBBOD,.,Y,370.0,0.32,0.3201502898392633,1.0004696557476978,1,12160,0.109067308
JBI,GBJ,AA0731JBITFB,AA0125TFBGBJ,.,B,514.0,0.0,0.0,,1,12160,0.266766499
JBI,GBJ,AA0731JBITFB,AA0125TFBGBJ,.,G,305.0,0.0,0.0,,1,12160,0.266766499
JBI,GBJ,AA0731JBITFB,AA0125TFBGBJ,.,H,555.234,0.0,0.0,,1,12160,0.266766499
JBI,GBJ,AA0731JBITFB,AA0125TFBGBJ,.,K,336.0,1.4500000000000002,1.4500000000000002,1.0,1,12160,0.266766499
JBI,GBJ,AA0731JBITFB,AA0125TFBGBJ,.,L,392.0,0.51,0.5102395244419288,1.0004696557684878,1,12160,0.266766499
JBI,GBJ,AA0731JBITFB,AA0125TFBGBJ,.,M,545.0,0.0,0.0,,1,12160,0.266766499
JBI,GBJ,AA0731JBITFB,AA0125TFBGBJ,.,Q,84.0,0.0,0.0,,1,12160,0.266766499
JBI,GBJ,AA0731JBITFB,AA0125TFBGBJ,.,S,712.0,0.0,0.0,,1,12160,0.266766499
JBI,GBJ,AA0731JBITFB,AA0125TFBGBJ,.,T,310.0,0.0,0.0,,1,12160,0.266766499
JBI,GBJ,AA0731JBITFB,AA0125TFBGBJ,.,V,407.0,1.0,1.0,1.0,1,12160,0.266766499
JBI,GBJ,AA0731JBITFB,AA0125TFBGBJ,.,Y,376.0,0.7,0.700328775938646,1.0004696799123514,1,12160,0.266766499
JBI,TFB,AA0731JBITFB,.,.,B,323.0,0.0,0.0,,0,12160,0.186250256
JBI,TFB,AA0731JBITFB,.,.,G,139.0,23.620000000000005,23.619999999999997,0.9999999999999997,0,12160,0.186250256
JBI,TFB,AA0731JBITFB,.,.,H,269.0,6.359999999999999,6.359999999999999,1.0,0,12160,0.186250256
JBI,TFB,AA0731JBITFB,.,.,K,157.0,34.47,34.47,1.0,0,12160,0.186250256
JBI,TFB,AA0731JBITFB,.,.,L,197.0,17.25,17.249999999999996,0.9999999999999998,0,12160,0.186250256
JBI,TFB,AA0731JBITFB,.,.,M,289.0,0.9000000000000001,0.9004227119202622,1.0004696799114023,0,12160,0.186250256
JBI,TFB,AA0731JBITFB,.,.,Q,134.0,1.4700000000000002,1.470690429435933,1.0004696798883896,0,12160,0.186250256
JBI,TFB,AA0731JBITFB,.,.,S,388.0,0.0,0.0,,0,12160,0.186250256
JBI,TFB,AA0731JBITFB,.,.,T,121.0,45.49000000000001,45.49,0.9999999999999999,0,12160,0.186250256
JBI,TFB,AA0731JBITFB,.,.,V,168.0,26.540000000000006,26.54,0.9999999999999998,0,12160,0.186250256
JBI,TFB,AA0731JBITFB,.,.,Y,318.0,5.41,5.412540968317042,1.0004696799107284,0,12160,0.186250256
JBI,ZWS,AA0731JBITFB,BA2204TFBZWS,.,B,401.0,0.0,0.0,,1,12160,0.022614847
JBI,ZWS,AA0731JBITFB,BA2204TFBZWS,.,G,266.0,1.28,1.2800000000000002,1.0000000000000002,1,12160,0.022614847
JBI,ZWS,AA0731JBITFB,BA2204TFBZWS,.,H,425.0,0.41,0.41019255885788114,1.0004696557509296,1,12160,0.022614847
JBI,ZWS,AA0731JBITFB,BA2204TFBZWS,.,K,277.0,1.36,1.3599999999999999,0.9999999999999999,1,12160,0.022614847
JBI,ZWS,AA0731JBITFB,BA2204TFBZWS,.,L,291.0,3.0500000000000003,3.0500000000000003,1.0,1,12160,0.022614847
JBI,ZWS,AA0731JBITFB,BA2204TFBZWS,.,M,405.0,0.0,0.0,,1,12160,0.022614847
JBI,ZWS,AA0731JBITFB,BA2204TFBZWS,.,Q,133.0,0.0,0.0,,1,12160,0.022614847
JBI,ZWS,AA0731JBITFB,BA2204TFBZWS,.,S,463.711,0.0,0.0,,1,12160,0.022614847
JBI,ZWS,AA0731JBITFB,BA2204TFBZWS,.,T,176.0,0.21999999999999997,0.22,1.0000000000000002,1,12160,0.022614847
JBI,ZWS,AA0731JBITFB,BA2204TFBZWS,.,V,265.0,1.84,1.8400000000000003,1.0000000000000002,1,12160,0.022614847
JBI,ZWS,AA0731JBITFB,BA2204TFBZWS,.,Y,586.0,0.0,0.0,,1,12160,0.022614847
LPB,BOD,AA0810LPBTFB,AA0103TFBBOD,.,B,426.0,0.02,0.020009431817484345,1.0004715908742172,1,-16037,0.969986429
LPB,BOD,AA0810LPBTFB,AA0103TFBBOD,.,G,390.108,0.02,0.020009431817484345,1.0004715908742172,1,-16037,0.969986429
LPB,BOD,AA0810LPBTFB,AA0103TFBBOD,.,H,391.0,0.02,0.020009431817484345,1.0004715908742172,1,-16037,0.969986429
LPB,BOD,AA0810LPBTFB,AA0103TFBBOD,.,K,209.0,0.02,0.020009431817484345,1.0004715908742172,1,-16037,0.969986429
LPB,BOD,AA0810LPBTFB,AA0103TFBBOD,.,L,322.0,0.02,0.020009431817484345,1.0004715908742172,1,-16037,0.969986429
LPB,BOD,AA0810LPBTFB,AA0103TFBBOD,.,M,373.0,0.02,0.020009431817484345,1.0004715908742172,1,-16037,0.969986429
LPB,BOD,AA0810LPBTFB,AA0103TFBBOD,.,Q,202.0,0.02,0.020009431817484345,1.0004715908742172,1,-16037,0.969986429
LPB,BOD,AA0810LPBTFB,AA0103TFBBOD,.,S,403.0,1.35,1.35,1.0,1,-16037,0.969986429
LPB,BOD,AA0810LPBTFB,AA0103TFBBOD,.,T,134.0,0.02,0.020009431817484345,1.0004715908742172,1,-16037,0.969986429
LPB,BOD,AA0810LPBTFB,AA0103TFBBOD,.,V,388.0,0.02,0.020009431817484345,1.0004715908742172,1,-16037,0.969986429
LPB,BOD,AA0810LPBTFB,AA0103TFBBOD,.,Y,315.0,0.71,0.7100000000000001,1.0000000000000002,1,-16037,0.969986429
LPB,BOD,AA0810LPBTFB,AA0111TFBBOD,.,B,426.0,0.0,0.0,,1,-16037,0.969986429
LPB,BOD,AA0810LPBTFB,AA0111TFBBOD,.,G,390.108,0.0,0.0,,1,-16037,0.969986429
LPB,BOD,AA0810LPBTFB,AA0111TFBBOD,.,H,391.0,0.0,0.0,,1,-16037,0.969986429
LPB,BOD,AA0810LPBTFB,AA0111TFBBOD,.,K,209.0,0.0,0.0,,1,-16037,0.969986429
LPB,BOD,AA0810LPBTFB,AA0111TFBBOD,.,L,322.0,0.0,0.0,,1,-16037,0.969986429
LPB,BOD,AA0810LPBTFB,AA0111TFBBOD,.,M,373.0,0.0,0.0,,1,-16037,0.969986429
LPB,BOD,AA0810LPBTFB,AA0111TFBBOD,.,Q,202.0,0.98,0.98,1.0,1,-16037,0.969986429
LPB,BOD,AA0810LPBTFB,AA0111TFBBOD,.,S,403.0,0.0,0.0,,1,-16037,0.969986429
LPB,BOD,AA0810LPBTFB,AA0111TFBBOD,.,T,134.0,0.0,0.0,,1,-16037,0.969986429
LPB,BOD,AA0810LPBTFB,AA0111TFBBOD,.,V,388.0,0.0,0.0,,1,-16037,0.969986429
LPB,BOD,AA0810LPBTFB,AA0111TFBBOD,.,Y,315.0,0.45,0.45021134508423216,1.0004696557427382,1,-16037,0.969986429
LPB,PBL,AA0828LPBPBL,.,.,B,368.0,0.36,0.36000000000000004,1.0000000000000002,0,-16074,0.805421046
LPB,PBL,AA0828LPBPBL,.,.,G,161.0,0.0,0.0,,0,-16074,0.805421046
LPB,PBL,AA0828LPBPBL,.,.,H,306.0,0.8200000000000001,0.8200000000000001,1.0,0,-16074,0.805421046
LPB,PBL,AA0828LPBPBL,.,.,K,171.0,110.29999999999998,110.29999999999995,0.9999999999999998,0,-16074,0.805421046
LPB,PBL,AA0828LPBPBL,.,.,L,254.0,66.27,66.26999999999997,0.9999999999999996,0,-16074,0.805421046
LPB,PBL,AA0828LPBPBL,.,.,M,351.0,0.39,0.39000000000000007,1.0000000000000002,0,-16074,0.805421046
LPB,PBL,AA0828LPBPBL,.,.,Q,266.0,1.1,1.1005166478520534,1.000469679865503,0,-16074,0.805421046
LPB,PBL,AA0828LPBPBL,.,.,S,391.0,0.0,0.0,,0,-16074,0.805421046
LPB,PBL,AA0828LPBPBL,.,.,T,154.0,0.0,0.0,,0,-16074,0.805421046
LPB,PBL,AA0828LPBPBL,.,.,V,197.0,13.539999999999997,13.539999999999997,1.0,0,-16074,0.805421046
LPB,PBL,AA0828LPBPBL,.,.,Y,341.0,1.0,1.0,1.0,0,-16074,0.805421046
LPB,QEY,AA0810LPBTFB,BA2055TFBQEY,.,B,314.0,4.14,4.14,1.0,1,-16037,0.245656223
LPB,QEY,AA0810LPBTFB,BA2055TFBQEY,.,G,258.0,0.0,0.0,,1,-16037,0.245656223
LPB,QEY,AA0810LPBTFB,BA2055TFBQEY,.,H,270.0,1.2000000000000002,1.2000000000000002,1.0,1,-16037,0.245656223
LPB,QEY,AA0810LPBTFB,BA2055TFBQEY,.,K,220.0,0.0,0.0,,1,-16037,0.245656223
LPB,QEY,AA0810LPBTFB,BA2055TFBQEY,.,L,249.0,0.0,0.0,,1,-16037,0.245656223
LPB,QEY,AA0810LPBTFB,BA2055TFBQEY,.,M,296.0,2.4699999999999998,2.4699999999999998,1.0,1,-16037,0.245656223
LPB,QEY,AA0810LPBTFB,BA2055TFBQEY,.,Q,173.0,0.0,0.0,,1,-16037,0.245656223
LPB,QEY,AA0810LPBTFB,BA2055TFBQEY,.,S,329.0,0.66,0.66,1.0,1,-16037,0.245656223
LPB,QEY,AA0810LPBTFB,BA2055TFBQEY,.,T,153.0,0.0,0.0,,1,-16037,0.245656223
LPB,QEY,AA0810LPBTFB,BA2055TFBQEY,.,V,232.0,0.0,0.0,,1,-16037,0.245656223
LPB,QEY,AA0810LPBTFB,BA2055TFBQEY,.,Y,278.0,3.08,3.08,1.0,1,-16037,0.245656223
LPB,QEY,AA0810LPBTFB,BA2135TFBQEY,.,B,314.0,0.0,0.0,,1,-16037,0.245656223
LPB,QEY,AA0810LPBTFB,BA2135TFBQEY,.,G,258.0,0.0,0.0,,1,-16037,0.245656223
LPB,QEY,AA0810LPBTFB,BA2135TFBQEY,.,H,270.0,0.0,0.0,,1,-16037,0.245656223
LPB,QEY,AA0810LPBTFB,BA2135TFBQEY,.,K,220.0,0.0,0.0,,1,-16037,0.245656223
LPB,QEY,AA0810LPBTFB,BA2135TFBQEY,.,L,249.0,0.0,0.0,,1,-16037,0.245656223
LPB,QEY,AA0810LPBTFB,BA2135TFBQEY,.,M,296.0,0.7100000000000001,0.7100000000000001,1.0,1,-16037,0.245656223
LPB,QEY,AA0810LPBTFB,BA2135TFBQEY,.,Q,173.0,2.8600000000000003,2.8600000000000003,1.0,1,-16037,0.245656223
LPB,QEY,AA0810LPBTFB,BA2135TFBQEY,.,S,329.0,0.0,0.0,,1,-16037,0.245656223
LPB,QEY,AA0810LPBTFB,BA2135TFBQEY,.,T,153.0,0.0,0.0,,1,-16037,0.245656223
LPB,QEY,AA0810LPBTFB,BA2135TFBQEY,.,V,232.0,0.0,0.0,,1,-16037,0.245656223
LPB,QEY,AA0810LPBTFB,BA2135TFBQEY,.,Y,278.0,0.66,0.66,1.0,1,-16037,0.245656223
LPB,TFB,AA0810LPBTFB,.,.,B,310.0,20.23,20.230000000000004,1.0000000000000002,0,-16037,0.734380031
LPB,TFB,AA0810LPBTFB,.,.,G,201.0,7.289999999999998,7.29,1.0000000000000002,0,-16037,0.734380031
LPB,TFB,AA0810LPBTFB,.,.,H,265.0,20.140000000000004,20.140000000000004,1.0,0,-16037,0.734380031
LPB,TFB,AA0810LPBTFB,.,.,K,212.0,7.289999999999998,7.29,1.0000000000000002,0,-16037,0.734380031
LPB,TFB,AA0810LPBTFB,.,.,L,235.0,7.289999999999998,7.29,1.0000000000000002,0,-16037,0.734380031
LPB,TFB,AA0810LPBTFB,.,.,M,288.0,29.980000000000008,29.980000000000004,0.9999999999999999,0,-16037,0.734380031
LPB,TFB,AA0810LPBTFB,.,.,Q,182.0,33.16,33.16000000000001,1.0000000000000004,0,-16037,0.734380031
LPB,TFB,AA0810LPBTFB,.,.,S,348.0,9.219999999999999,9.22,1.0000000000000002,0,-16037,0.734380031
LPB,TFB,AA0810LPBTFB,.,.,T,175.0,7.289999999999998,7.29,1.0000000000000002,0,-16037,0.734380031
LPB,TFB,AA0810LPBTFB,.,.,V,214.0,7.289999999999998,7.29,1.0000000000000002,0,-16037,0.734380031
LPB,TFB,AA0810LPBTFB,.,.,Y,260.0,24.369999999999997,24.369999999999997,1.0,0,-16037,0.734380031
