Origin,Destination,Flight1,Flight2,Flight3,Class,Fare,sales_total,true_demand_gompertz,correction_factor,n_stops,duration_min,Host_share
BOD,EFO,AA0108BODTFB,AA0676TFBEFO,.,H,434.0,0.01,0.010005049761924591,1.0005049761924592,1,-4291,0.484915223
BOD,EFO,AA0108BODTFB,AA0676TFBEFO,.,K,278.0,0.01,0.010005049761924591,1.0005049761924592,1,-4291,0.484915223
BOD,EFO,AA0108BODTFB,AA0676TFBEFO,.,L,395.0,0.01,0.010005049761924591,1.0005049761924592,1,-4291,0.484915223
BOD,EFO,AA0108BODTFB,AA0676TFBEFO,.,M,464.0,0.39999999999999997,0.4001878623119175,1.0004696557797939,1,-4291,0.484915223
BOD,EFO,AA0108BODTFB,AA0676TFBEFO,.,Q,141.0,0.01,0.010005049761924591,1.0005049761924592,1,-4291,0.484915223
BOD,EFO,AA0108BODTFB,AA0676TFBEFO,.,S,498.0,0.0,0.0,,1,-4291,0.484915223
BOD,EFO,AA0108BODTFB,AA0676TFBEFO,.,T,197.0,0.14,0.13999999999999999,0.9999999999999998,1,-4291,0.484915223
BOD,EFO,AA0108BODTFB,AA0676TFBEFO,.,V,322.0,0.77,0.7700000000000002,1.0000000000000002,1,-4291,0.484915223
BOD,EFO,AA0108BODTFB,AA0676TFBEFO,.,Y,378.0,0.0,0.0,,1,-4291,0.484915223
BOD,EFO,AA0112BODTFB,AA0676TFBEFO,.,B,434.0,0.0,0.0,,1,-4295,0.484915223
BOD,EFO,AA0112BODTFB,AA0676TFBEFO,.,G,230.0,0.01,0.010005049761924591,1.0005049761924592,1,-4295,0.484915223
BOD,EFO,AA0112BODTFB,AA0676TFBEFO,.,H,434.0,0.01,0.010005049761924591,1.0005049761924592,1,-4295,0.484915223
BOD,EFO,AA0112BODTFB,AA0676TFBEFO,.,K,278.0,0.01,0.010005049761924591,1.0005049761924592,1,-4295,0.484915223
BOD,EFO,AA0112BODTFB,AA0676TFBEFO,.,L,395.0,0.01,0.010005049761924591,1.0005049761924592,1,-4295,0.484915223
BOD,EFO,AA0112BODTFB,AA0676TFBEFO,.,M,464.0,0.0,0.0,,1,-4295,0.484915223
BOD,EFO,AA0112BODTFB,AA0676TFBEFO,.,Q,141.0,0.71,0.71,1.0,1,-4295,0.484915223
BOD,EFO,AA0112BODTFB,AA0676TFBEFO,.,S,498.0,0.0,0.0,,1,-4295,0.484915223
BOD,EFO,AA0112BODTFB,AA0676TFBEFO,.,T,197.0,0.14,0.13999999999999999,0.9999999999999998,1,-4295,0.484915223
BOD,EFO,AA0112BODTFB,AA0676TFBEFO,.,V,322.0,0.01,0.010005049761924591,1.0005049761924592,1,-4295,0.484915223
BOD,EFO,AA0112BODTFB,AA0676TFBEFO,.,Y,378.0,0.3,0.3,1.0,1,-4295,0.484915223
BOD,EFO,AA0114BODTFB,AA0676TFBEFO,.,B,434.0,0.0,0.0,,1,-4300,0.484915223
BOD,EFO,AA0114BODTFB,AA0676TFBEFO,.,G,230.0,0.01,0.010005049761924591,1.0005049761924592,1,-4300,0.484915223
BOD,EFO,AA0114BODTFB,AA0676TFBEFO,.,H,434.0,0.01,0.010005049761924591,1.0005049761924592,1,-4300,0.484915223
BOD,EFO,AA0114BODTFB,AA0676TFBEFO,.,K,278.0,0.01,0.010005049761924591,1.0005049761924592,1,-4300,0.484915223
BOD,EFO,AA0114BODTFB,AA0676TFBEFO,.,L,395.0,0.34,0.34,1.0,1,-4300,0.484915223
BOD,EFO,AA0114BODTFB,AA0676TFBEFO,.,M,464.0,0.26,0.2601221104971079,1.0004696557581072,1,-4300,0.484915223
BOD,EFO,AA0114BODTFB,AA0676TFBEFO,.,Q,141.0,0.01,0.010005049761924591,1.0005049761924592,1,-4300,0.484915223
BOD,EFO,AA0114BODTFB,AA0676TFBEFO,.,S,498.0,0.0,0.0,,1,-4300,0.484915223
BOD,EFO,AA0114BODTFB,AA0676TFBEFO,.,T,197.0,0.14,0.13999999999999999,0.9999999999999998,1,-4300,0.484915223
BOD,EFO,AA0114BODTFB,AA0676TFBEFO,.,V,322.0,0.01,0.010005049761924591,1.0005049761924592,1,-4300,0.484915223
BOD,EFO,AA0114BODTFB,AA0676TFBEFO,.,Y,378.0,0.0,0.0,,1,-4300,0.484915223
BOD,EFO,AA0120BODTFB,AA0672TFBEFO,.,B,434.0,0.0,0.0,,1,-4295,0.484915223
BOD,EFO,AA0120BODTFB,AA0672TFBEFO,.,G,230.0,0.01,0.010005049761924591,1.0005049761924592,1,-4295,0.484915223
BOD,EFO,AA0120BODTFB,AA0672TFBEFO,.,H,434.0,0.0,0.0,,1,-4295,0.484915223
BOD,EFO,AA0120BODTFB,AA0672TFBEFO,.,K,278.0,0.01,0.010005049761924591,1.0005049761924592,1,-4295,0.484915223
BOD,EFO,AA0120BODTFB,AA0672TFBEFO,.,L,395.0,0.65,0.65,1.0,1,-4295,0.484915223
BOD,EFO,AA0120BODTFB,AA0672TFBEFO,.,M,464.0,0.0,0.0,,1,-4295,0.484915223
BOD,EFO,AA0120BODTFB,AA0672TFBEFO,.,Q,141.0,2.52,2.52,1.0,1,-4295,0.484915223
BOD,EFO,AA0120BODTFB,AA0672TFBEFO,.,S,498.0,0.0,0.0,,1,-4295,0.484915223
BOD,EFO,AA0120BODTFB,AA0672TFBEFO,.,T,197.0,0.2,0.19999999999999998,0.9999999999999999,1,-4295,0.484915223
BOD,EFO,AA0120BODTFB,AA0672TFBEFO,.,V,322.0,4.779999999999999,4.78,1.0000000000000002,1,-4295,0.484915223
BOD,EFO,AA0120BODTFB,AA0672TFBEFO,.,Y,378.0,0.6300000000000001,0.6300000000000001,1.0,1,-4295,0.484915223
BOD,EGX,AA0080BODTFB,AA0664TFBEGX,.,B,548.0,0.0,0.0,,1,-4295,0.380072346
BOD,EGX,AA0080BODTFB,AA0664TFBEGX,.,G,272.0,0.0,0.0,,1,-4295,0.380072346
BOD,EGX,AA0080BODTFB,AA0664TFBEGX,.,H,444.0,0.0,0.0,,1,-4295,0.380072346
BOD,EGX,AA0080BODTFB,AA0664TFBEGX,.,K,284.0,0.0,0.0,,1,-4295,0.380072346
BOD,EGX,AA0080BODTFB,AA0664TFBEGX,.,L,365.0,0.0,0.0,,1,-4295,0.380072346
BOD,EGX,AA0080BODTFB,AA0664TFBEGX,.,M,466.0,0.0,0.0,,1,-4295,0.380072346
BOD,EGX,AA0080BODTFB,AA0664TFBEGX,.,Q,154.0,0.0,0.0,,1,-4295,0.380072346
BOD,EGX,AA0080BODTFB,AA0664TFBEGX,.,S,517.0,0.0,0.0,,1,-4295,0.380072346
BOD,EGX,AA0080BODTFB,AA0664TFBEGX,.,T,286.0,0.0,0.0,,1,-4295,0.380072346
BOD,EGX,AA0080BODTFB,AA0664TFBEGX,.,V,305.0,0.32,0.3201502898392633,1.0004696557476978,1,-4295,0.380072346
BOD,EGX,AA0080BODTFB,AA0664TFBEGX,.,Y,394.0,0.0,0.0,,1,-4295,0.380072346
BOD,EGX,AA0084BODTFB,AA0664TFBEGX,.,B,548.0,0.0,0.0,,1,-4300,0.380072346
BOD,EGX,AA0084BODTFB,AA0664TFBEGX,.,G,272.0,0.0,0.0,,1,-4300,0.380072346
BOD,EGX,AA0084BODTFB,AA0664TFBEGX,.,H,444.0,0.0,0.0,,1,-4300,0.380072346
BOD,EGX,AA0084BODTFB,AA0664TFBEGX,.,K,284.0,1.0,1.0,1.0,1,-4300,0.380072346
BOD,EGX,AA0084BODTFB,AA0664TFBEGX,.,L,365.0,0.35000000000000003,0.3501643795010302,1.000469655717229,1,-4300,0.380072346
BOD,EGX,AA0084BODTFB,AA0664TFBEGX,.,M,466.0,0.0,0.0,,1,-4300,0.380072346
BOD,EGX,AA0084BODTFB,AA0664TFBEGX,.,Q,154.0,0.32,0.3201502898392633,1.0004696557476978,1,-4300,0.380072346
BOD,EGX,AA0084BODTFB,AA0664TFBEGX,.,S,517.0,0.0,0.0,,1,-4300,0.380072346
BOD,EGX,AA0084BODTFB,AA0664TFBEGX,.,T,286.0,0.0,0.0,,1,-4300,0.380072346
BOD,EGX,AA0084BODTFB,AA0664TFBEGX,.,V,305.0,0.0,0.0,,1,-4300,0.380072346
BOD,EGX,AA0084BODTFB,AA0664TFBEGX,.,Y,394.0,0.0,0.0,,1,-4300,0.380072346
BOD,EGX,AA0108BODTFB,AA0670TFBEGX,.,B,548.0,0.0,0.0,,1,-4291,0.380072346
BOD,EGX,AA0108BODTFB,AA0670TFBEGX,.,G,272.0,0.0,0.0,,1,-4291,0.380072346
BOD,EGX,AA0108BODTFB,AA0670TFBEGX,.,H,444.0,0.0,0.0,,1,-4291,0.380072346
BOD,EGX,AA0108BODTFB,AA0670TFBEGX,.,K,284.0,0.4000000000000001,0.4,0.9999999999999999,1,-4291,0.380072346
BOD,EGX,AA0108BODTFB,AA0670TFBEGX,.,L,365.0,0.0,0.0,,1,-4291,0.380072346
BOD,EGX,AA0108BODTFB,AA0670TFBEGX,.,M,466.0,0.0,0.0,,1,-4291,0.380072346
BOD,EGX,AA0108BODTFB,AA0670TFBEGX,.,Q,154.0,0.0,0.0,,1,-4291,0.380072346
BOD,EGX,AA0108BODTFB,AA0670TFBEGX,.,S,517.0,0.0,0.0,,1,-4291,0.380072346
BOD,EGX,AA0108BODTFB,AA0670TFBEGX,.,T,286.0,0.0,0.0,,1,-4291,0.380072346
BOD,EGX,AA0108BODTFB,AA0670TFBEGX,.,V,305.0,0.0,0.0,,1,-4291,0.380072346
BOD,EGX,AA0108BODTFB,AA0670TFBEGX,.,Y,394.0,0.0,0.0,,1,-4291,0.380072346
BOD,EGX,AA0112BODTFB,AA0670TFBEGX,.,B,548.0,0.0,0.0,,1,-4295,0.380072346
BOD,EGX,AA0112BODTFB,AA0670TFBEGX,.,G,272.0,0.33,0.33,1.0,1,-4295,0.380072346
BOD,EGX,AA0112BODTFB,AA0670TFBEGX,.,H,444.0,0.0,0.0,,1,-4295,0.380072346
BOD,EGX,AA0112BODTFB,AA0670TFBEGX,.,K,284.0,2.2899999999999987,2.29,1.0000000000000007,1,-4295,0.380072346
BOD,EGX,AA0112BODTFB,AA0670TFBEGX,.,L,365.0,0.98,0.9804602862959799,1.000469679893857,1,-4295,0.380072346
BOD,EGX,AA0112BODTFB,AA0670TFBEGX,.,M,466.0,0.0,0.0,,1,-4295,0.380072346
BOD,EGX,AA0112BODTFB,AA0670TFBEGX,.,Q,154.0,0.0,0.0,,1,-4295,0.380072346
BOD,EGX,AA0112BODTFB,AA0670TFBEGX,.,S,517.0,0.0,0.0,,1,-4295,0.380072346
BOD,EGX,AA0112BODTFB,AA0670TFBEGX,.,T,286.0,0.0,0.0,,1,-4295,0.380072346
BOD,EGX,AA0112BODTFB,AA0670TFBEGX,.,V,305.0,0.6000000000000001,0.6000000000000001,1.0,1,-4295,0.380072346
BOD,EGX,AA0112BODTFB,AA0670TFBEGX,.,Y,394.0,0.58,0.5802724003555109,1.0004696557853636,1,-4295,0.380072346
BOD,EGX,AA0114BODTFB,AA0660TFBEGX,.,B,548.0,0.0,0.0,,1,-4300,0.380072346
BOD,EGX,AA0114BODTFB,AA0660TFBEGX,.,G,272.0,0.02,0.020009431817484345,1.0004715908742172,1,-4300,0.380072346
BOD,EGX,AA0114BODTFB,AA0660TFBEGX,.,H,444.0,0.0,0.0,,1,-4300,0.380072346
BOD,EGX,AA0114BODTFB,AA0660TFBEGX,.,K,284.0,0.9,0.9,1.0,1,-4300,0.380072346
BOD,EGX,AA0114BODTFB,AA0660TFBEGX,.,L,365.0,0.0,0.0,,1,-4300,0.380072346
BOD,EGX,AA0114BODTFB,AA0660TFBEGX,.,M,466.0,0.0,0.0,,1,-4300,0.380072346
BOD,EGX,AA0114BODTFB,AA0660TFBEGX,.,Q,154.0,0.0,0.0,,1,-4300,0.380072346
BOD,EGX,AA0114BODTFB,AA0660TFBEGX,.,S,517.0,0.0,0.0,,1,-4300,0.380072346
BOD,EGX,AA0114BODTFB,AA0660TFBEGX,.,T,286.0,0.02,0.020009431817484345,1.0004715908742172,1,-4300,0.380072346
BOD,EGX,AA0114BODTFB,AA0660TFBEGX,.,V,305.0,0.0,0.0,,1,-4300,0.380072346
BOD,EGX,AA0114BODTFB,AA0660TFBEGX,.,Y,394.0,0.0,0.0,,1,-4300,0.380072346
BOD,EGX,AA0120BODTFB,AA0660TFBEGX,.,B,548.0,0.0,0.0,,1,-4295,0.380072346
BOD,EGX,AA0120BODTFB,AA0660TFBEGX,.,G,272.0,0.02,0.020009431817484345,1.0004715908742172,1,-4295,0.380072346
BOD,EGX,AA0120BODTFB,AA0660TFBEGX,.,H,444.0,0.0,0.0,,1,-4295,0.380072346
BOD,EGX,AA0120BODTFB,AA0660TFBEGX,.,K,284.0,7.5299999999999985,7.53,1.0000000000000002,1,-4295,0.380072346
BOD,EGX,AA0120BODTFB,AA0660TFBEGX,.,L,365.0,2.2600000000000002,2.2600000000000002,1.0,1,-4295,0.380072346
BOD,EGX,AA0120BODTFB,AA0660TFBEGX,.,M,466.0,0.0,0.0,,1,-4295,0.380072346
BOD,EGX,AA0120BODTFB,AA0660TFBEGX,.,Q,154.0,0.33,0.33,1.0,1,-4295,0.380072346
BOD,EGX,AA0120BODTFB,AA0660TFBEGX,.,S,517.0,0.0,0.0,,1,-4295,0.380072346
BOD,EGX,AA0120BODTFB,AA0660TFBEGX,.,T,286.0,0.03,0.03,1.0,1,-4295,0.380072346
BOD,EGX,AA0120BODTFB,AA0660TFBEGX,.,V,305.0,0.0,0.0,,1,-4295,0.380072346
BOD,EGX,AA0120BODTFB,AA0660TFBEGX,.,Y,394.0,0.3,0.3001408967334335,1.0004696557781119,1,-4295,0.380072346
BOD,FVH,AA0080BODTFB,BA2299TFBFVH,.,B,459.0,0.0,0.0,,1,-4295,0.935268986
BOD,FVH,AA0080BODTFB,BA2299TFBFVH,.,G,257.0,0.0,0.0,,1,-4295,0.935268986
BOD,FVH,AA0080BODTFB,BA2299TFBFVH,.,H,396.0,0.0,0.0,,1,-4295,0.935268986
BOD,FVH,AA0080BODTFB,BA2299TFBFVH,.,K,263.0,0.0,0.0,,1,-4295,0.935268986
BOD,FVH,AA0080BODTFB,BA2299TFBFVH,.,L,325.0,0.0,0.0,,1,-4295,0.935268986
BOD,FVH,AA0080BODTFB,BA2299TFBFVH,.,M,452.0,0.0,0.0,,1,-4295,0.935268986
BOD,FVH,AA0080BODTFB,BA2299TFBFVH,.,Q,76.0,0.0,0.0,,1,-4295,0.935268986
BOD,FVH,AA0080BODTFB,BA2299TFBFVH,.,S,456.0,0.0,0.0,,1,-4295,0.935268986
BOD,FVH,AA0080BODTFB,BA2299TFBFVH,.,T,269.0,0.58,0.58,1.0,1,-4295,0.935268986
BOD,FVH,AA0080BODTFB,BA2299TFBFVH,.,V,384.0,0.0,0.0,,1,-4295,0.935268986
BOD,FVH,AA0080BODTFB,BA2299TFBFVH,.,Y,352.0,0.0,0.0,,1,-4295,0.935268986
BOD,FVH,AA0084BODTFB,BA2299TFBFVH,.,B,459.0,0.0,0.0,,1,-4300,0.935268986
BOD,FVH,AA0084BODTFB,BA2299TFBFVH,.,G,257.0,0.33,0.33,1.0,1,-4300,0.935268986
BOD,FVH,AA0084BODTFB,BA2299TFBFVH,.,H,396.0,0.0,0.0,,1,-4300,0.935268986
BOD,FVH,AA0084BODTFB,BA2299TFBFVH,.,K,263.0,0.32,0.3201502898392633,1.0004696557476978,1,-4300,0.935268986
BOD,FVH,AA0084BODTFB,BA2299TFBFVH,.,L,325.0,0.0,0.0,,1,-4300,0.935268986
BOD,FVH,AA0084BODTFB,BA2299TFBFVH,.,M,452.0,0.0,0.0,,1,-4300,0.935268986
BOD,FVH,AA0084BODTFB,BA2299TFBFVH,.,Q,76.0,0.0,0.0,,1,-4300,0.935268986
BOD,FVH,AA0084BODTFB,BA2299TFBFVH,.,S,456.0,0.0,0.0,,1,-4300,0.935268986
BOD,FVH,AA0084BODTFB,BA2299TFBFVH,.,T,269.0,2.39,2.39,1.0,1,-4300,0.935268986
BOD,FVH,AA0084BODTFB,BA2299TFBFVH,.,V,384.0,0.0,0.0,,1,-4300,0.935268986
BOD,FVH,AA0084BODTFB,BA2299TFBFVH,.,Y,352.0,0.0,0.0,,1,-4300,0.935268986
BOD,FVH,AA0090BODTFB,BA2281TFBFVH,.,B,459.0,0.0,0.0,,1,-4296,0.935268986
BOD,FVH,AA0090BODTFB,BA2281TFBFVH,.,G,257.0,0.0,0.0,,1,-4296,0.935268986
BOD,FVH,AA0090BODTFB,BA2281TFBFVH,.,H,396.0,0.0,0.0,,1,-4296,0.935268986
BOD,FVH,AA0090BODTFB,BA2281TFBFVH,.,K,263.0,0.0,0.0,,1,-4296,0.935268986
BOD,FVH,AA0090BODTFB,BA2281TFBFVH,.,L,325.0,0.0,0.0,,1,-4296,0.935268986
BOD,FVH,AA0090BODTFB,BA2281TFBFVH,.,M,452.0,0.0,0.0,,1,-4296,0.935268986
BOD,FVH,AA0090BODTFB,BA2281TFBFVH,.,Q,76.0,0.0,0.0,,1,-4296,0.935268986
BOD,FVH,AA0090BODTFB,BA2281TFBFVH,.,S,456.0,0.0,0.0,,1,-4296,0.935268986
BOD,FVH,AA0090BODTFB,BA2281TFBFVH,.,T,269.0,0.43000000000000005,0.43000000000000005,1.0,1,-4296,0.935268986
BOD,FVH,AA0090BODTFB,BA2281TFBFVH,.,V,384.0,0.0,0.0,,1,-4296,0.935268986
BOD,FVH,AA0090BODTFB,BA2281TFBFVH,.,Y,352.0,0.0,0.0,,1,-4296,0.935268986
BOD,FVH,AA0092BODTFB,BA2281TFBFVH,.,B,459.0,0.0,0.0,,1,-4300,0.935268986
BOD,FVH,AA0092BODTFB,BA2281TFBFVH,.,G,257.0,0.33,0.33,1.0,1,-4300,0.935268986
BOD,FVH,AA0092BODTFB,BA2281TFBFVH,.,H,396.0,0.0,0.0,,1,-4300,0.935268986
BOD,FVH,AA0092BODTFB,BA2281TFBFVH,.,K,263.0,0.0,0.0,,1,-4300,0.935268986
BOD,FVH,AA0092BODTFB,BA2281TFBFVH,.,L,325.0,0.0,0.0,,1,-4300,0.935268986
BOD,FVH,AA0092BODTFB,BA2281TFBFVH,.,M,452.0,0.0,0.0,,1,-4300,0.935268986
BOD,FVH,AA0092BODTFB,BA2281TFBFVH,.,Q,76.0,0.0,0.0,,1,-4300,0.935268986
BOD,FVH,AA0092BODTFB,BA2281TFBFVH,.,S,456.0,0.0,0.0,,1,-4300,0.935268986
BOD,FVH,AA0092BODTFB,BA2281TFBFVH,.,T,269.0,0.43000000000000005,0.43000000000000005,1.0,1,-4300,0.935268986
BOD,FVH,AA0092BODTFB,BA2281TFBFVH,.,V,384.0,0.0,0.0,,1,-4300,0.935268986
BOD,FVH,AA0092BODTFB,BA2281TFBFVH,.,Y,352.0,0.0,0.0,,1,-4300,0.935268986
BOD,FVH,AA0096BODTFB,BA2299TFBFVH,.,B,459.0,0.0,0.0,,1,-4295,0.935268986
BOD,FVH,AA0096BODTFB,BA2299TFBFVH,.,G,257.0,0.0,0.0,,1,-4295,0.935268986
BOD,FVH,AA0096BODTFB,BA2299TFBFVH,.,H,396.0,0.5,0.5002348278561949,1.0004696557123898,1,-4295,0.935268986
BOD,FVH,AA0096BODTFB,BA2299TFBFVH,.,K,263.0,0.0,0.0,,1,-4295,0.935268986
BOD,FVH,AA0096BODTFB,BA2299TFBFVH,.,L,325.0,0.0,0.0,,1,-4295,0.935268986
BOD,FVH,AA0096BODTFB,BA2299TFBFVH,.,M,452.0,0.0,0.0,,1,-4295,0.935268986
BOD,FVH,AA0096BODTFB,BA2299TFBFVH,.,Q,76.0,0.0,0.0,,1,-4295,0.935268986
BOD,FVH,AA0096BODTFB,BA2299TFBFVH,.,S,456.0,0.0,0.0,,1,-4295,0.935268986
BOD,FVH,AA0096BODTFB,BA2299TFBFVH,.,T,269.0,0.0,0.0,,1,-4295,0.935268986
BOD,FVH,AA0096BODTFB,BA2299TFBFVH,.,V,384.0,0.0,0.0,,1,-4295,0.935268986
BOD,FVH,AA0096BODTFB,BA2299TFBFVH,.,Y,352.0,0.0,0.0,,1,-4295,0.935268986
BOD,FVH,AA0112BODTFB,BA2295TFBFVH,.,B,459.0,0.0,0.0,,1,-4295,0.935268986
BOD,FVH,AA0112BODTFB,BA2295TFBFVH,.,G,257.0,0.0,0.0,,1,-4295,0.935268986
BOD,FVH,AA0112BODTFB,BA2295TFBFVH,.,H,396.0,0.0,0.0,,1,-4295,0.935268986
BOD,FVH,AA0112BODTFB,BA2295TFBFVH,.,K,263.0,0.0,0.0,,1,-4295,0.935268986
BOD,FVH,AA0112BODTFB,BA2295TFBFVH,.,L,325.0,0.0,0.0,,1,-4295,0.935268986
BOD,FVH,AA0112BODTFB,BA2295TFBFVH,.,M,452.0,0.0,0.0,,1,-4295,0.935268986
BOD,FVH,AA0112BODTFB,BA2295TFBFVH,.,Q,76.0,0.0,0.0,,1,-4295,0.935268986
BOD,FVH,AA0112BODTFB,BA2295TFBFVH,.,S,456.0,0.0,0.0,,1,-4295,0.935268986
BOD,FVH,AA0112BODTFB,BA2295TFBFVH,.,T,269.0,0.33,0.33,1.0,1,-4295,0.935268986
BOD,FVH,AA0112BODTFB,BA2295TFBFVH,.,V,384.0,0.0,0.0,,1,-4295,0.935268986
BOD,FVH,AA0112BODTFB,BA2295TFBFVH,.,Y,352.0,0.0,0.0,,1,-4295,0.935268986
BOD,FVH,AA0114BODTFB,BA2295TFBFVH,.,B,459.0,0.0,0.0,,1,-4300,0.935268986
BOD,FVH,AA0114BODTFB,BA2295TFBFVH,.,G,257.0,0.31,0.310145593292219,1.0004696557813517,1,-4300,0.935268986
BOD,FVH,AA0114BODTFB,BA2295TFBFVH,.,H,396.0,0.0,0.0,,1,-4300,0.935268986
BOD,FVH,AA0114BODTFB,BA2295TFBFVH,.,K,263.0,0.0,0.0,,1,-4300,0.935268986
BOD,FVH,AA0114BODTFB,BA2295TFBFVH,.,L,325.0,0.0,0.0,,1,-4300,0.935268986
BOD,FVH,AA0114BODTFB,BA2295TFBFVH,.,M,452.0,0.0,0.0,,1,-4300,0.935268986
BOD,FVH,AA0114BODTFB,BA2295TFBFVH,.,Q,76.0,0.0,0.0,,1,-4300,0.935268986
BOD,FVH,AA0114BODTFB,BA2295TFBFVH,.,S,456.0,0.0,0.0,,1,-4300,0.935268986
BOD,FVH,AA0114BODTFB,BA2295TFBFVH,.,T,269.0,0.66,0.66,1.0,1,-4300,0.935268986
BOD,FVH,AA0114BODTFB,BA2295TFBFVH,.,V,384.0,0.0,0.0,,1,-4300,0.935268986
BOD,FVH,AA0114BODTFB,BA2295TFBFVH,.,Y,352.0,0.0,0.0,,1,-4300,0.935268986
BOD,FVH,AA0134BODQEY,BA2644QEYFVH,.,B,459.0,0.0,0.0,,1,-4277,0.935268986
BOD,FVH,AA0134BODQEY,BA2644QEYFVH,.,G,257.0,0.0,0.0,,1,-4277,0.935268986
BOD,FVH,AA0134BODQEY,BA2644QEYFVH,.,H,396.0,0.0,0.0,,1,-4277,0.935268986
BOD,FVH,AA0134BODQEY,BA2644QEYFVH,.,K,263.0,0.0,0.0,,1,-4277,0.935268986
BOD,FVH,AA0134BODQEY,BA2644QEYFVH,.,L,325.0,0.0,0.0,,1,-4277,0.935268986
BOD,FVH,AA0134BODQEY,BA2644QEYFVH,.,M,452.0,0.0,0.0,,1,-4277,0.935268986
BOD,FVH,AA0134BODQEY,BA2644QEYFVH,.,Q,76.0,0.0,0.0,,1,-4277,0.935268986
BOD,FVH,AA0134BODQEY,BA2644QEYFVH,.,S,456.0,0.0,0.0,,1,-4277,0.935268986
BOD,FVH,AA0134BODQEY,BA2644QEYFVH,.,T,269.0,1.0,1.0,1.0,1,-4277,0.935268986
BOD,FVH,AA0134BODQEY,BA2644QEYFVH,.,V,384.0,0.0,0.0,,1,-4277,0.935268986
BOD,FVH,AA0134BODQEY,BA2644QEYFVH,.,Y,352.0,0.0,0.0,,1,-4277,0.935268986
BOD,FXS,AA0082BODTFB,AA0014TFBFXS,.,B,521.0,0.0,0.0,,1,-4296,0.38278348
BOD,FXS,AA0082BODTFB,AA0014TFBFXS,.,G,269.0,0.0,0.0,,1,-4296,0.38278348
BOD,FXS,AA0082BODTFB,AA0014TFBFXS,.,H,464.0,1.05,1.0504931638799575,1.0004696798856738,1,-4296,0.38278348
BOD,FXS,AA0082BODTFB,AA0014TFBFXS,.,K,306.0,0.98,0.98,1.0,1,-4296,0.38278348
BOD,FXS,AA0082BODTFB,AA0014TFBFXS,.,L,385.0,0.0,0.0,,1,-4296,0.38278348
BOD,FXS,AA0082BODTFB,AA0014TFBFXS,.,M,451.0,0.0,0.0,,1,-4296,0.38278348
BOD,FXS,AA0082BODTFB,AA0014TFBFXS,.,Q,130.0,0.0,0.0,,1,-4296,0.38278348
BOD,FXS,AA0082BODTFB,AA0014TFBFXS,.,S,732.0,0.0,0.0,,1,-4296,0.38278348
BOD,FXS,AA0082BODTFB,AA0014TFBFXS,.,T,208.0,0.0,0.0,,1,-4296,0.38278348
BOD,FXS,AA0082BODTFB,AA0014TFBFXS,.,V,338.0,0.0,0.0,,1,-4296,0.38278348
BOD,FXS,AA0082BODTFB,AA0014TFBFXS,.,Y,248.0,0.0,0.0,,1,-4296,0.38278348
BOD,FXS,AA0096BODTFB,AA0014TFBFXS,.,B,521.0,0.0,0.0,,1,-4295,0.38278348
BOD,FXS,AA0096BODTFB,AA0014TFBFXS,.,G,269.0,0.0,0.0,,1,-4295,0.38278348
BOD,FXS,AA0096BODTFB,AA0014TFBFXS,.,H,464.0,0.0,0.0,,1,-4295,0.38278348
BOD,FXS,AA0096BODTFB,AA0014TFBFXS,.,K,306.0,0.48000000000000004,0.48000000000000004,1.0,1,-4295,0.38278348
BOD,FXS,AA0096BODTFB,AA0014TFBFXS,.,L,385.0,0.0,0.0,,1,-4295,0.38278348
BOD,FXS,AA0096BODTFB,AA0014TFBFXS,.,M,451.0,0.0,0.0,,1,-4295,0.38278348
BOD,FXS,AA0096BODTFB,AA0014TFBFXS,.,Q,130.0,0.0,0.0,,1,-4295,0.38278348
BOD,FXS,AA0096BODTFB,AA0014TFBFXS,.,S,732.0,0.0,0.0,,1,-4295,0.38278348
BOD,FXS,AA0096BODTFB,AA0014TFBFXS,.,T,208.0,0.0,0.0,,1,-4295,0.38278348
BOD,FXS,AA0096BODTFB,AA0014TFBFXS,.,V,338.0,1.0,1.0,1.0,1,-4295,0.38278348
BOD,FXS,AA0096BODTFB,AA0014TFBFXS,.,Y,248.0,0.0,0.0,,1,-4295,0.38278348
BOD,FXS,AA0112BODTFB,AA0008TFBFXS,.,B,521.0,0.0,0.0,,1,-4295,0.38278348
BOD,FXS,AA0112BODTFB,AA0008TFBFXS,.,G,269.0,0.08,0.08,1.0,1,-4295,0.38278348
BOD,FXS,AA0112BODTFB,AA0008TFBFXS,.,H,464.0,0.0,0.0,,1,-4295,0.38278348
BOD,FXS,AA0112BODTFB,AA0008TFBFXS,.,K,306.0,0.0,0.0,,1,-4295,0.38278348
BOD,FXS,AA0112BODTFB,AA0008TFBFXS,.,L,385.0,0.0,0.0,,1,-4295,0.38278348
BOD,FXS,AA0112BODTFB,AA0008TFBFXS,.,M,451.0,0.0,0.0,,1,-4295,0.38278348
BOD,FXS,AA0112BODTFB,AA0008TFBFXS,.,Q,130.0,0.0,0.0,,1,-4295,0.38278348
BOD,FXS,AA0112BODTFB,AA0008TFBFXS,.,S,732.0,0.0,0.0,,1,-4295,0.38278348
BOD,FXS,AA0112BODTFB,AA0008TFBFXS,.,T,208.0,0.16000000000000003,0.16,0.9999999999999998,1,-4295,0.38278348
