Task,Origin,Destination,Leg_Count,Legs,Assigned_Fleet,Seat_Capacity_Per_Leg,Seat_Capacity,Task_Capacity,Total_Fly_Minutes,Fly_Minutes,Passenger_Boardings,Expected_Passengers,Total_Sold,Total_Unmet,Expected_Load(%),Load_Factor(%),Attributed_Revenue,Revenue,Operating_Cost,Cost,Attributed_Profit,Profit,Avg_Shadow_Price,Max_Shadow_Price,Shadow_Price_Summary,Product_Count,Is_Overnight_Task,Is_Super_Flight,Recommendation_Tag,Recommendation_Reason
BA2387,ZZK,TFB,1,BA2387ZZKTFB,F0C0Y76,76,76,76,40,40,26.6,26.6,20.2,0.0,35.0,35.0,2679.0,2679.0,1593.33,1593.33,1085.67,1085.67,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,23,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2388,TFB,ZZK,1,BA2388TFBZZK,F0C0Y72,72,72,72,43,43,60.8,60.8,49.6,0.47,84.44,84.44,7128.4,7128.4,1712.83,1712.83,5415.57,5415.57,0.92,0.92,avg=0.92; max=0.92; positive_legs=1,42,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2389,ZZK,TFB,1,BA2389ZZKTFB,F16C0Y165,165,165,165,40,40,33.6,33.6,29.1,0.0,20.36,20.36,3894.9,3894.9,3068.0,3068.0,826.9,826.9,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,18,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2390,TFB,CPJ,1,BA2390TFBCPJ,F16C0Y165,165,165,165,89,89,117.8,117.8,106.3,5.3,71.39,71.39,11990.6,11990.6,6826.3,6826.3,5164.3,5164.3,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,55,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2391,CPJ,TFB,1,BA2391CPJTFB,F16C0Y165,165,165,165,92,92,165.0,165.0,151.3,19.5,100.0,100.0,18759.5,18759.5,7056.4,7056.4,11703.1,11703.1,16.72,16.72,avg=16.72; max=16.72; positive_legs=1,65,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2392,TFB,HFH,1,BA2392TFBHFH,F0C0Y76,76,76,76,60,60,67.6,67.6,67.4,0.2,88.95,88.95,7765.0,7765.0,2390.0,2390.0,5375.0,5375.0,2.84,2.84,avg=2.84; max=2.84; positive_legs=1,22,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2393,HFH,TFB,1,BA2393HFHTFB,F16C0Y165,165,165,165,64,64,135.6,135.6,116.63,0.6,82.18,82.18,13056.83,13056.83,4908.8,4908.8,8148.03,8148.03,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,73,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2396,TFB,NTP,1,BA2396TFBNTP,F0C0Y76,76,76,76,85,85,76.0,76.0,65.5,12.1,100.0,100.0,9436.6,9436.6,3385.83,3385.83,6050.77,6050.77,15.0,15.0,avg=15.00; max=15.00; positive_legs=1,58,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2397,NTP,TFB,1,BA2397NTPTFB,F0C0Y76,76,76,76,89,89,54.6,54.6,49.2,0.0,71.84,71.84,7428.6,7428.6,3545.17,3545.17,3883.43,3883.43,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,27,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2399,CPJ,TFB,1,BA2399CPJTFB,F12C12Y48,48,48,48,93,93,27.2,27.2,25.07,0.0,56.67,56.67,3386.9,3386.9,2957.4,2957.4,429.5,429.5,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,20,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2400,TFB,CJM,1,BA2400TFBCJM,F0C0Y76,76,76,76,126,126,76.0,76.0,65.8,45.5,100.0,100.0,12445.1,12445.1,5019.0,5019.0,7426.1,7426.1,27.0,27.0,avg=27.00; max=27.00; positive_legs=1,86,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2401,CJM,TFB,1,BA2401CJMTFB,F0C0Y76,76,76,76,142,142,73.6,73.6,61.07,8.0,96.84,96.84,12207.6,12207.6,5656.33,5656.33,6551.27,6551.27,11.92,11.92,avg=11.92; max=11.92; positive_legs=1,38,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2405,CPJ,TNG,1,BA2405CPJTNG,F0C0Y76,76,76,76,98,98,59.0,59.0,56.5,0.4,77.63,77.63,5922.4,5922.4,3903.67,3903.67,2018.73,2018.73,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,16,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2408,TFB,ZWS,1,BA2408TFBZWS,F0C0Y76,76,76,76,52,52,76.0,76.0,66.4,11.7,100.0,100.0,9375.2,9375.2,2071.33,2071.33,7303.87,7303.87,15.96,15.96,avg=15.96; max=15.96; positive_legs=1,49,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2409,ZWS,TFB,1,BA2409ZWSTFB,F0C0Y76,76,76,76,50,50,61.6,61.6,39.77,0.0,81.05,81.05,6544.03,6544.03,1991.67,1991.67,4552.37,4552.37,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,47,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2410,TFB,HFH,1,BA2410TFBHFH,F12C12Y48,48,48,48,60,60,47.2,47.2,38.8,3.67,98.33,98.33,5244.6,5244.6,1908.0,1908.0,3336.6,3336.6,8.0,8.0,avg=8.00; max=8.00; positive_legs=1,50,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2411,HFH,TFB,1,BA2411HFHTFB,F0C0Y76,76,76,76,64,64,72.8,72.8,59.3,0.3,95.79,95.79,8079.1,8079.1,2549.33,2549.33,5529.77,5529.77,2.72,2.72,avg=2.72; max=2.72; positive_legs=1,45,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2412,TNG,CPJ,1,BA2412TNGCPJ,F0C0Y76,76,76,76,92,92,61.0,61.0,57.47,0.1,80.26,80.26,6755.1,6755.1,3664.67,3664.67,3090.43,3090.43,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,17,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2420,MBY,NGS,1,BA2420MBYNGS,F0C0Y76,76,76,76,129,129,76.0,76.0,76.0,26.8,100.0,100.0,9395.4,9395.4,5138.5,5138.5,4256.9,4256.9,19.28,19.28,avg=19.28; max=19.28; positive_legs=1,10,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2422,CPJ,QEY,1,BA2422CPJQEY,F0C0Y76,76,76,76,83,83,76.0,76.0,66.3,21.1,100.0,100.0,7646.7,7646.7,3306.17,3306.17,4340.53,4340.53,13.44,13.44,avg=13.44; max=13.44; positive_legs=1,49,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2426,TFB,CPJ,1,BA2426TFBCPJ,F0C0Y76,76,76,76,89,89,76.0,76.0,70.2,7.7,100.0,100.0,8249.1,8249.1,3545.17,3545.17,4703.93,4703.93,14.32,14.32,avg=14.32; max=14.32; positive_legs=1,34,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2428,NGS,TFB,1,BA2428NGSTFB,F0C0Y76,76,76,76,82,82,73.8,73.8,64.2,0.7,97.11,97.11,8440.9,8440.9,3266.33,3266.33,5174.57,5174.57,3.0,3.0,avg=3.00; max=3.00; positive_legs=1,50,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2429,ZMX,TFB,1,BA2429ZMXTFB,F0C0Y76,76,76,76,60,60,74.0,74.0,66.9,3.6,97.37,97.37,10042.1,10042.1,2390.0,2390.0,7652.1,7652.1,8.88,8.88,avg=8.88; max=8.88; positive_legs=1,34,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2430,TFB,ZMX,1,BA2430TFBZMX,F0C0Y76,76,76,76,64,64,76.0,76.0,70.7,21.9,100.0,100.0,11255.9,11255.9,2549.33,2549.33,8706.57,8706.57,23.48,23.48,avg=23.48; max=23.48; positive_legs=1,32,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2433,CJM,TFB,1,BA2433CJMTFB,F0C0Y76,76,76,76,140,140,76.0,76.0,68.7,4.6,100.0,100.0,12058.8,12058.8,5576.67,5576.67,6482.13,6482.13,11.2,11.2,avg=11.20; max=11.20; positive_legs=1,39,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2435,ZWS,QEY,1,BA2435ZWSQEY,F0C0Y76,76,76,76,72,72,69.0,69.0,56.7,1.0,90.79,90.79,8002.2,8002.2,2868.0,2868.0,5134.2,5134.2,3.88,3.88,avg=3.88; max=3.88; positive_legs=1,31,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2438,TFB,HFH,1,BA2438TFBHFH,F0C0Y72,72,72,72,60,60,69.2,69.2,49.1,0.1,96.11,96.11,5843.5,5843.5,2390.0,2390.0,3453.5,3453.5,1.24,1.24,avg=1.24; max=1.24; positive_legs=1,53,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2441,TFB,SOP,1,BA2441TFBSOP,F0C0Y76,76,76,76,120,120,67.8,67.8,61.9,0.0,89.21,89.21,8426.2,8426.2,4780.0,4780.0,3646.2,3646.2,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,19,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2442,SOP,TFB,1,BA2442SOPTFB,F0C0Y76,76,76,76,125,125,76.0,76.0,65.4,25.4,100.0,100.0,10413.9,10413.9,4979.17,4979.17,5434.73,5434.73,20.92,20.92,avg=20.92; max=20.92; positive_legs=1,41,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2444,TFB,HFH,1,BA2444TFBHFH,F0C0Y76,76,76,76,60,60,64.2,64.2,46.8,1.3,84.47,84.47,6458.3,6458.3,2390.0,2390.0,4068.3,4068.3,2.12,2.12,avg=2.12; max=2.12; positive_legs=1,52,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2445,HFH,TFB,1,BA2445HFHTFB,F0C0Y76,76,76,76,64,64,76.0,76.0,62.17,45.6,100.0,100.0,10705.63,10705.63,2549.33,2549.33,8156.3,8156.3,16.76,16.76,avg=16.76; max=16.76; positive_legs=1,44,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2448,SOP,TFB,1,BA2448SOPTFB,F0C0Y76,76,76,76,121,121,76.0,76.0,70.2,29.5,100.0,100.0,9891.7,9891.7,4819.83,4819.83,5071.87,5071.87,19.44,19.44,avg=19.44; max=19.44; positive_legs=1,22,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2450,QEY,ZWS,1,BA2450QEYZWS,F0C0Y76,76,76,76,70,70,73.2,73.2,66.8,1.0,96.32,96.32,9740.5,9740.5,2788.33,2788.33,6952.17,6952.17,3.52,3.52,avg=3.52; max=3.52; positive_legs=1,26,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2451,ZWS,QEY,1,BA2451ZWSQEY,F0C0Y72,72,72,72,73,73,32.2,32.2,24.6,0.0,44.72,44.72,4278.1,4278.1,2907.83,2907.83,1370.27,1370.27,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,35,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2452,NGS,TFB,1,BA2452NGSTFB,F12C12Y48,48,48,48,82,82,47.6,47.6,43.8,10.3,99.17,99.17,6231.3,6231.3,2607.6,2607.6,3623.7,3623.7,16.28,16.28,avg=16.28; max=16.28; positive_legs=1,41,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2455,CAO,TFB,1,BA2455CAOTFB,F0C0Y76,76,76,76,121,121,76.0,76.0,70.17,16.07,100.0,100.0,12274.67,12274.67,4819.83,4819.83,7454.83,7454.83,20.32,20.32,avg=20.32; max=20.32; positive_legs=1,34,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2459,CAO,TFB,1,BA2459CAOTFB,F0C0Y76,76,76,76,120,120,69.6,69.6,58.4,0.0,91.58,91.58,10253.0,10253.0,4780.0,4780.0,5473.0,5473.0,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,32,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2460,TFB,CAO,1,BA2460TFBCAO,F0C0Y76,76,76,76,109,109,76.0,76.0,68.2,11.2,100.0,100.0,11045.5,11045.5,4341.83,4341.83,6703.67,6703.67,20.12,20.12,avg=20.12; max=20.12; positive_legs=1,36,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2461,TFB,NGS,1,BA2461TFBNGS,F12C12Y48,48,48,48,79,79,48.0,48.0,42.3,8.7,100.0,100.0,6025.8,6025.8,2512.2,2512.2,3513.6,3513.6,15.16,15.16,avg=15.16; max=15.16; positive_legs=1,50,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2462,TFB,CAO,1,BA2462TFBCAO,F0C0Y76,76,76,76,109,109,53.0,53.0,48.0,0.0,69.74,69.74,7134.3,7134.3,4341.83,4341.83,2792.47,2792.47,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,18,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2467,TUT,MBY,1,BA2467TUTMBY,F0C0Y76,76,76,76,91,91,76.0,76.0,76.0,27.2,100.0,100.0,9327.6,9327.6,3624.83,3624.83,5702.77,5702.77,15.4,15.4,avg=15.40; max=15.40; positive_legs=1,11,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2472,MBY,TUT,1,BA2472MBYTUT,F0C0Y76,76,76,76,94,94,75.6,75.6,75.6,8.8,99.47,99.47,8536.8,8536.8,3744.33,3744.33,4792.47,4792.47,12.16,12.16,avg=12.16; max=12.16; positive_legs=1,11,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2479,ZMX,TFB,1,BA2479ZMXTFB,F0C0Y76,76,76,76,65,65,49.8,49.8,42.0,0.0,65.53,65.53,6041.9,6041.9,2589.17,2589.17,3452.73,3452.73,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,23,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2483,CMJ,TFB,1,BA2483CMJTFB,F0C0Y76,76,76,76,36,36,76.0,76.0,54.83,21.3,100.0,100.0,6761.6,6761.6,1434.0,1434.0,5327.6,5327.6,8.48,8.48,avg=8.48; max=8.48; positive_legs=1,75,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2484,TFB,CMJ,1,BA2484TFBCMJ,F12C12Y48,48,48,48,42,42,8.8,8.8,6.4,0.2,18.33,18.33,854.8,854.8,1335.6,1335.6,-480.8,-480.8,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,34,0,0,Review_Schedule,"Low load, weak scarcity signal, and limited commercial support suggest a schedule review."
BA2485,CMJ,TFB,1,BA2485CMJTFB,F16C0Y165,165,165,165,40,40,137.2,137.2,105.4,7.5,83.15,83.15,11195.3,11195.3,3068.0,3068.0,8127.3,8127.3,0.52,0.52,avg=0.52; max=0.52; positive_legs=1,116,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2486,TFB,CMJ,1,BA2486TFBCMJ,F0C0Y76,76,76,76,40,40,76.0,76.0,56.13,25.77,100.0,100.0,5998.07,5998.07,1593.33,1593.33,4404.73,4404.73,6.52,6.52,avg=6.52; max=6.52; positive_legs=1,102,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2487,CMJ,TFB,1,BA2487CMJTFB,F16C0Y165,165,165,165,40,40,103.4,103.4,68.73,4.9,62.67,62.67,6293.1,6293.1,3068.0,3068.0,3225.1,3225.1,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,60,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2488,TFB,CMJ,1,BA2488TFBCMJ,F16C0Y165,165,165,165,41,41,147.6,147.6,103.5,2.4,89.45,89.45,11083.97,11083.97,3144.7,3144.7,7939.27,7939.27,0.36,0.36,avg=0.36; max=0.36; positive_legs=1,110,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2489,CMJ,TFB,1,BA2489CMJTFB,F0C0Y76,76,76,76,40,40,76.0,76.0,52.5,11.4,100.0,100.0,5574.8,5574.8,1593.33,1593.33,3981.47,3981.47,2.64,2.64,avg=2.64; max=2.64; positive_legs=1,72,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2490,TFB,CMJ,1,BA2490TFBCMJ,F16C0Y165,165,165,165,39,39,112.8,112.8,75.93,2.07,68.36,68.36,8061.27,8061.27,2991.3,2991.3,5069.97,5069.97,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,79,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2491,CMJ,TFB,1,BA2491CMJTFB,F12C12Y48,48,48,48,38,38,32.2,32.2,24.5,1.5,67.08,67.08,2699.6,2699.6,1208.4,1208.4,1491.2,1491.2,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,39,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2492,TFB,CMJ,1,BA2492TFBCMJ,F0C0Y76,76,76,76,38,38,76.0,76.0,55.73,22.23,100.0,100.0,5559.03,5559.03,1513.67,1513.67,4045.37,4045.37,5.12,5.12,avg=5.12; max=5.12; positive_legs=1,73,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2493,CMJ,TFB,1,BA2493CMJTFB,F0C0Y76,76,76,76,40,40,76.0,76.0,61.67,17.97,100.0,100.0,6687.27,6687.27,1593.33,1593.33,5093.93,5093.93,10.04,10.04,avg=10.04; max=10.04; positive_legs=1,96,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2494,TFB,CMJ,1,BA2494TFBCMJ,F0C0Y76,76,76,76,41,41,76.0,76.0,65.07,33.0,100.0,100.0,6396.0,6396.0,1633.17,1633.17,4762.83,4762.83,9.4,9.4,avg=9.40; max=9.40; positive_legs=1,68,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2495,HFH,TFB,1,BA2495HFHTFB,F0C0Y72,72,72,72,64,64,63.4,63.4,48.5,1.4,88.06,88.06,6483.1,6483.1,2549.33,2549.33,3933.77,3933.77,2.2,2.2,avg=2.20; max=2.20; positive_legs=1,43,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2500,TGP,QEY,1,BA2500TGPQEY,F0C0Y76,76,76,76,128,128,76.0,76.0,69.0,30.1,100.0,100.0,8140.7,8140.7,5098.67,5098.67,3042.03,3042.03,16.2,16.2,avg=16.20; max=16.20; positive_legs=1,26,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2502,CPJ,QEY,1,BA2502CPJQEY,F16C0Y165,165,165,165,87,87,158.0,158.0,128.37,4.0,95.76,95.76,14769.07,14769.07,6672.9,6672.9,8096.17,8096.17,2.4,2.4,avg=2.40; max=2.40; positive_legs=1,69,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2506,TFB,HFH,1,BA2506TFBHFH,F0C0Y76,76,76,76,60,60,63.0,63.0,53.4,0.2,82.89,82.89,6148.9,6148.9,2390.0,2390.0,3758.9,3758.9,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,42,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2509,HFH,TFB,1,BA2509HFHTFB,F0C0Y76,76,76,76,63,63,76.0,76.0,61.4,10.3,100.0,100.0,9052.8,9052.8,2509.5,2509.5,6543.3,6543.3,14.12,14.12,avg=14.12; max=14.12; positive_legs=1,57,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2513,QEY,CPJ,1,BA2513QEYCPJ,F12C12Y48,48,48,48,79,79,48.0,48.0,43.4,6.6,100.0,100.0,4441.2,4441.2,2512.2,2512.2,1929.0,1929.0,10.4,10.4,avg=10.40; max=10.40; positive_legs=1,28,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2514,CPJ,QEY,1,BA2514CPJQEY,F12C12Y48,48,48,48,83,83,42.4,42.4,34.43,0.3,88.33,88.33,3599.73,3599.73,2639.4,2639.4,960.33,960.33,0.92,0.92,avg=0.92; max=0.92; positive_legs=1,25,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2517,QEY,TGP,1,BA2517QEYTGP,F0C0Y76,76,76,76,127,127,76.0,76.0,71.5,12.8,100.0,100.0,8518.9,8518.9,5058.83,5058.83,3460.07,3460.07,16.4,16.4,avg=16.40; max=16.40; positive_legs=1,21,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2523,QEY,TGP,1,BA2523QEYTGP,F0C0Y76,76,76,76,130,130,76.0,76.0,73.2,18.2,100.0,100.0,9244.6,9244.6,5178.33,5178.33,4066.27,4066.27,16.4,16.4,avg=16.40; max=16.40; positive_legs=1,16,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2526,TNG,QEY,1,BA2526TNGQEY,F0C0Y76,76,76,76,103,103,76.0,76.0,63.2,14.37,100.0,100.0,8274.0,8274.0,4102.83,4102.83,4171.17,4171.17,13.36,13.36,avg=13.36; max=13.36; positive_legs=1,37,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2532,GBU,QEY,1,BA2532GBUQEY,F0C0Y76,76,76,76,130,130,71.8,71.8,64.9,0.7,94.47,94.47,9903.63,9903.63,5178.33,5178.33,4725.3,4725.3,8.4,8.4,avg=8.40; max=8.40; positive_legs=1,26,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2533,QEY,GBU,1,BA2533QEYGBU,F0C0Y76,76,76,76,130,130,62.8,62.8,53.8,0.0,82.63,82.63,7950.4,7950.4,5178.33,5178.33,2772.07,2772.07,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,16,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2534,GBU,TFB,1,BA2534GBUTFB,F0C0Y76,76,76,76,152,152,59.8,59.8,54.4,0.0,78.68,78.68,8638.6,8638.6,6054.67,6054.67,2583.93,2583.93,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,16,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2537,QEY,CPJ,1,BA2537QEYCPJ,F0C0Y72,72,72,72,79,79,62.4,62.4,58.0,0.1,86.67,86.67,5404.6,5404.6,3146.83,3146.83,2257.77,2257.77,1.76,1.76,avg=1.76; max=1.76; positive_legs=1,23,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2538,CPJ,QEY,1,BA2538CPJQEY,F12C12Y48,48,48,48,84,84,34.6,34.6,30.4,0.4,72.08,72.08,3594.5,3594.5,2671.2,2671.2,923.3,923.3,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,28,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2539,TFB,GBU,1,BA2539TFBGBU,F0C0Y76,76,76,76,146,146,76.0,76.0,70.8,12.5,100.0,100.0,11863.6,11863.6,5815.67,5815.67,6047.93,6047.93,21.92,21.92,avg=21.92; max=21.92; positive_legs=1,43,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2541,QEY,TNG,1,BA2541QEYTNG,F0C0Y76,76,76,76,103,103,76.0,76.0,68.47,18.47,100.0,100.0,8745.17,8745.17,4102.83,4102.83,4642.33,4642.33,12.8,12.8,avg=12.80; max=12.80; positive_legs=1,30,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2542,TFB,ZFH,1,BA2542TFBZFH,F0C0Y76,76,76,76,118,118,73.2,73.2,59.37,5.8,96.32,96.32,10453.77,10453.77,4700.33,4700.33,5753.43,5753.43,13.4,13.4,avg=13.40; max=13.40; positive_legs=1,46,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2543,ZFH,TFB,1,BA2543ZFHTFB,F0C0Y76,76,76,76,117,117,61.6,61.6,53.2,0.0,81.05,81.05,9603.3,9603.3,4660.5,4660.5,4942.8,4942.8,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,30,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2544,QEY,TFB,1,BA2544QEYTFB,F16C0Y165,165,165,165,49,49,160.6,160.6,121.4,14.2,97.33,97.33,16768.83,16768.83,3758.3,3758.3,13010.53,13010.53,4.6,4.6,avg=4.60; max=4.60; positive_legs=1,211,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2545,TFB,QEY,1,BA2545TFBQEY,F16C0Y165,165,165,165,50,50,65.0,65.0,53.5,4.8,39.39,39.39,6971.6,6971.6,3835.0,3835.0,3136.6,3136.6,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,20,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2546,TKD,QEY,1,BA2546TKDQEY,F0C0Y76,76,76,76,120,120,72.8,72.8,70.3,6.1,95.79,95.79,9962.3,9962.3,4780.0,4780.0,5182.3,5182.3,11.04,11.04,avg=11.04; max=11.04; positive_legs=1,17,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2563,QEY,PBL,1,BA2563QEYPBL,F0C0Y76,76,76,76,124,124,65.4,65.4,58.8,0.0,86.05,86.05,6822.9,6822.9,4939.33,4939.33,1883.57,1883.57,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,20,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2565,QEY,TNG,1,BA2565QEYTNG,F16C0Y165,165,165,165,104,104,151.6,151.6,135.4,0.0,91.88,91.88,15323.2,15323.2,7976.8,7976.8,7346.4,7346.4,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,31,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2570,QEY,TFB,1,BA2570QEYTFB,F16C0Y165,165,165,165,49,49,144.6,144.6,111.53,4.33,87.64,87.64,14214.5,14214.5,3758.3,3758.3,10456.2,10456.2,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,155,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
