Product,Historical_Demand,MC_Mean_Demand,Expected_Sold,Std_Sold,P5_Sold,P95_Sold,Expected_Unmet,Fare,Legs,Tasks,Assigned_Fleets
P037912,0.02,0.0,0.0,0.0,0.0,0.0,0.0,55.0,BA2635TFBQEY -> BA2215QVXTFB,super_BA2635 -> super_BA2215,F0C0Y76 -> F16C0Y165
P037914,0.04,0.0,0.0,0.0,0.0,0.0,0.0,174.0,BA2635TFBQEY -> BA2215QVXTFB,super_BA2635 -> super_BA2215,F0C0Y76 -> F16C0Y165
P037915,0.04,0.2,0.2,0.4,0.0,0.8,0.0,114.0,BA2635TFBQEY -> BA2215QVXTFB,super_BA2635 -> super_BA2215,F0C0Y76 -> F16C0Y165
P037916,0.32,0.4,0.4,0.49,0.0,1.0,0.0,166.0,BA2635TFBQEY -> BA2215QVXTFB,super_BA2635 -> super_BA2215,F0C0Y76 -> F16C0Y165
P037920,0.65,0.8,0.6,0.49,0.0,1.0,0.2,93.0,BA2061TFBQEY -> BA2219QVXTFB,BA2061 -> BA2219,F0C0Y76 -> F0C0Y72
P037929,0.02,0.0,0.0,0.0,0.0,0.0,0.0,87.0,BA2151TFBQEY -> BA2219QVXTFB,BA2151 -> BA2219,F0C0Y76 -> F0C0Y72
P037931,0.02,0.0,0.0,0.0,0.0,0.0,0.0,93.0,BA2151TFBQEY -> BA2219QVXTFB,BA2151 -> BA2219,F0C0Y76 -> F0C0Y72
P037936,0.02,0.0,0.0,0.0,0.0,0.0,0.0,174.0,BA2151TFBQEY -> BA2219QVXTFB,BA2151 -> BA2219,F0C0Y76 -> F0C0Y72
P037937,1.0,1.6,1.4,1.02,0.2,2.8,0.2,114.0,BA2151TFBQEY -> BA2219QVXTFB,BA2151 -> BA2219,F0C0Y76 -> F0C0Y72
P037942,3.61,5.4,5.4,2.58,2.2,8.6,0.0,93.0,BA2181TFBQEY -> BA2219QVXTFB,BA2181 -> BA2219,F0C0Y76 -> F0C0Y72
P037945,0.38,0.0,0.0,0.0,0.0,0.0,0.0,55.0,BA2181TFBQEY -> BA2219QVXTFB,BA2181 -> BA2219,F0C0Y76 -> F0C0Y72
P037949,0.32,0.4,0.4,0.8,0.0,1.6,0.0,166.0,BA2181TFBQEY -> BA2219QVXTFB,BA2181 -> BA2219,F0C0Y76 -> F0C0Y72
P037950,5.76,7.0,7.0,1.26,5.4,8.6,0.0,183.0,BA2213QVXTFB,BA2213,F12C12Y48
P037951,1.99,1.2,1.2,0.75,0.2,2.0,0.0,78.0,BA2213QVXTFB,BA2213,F12C12Y48
P037952,3.19,2.8,2.8,1.17,1.2,4.0,0.0,137.0,BA2213QVXTFB,BA2213,F12C12Y48
P037953,5.03,7.2,7.2,2.79,4.2,11.2,0.0,91.0,BA2213QVXTFB,BA2213,F12C12Y48
P037954,3.79,4.2,4.2,2.93,1.2,8.4,0.0,110.0,BA2213QVXTFB,BA2213,F12C12Y48
P037956,0.44,0.6,0.6,0.8,0.0,1.8,0.0,59.0,BA2213QVXTFB,BA2213,F12C12Y48
P037958,6.89,6.2,6.2,3.49,3.4,11.4,0.0,75.0,BA2213QVXTFB,BA2213,F12C12Y48
P037959,1.32,2.2,2.2,2.04,0.2,5.2,0.0,91.0,BA2213QVXTFB,BA2213,F12C12Y48
P037960,2.35,3.0,3.0,1.1,2.0,4.6,0.0,149.0,BA2213QVXTFB,BA2213,F12C12Y48
P037961,3.53,3.6,3.6,1.85,1.2,5.8,0.0,183.0,BA2215QVXTFB,super_BA2215,F16C0Y165
P037962,24.68,24.0,24.0,4.82,17.8,30.2,0.0,78.0,BA2215QVXTFB,super_BA2215,F16C0Y165
P037963,19.56,20.8,20.8,3.19,16.0,23.8,0.0,137.0,BA2215QVXTFB,super_BA2215,F16C0Y165
P037964,25.85,26.8,26.8,3.49,22.4,31.2,0.0,91.0,BA2215QVXTFB,super_BA2215,F16C0Y165
P037965,14.71,16.8,16.8,3.76,11.2,20.6,0.0,110.0,BA2215QVXTFB,super_BA2215,F16C0Y165
P037966,2.77,2.8,2.8,1.17,1.2,4.0,0.0,149.0,BA2215QVXTFB,super_BA2215,F16C0Y165
P037967,5.44,4.2,3.2,1.72,1.2,5.6,1.0,59.0,BA2215QVXTFB,super_BA2215,F16C0Y165
P037968,0.01,0.0,0.0,0.0,0.0,0.0,0.0,139.0,BA2215QVXTFB,super_BA2215,F16C0Y165
P037969,10.73,10.4,10.4,2.58,6.8,13.4,0.0,75.0,BA2215QVXTFB,super_BA2215,F16C0Y165
P037970,20.84,23.0,23.0,4.1,20.0,29.2,0.0,91.0,BA2215QVXTFB,super_BA2215,F16C0Y165
P037971,6.21,4.4,4.4,2.06,2.2,7.4,0.0,149.0,BA2215QVXTFB,super_BA2215,F16C0Y165
P037972,2.86,3.4,3.4,1.02,2.2,4.8,0.0,183.0,BA2219QVXTFB,BA2219,F0C0Y72
P037973,2.3,2.2,2.2,1.33,0.4,3.8,0.0,78.0,BA2219QVXTFB,BA2219,F0C0Y72
P037974,5.16,5.2,5.2,2.4,2.4,8.0,0.0,137.0,BA2219QVXTFB,BA2219,F0C0Y72
P037975,12.72,12.6,12.6,2.24,9.6,15.0,0.0,91.0,BA2219QVXTFB,BA2219,F0C0Y72
P037976,6.01,5.2,5.2,2.48,1.6,7.8,0.0,110.0,BA2219QVXTFB,BA2219,F0C0Y72
P037977,1.09,1.2,1.2,0.75,0.2,2.0,0.0,149.0,BA2219QVXTFB,BA2219,F0C0Y72
P037978,1.88,1.6,1.2,0.75,0.2,2.0,0.4,59.0,BA2219QVXTFB,BA2219,F0C0Y72
P037980,6.38,8.2,8.0,1.41,6.2,9.8,0.2,75.0,BA2219QVXTFB,BA2219,F0C0Y72
P037981,5.41,5.0,5.0,1.79,2.4,6.8,0.0,91.0,BA2219QVXTFB,BA2219,F0C0Y72
P037982,7.63,8.6,8.6,3.93,3.8,13.6,0.0,149.0,BA2219QVXTFB,BA2219,F0C0Y72
P037986,2.0,2.4,2.2,2.04,0.0,4.8,0.2,263.0,AA0135QEYBOD -> BA2034SENQEY,AA0135 -> BA2034,F0C0Y76 -> F16C0Y165
P037996,0.81,0.6,0.6,0.8,0.0,1.8,0.0,396.0,AA0137QEYBOD -> BA2082SENQEY,AA0137 -> BA2082,F16C0Y165 -> F0C0Y76
P037997,1.24,0.8,0.8,0.4,0.2,1.0,0.0,263.0,AA0137QEYBOD -> BA2082SENQEY,AA0137 -> BA2082,F16C0Y165 -> F0C0Y76
P038014,0.29,0.4,0.4,0.49,0.0,1.0,0.0,294.0,BA2046QEYTFB -> AA0731TFBBOD -> BA2082SENQEY,BA2046 -> super_AA0731 -> BA2082,F0C0Y76 -> F16C0Y165 -> F0C0Y76
P038019,0.67,0.8,0.8,1.17,0.0,2.6,0.0,263.0,AA0101TFBBOD -> BA2222SENTFB,AA0101 -> BA2222,F16C0Y165 -> F0C0Y76
P038030,0.38,0.2,0.2,0.4,0.0,0.8,0.0,263.0,AA0119TFBBOD -> BA2222SENTFB,AA0119 -> BA2222,F16C0Y165 -> F0C0Y76
P038040,0.76,1.8,1.8,1.72,0.2,4.4,0.0,396.0,AA0137QEYBOD -> BA2236SENQEY,AA0137 -> BA2236,F16C0Y165 -> F12C12Y48
P038041,0.33,0.6,0.6,0.49,0.0,1.0,0.0,263.0,AA0137QEYBOD -> BA2236SENQEY,AA0137 -> BA2236,F16C0Y165 -> F12C12Y48
P038052,0.39,0.2,0.2,0.4,0.0,0.8,0.0,263.0,AA0103TFBBOD -> BA2278SENTFB,AA0103 -> BA2278,F16C0Y165 -> F12C12Y48
P038063,1.12,1.4,1.4,1.5,0.0,3.6,0.0,263.0,AA0111TFBBOD -> BA2278SENTFB,AA0111 -> BA2278,F0C0Y76 -> F12C12Y48
P038080,0.33,0.0,0.0,0.0,0.0,0.0,0.0,294.0,AA0731TFBBOD -> BA2278SENTFB,super_AA0731 -> BA2278,F16C0Y165 -> F12C12Y48
P038085,2.97,4.8,2.0,1.79,0.0,4.0,2.8,263.0,AA0083TFBBOD -> BA2294SENTFB,AA0083 -> BA2294,F16C0Y165 -> F0C0Y76
P038086,0.5,0.0,0.0,0.0,0.0,0.0,0.0,326.0,AA0083TFBBOD -> BA2294SENTFB,AA0083 -> BA2294,F16C0Y165 -> F0C0Y76
P038090,0.02,0.0,0.0,0.0,0.0,0.0,0.0,269.0,AA0083TFBBOD -> BA2294SENTFB,AA0083 -> BA2294,F16C0Y165 -> F0C0Y76
P038091,0.55,0.6,0.2,0.4,0.0,0.8,0.4,294.0,AA0083TFBBOD -> BA2294SENTFB,AA0083 -> BA2294,F16C0Y165 -> F0C0Y76
P038092,0.92,0.6,0.6,0.8,0.0,1.8,0.0,400.0,AA0083TFBBOD -> BA2294SENTFB,AA0083 -> BA2294,F16C0Y165 -> F0C0Y76
P038094,0.02,0.0,0.0,0.0,0.0,0.0,0.0,238.0,AA0087TFBBOD -> BA2294SENTFB,AA0087 -> BA2294,F16C0Y165 -> F0C0Y76
P038101,0.02,0.0,0.0,0.0,0.0,0.0,0.0,269.0,AA0087TFBBOD -> BA2294SENTFB,AA0087 -> BA2294,F16C0Y165 -> F0C0Y76
P038103,0.19,0.4,0.4,0.8,0.0,1.6,0.0,400.0,AA0087TFBBOD -> BA2294SENTFB,AA0087 -> BA2294,F16C0Y165 -> F0C0Y76
P038105,0.35,1.0,1.0,0.63,0.2,1.8,0.0,116.0,AA0626QEYMBT -> BA2034SENQEY,AA0626 -> BA2034,F16C0Y165 -> F16C0Y165
P038107,3.89,3.0,3.0,2.1,0.2,5.0,0.0,133.0,AA0626QEYMBT -> BA2034SENQEY,AA0626 -> BA2034,F16C0Y165 -> F16C0Y165
P038108,0.56,0.6,0.6,0.8,0.0,1.8,0.0,161.0,AA0626QEYMBT -> BA2034SENQEY,AA0626 -> BA2034,F16C0Y165 -> F16C0Y165
P038112,0.35,0.4,0.0,0.0,0.0,0.0,0.4,98.0,AA0626QEYMBT -> BA2034SENQEY,AA0626 -> BA2034,F16C0Y165 -> F16C0Y165
P038113,0.69,0.8,0.8,0.75,0.0,1.8,0.0,144.0,AA0626QEYMBT -> BA2034SENQEY,AA0626 -> BA2034,F16C0Y165 -> F16C0Y165
P038116,0.54,0.2,0.2,0.4,0.0,0.8,0.0,116.0,BA2473QEYMBT -> BA2034SENQEY,BA2034,F16C0Y165
P038123,0.18,0.2,0.2,0.4,0.0,0.8,0.0,98.0,BA2473QEYMBT -> BA2034SENQEY,BA2034,F16C0Y165
P038127,0.27,0.0,0.0,0.0,0.0,0.0,0.0,116.0,AA0620QEYMBT -> BA2082SENQEY,AA0620 -> BA2082,F16C0Y165 -> F0C0Y76
P038134,6.53,6.8,6.8,2.14,3.6,8.8,0.0,98.0,AA0620QEYMBT -> BA2082SENQEY,AA0620 -> BA2082,F16C0Y165 -> F0C0Y76
P038138,0.31,0.4,0.4,0.49,0.0,1.0,0.0,116.0,AA0612TFBMBT -> BA2222SENTFB,AA0612 -> BA2222,F16C0Y165 -> F0C0Y76
P038141,0.29,0.8,0.8,1.17,0.0,2.6,0.0,161.0,AA0612TFBMBT -> BA2222SENTFB,AA0612 -> BA2222,F16C0Y165 -> F0C0Y76
P038145,12.32,11.2,3.0,4.56,0.0,10.0,8.2,98.0,AA0612TFBMBT -> BA2222SENTFB,AA0612 -> BA2222,F16C0Y165 -> F0C0Y76
P038156,0.86,0.6,0.6,0.49,0.0,1.0,0.0,98.0,AA0620QEYMBT -> BA2236SENQEY,AA0620 -> BA2236,F16C0Y165 -> F12C12Y48
P038160,0.22,0.2,0.2,0.4,0.0,0.8,0.0,116.0,AA0614TFBMBT -> BA2278SENTFB,AA0614 -> BA2278,F0C0Y76 -> F12C12Y48
P038167,0.81,0.6,0.6,0.49,0.0,1.0,0.0,98.0,AA0614TFBMBT -> BA2278SENTFB,AA0614 -> BA2278,F0C0Y76 -> F12C12Y48
P038171,3.61,3.6,0.0,0.0,0.0,0.0,3.6,116.0,AA0608TFBMBT -> BA2294SENTFB,AA0608 -> BA2294,F16C0Y165 -> F0C0Y76
P038173,0.32,0.4,0.0,0.0,0.0,0.0,0.4,133.0,AA0608TFBMBT -> BA2294SENTFB,AA0608 -> BA2294,F16C0Y165 -> F0C0Y76
P038178,0.26,0.2,0.0,0.0,0.0,0.0,0.2,98.0,AA0608TFBMBT -> BA2294SENTFB,AA0608 -> BA2294,F16C0Y165 -> F0C0Y76
P038182,5.26,4.8,4.8,2.04,2.4,7.6,0.0,114.0,AA0562QEYMBY -> BA2034SENQEY,AA0562 -> BA2034,F16C0Y165 -> F16C0Y165
P038183,1.34,1.0,1.0,0.63,0.2,1.8,0.0,240.0,AA0562QEYMBY -> BA2034SENQEY,AA0562 -> BA2034,F16C0Y165 -> F16C0Y165
P038184,1.68,1.8,1.8,1.17,0.2,3.0,0.0,139.0,AA0562QEYMBY -> BA2034SENQEY,AA0562 -> BA2034,F16C0Y165 -> F16C0Y165
P038186,0.37,0.4,0.4,0.49,0.0,1.0,0.0,276.0,AA0562QEYMBY -> BA2034SENQEY,AA0562 -> BA2034,F16C0Y165 -> F16C0Y165
P038189,1.88,2.8,2.8,1.17,2.0,4.6,0.0,97.0,AA0562QEYMBY -> BA2034SENQEY,AA0562 -> BA2034,F16C0Y165 -> F16C0Y165
P038190,0.5,0.0,0.0,0.0,0.0,0.0,0.0,158.0,AA0562QEYMBY -> BA2034SENQEY,AA0562 -> BA2034,F16C0Y165 -> F16C0Y165
P038193,1.04,0.8,0.8,0.98,0.0,2.0,0.0,114.0,AA0564QEYMBY -> BA2034SENQEY,AA0564 -> BA2034,F16C0Y165 -> F16C0Y165
P038200,2.3,1.0,1.0,1.1,0.0,2.6,0.0,97.0,AA0564QEYMBY -> BA2034SENQEY,AA0564 -> BA2034,F16C0Y165 -> F16C0Y165
P038204,1.77,1.4,1.4,0.49,1.0,2.0,0.0,114.0,AA0568QEYMBY -> BA2082SENQEY,AA0568 -> BA2082,F16C0Y165 -> F0C0Y76
P038205,0.3,0.2,0.2,0.4,0.0,0.8,0.0,240.0,AA0568QEYMBY -> BA2082SENQEY,AA0568 -> BA2082,F16C0Y165 -> F0C0Y76
P038206,0.37,0.0,0.0,0.0,0.0,0.0,0.0,139.0,AA0568QEYMBY -> BA2082SENQEY,AA0568 -> BA2082,F16C0Y165 -> F0C0Y76
P038211,7.08,6.4,6.4,1.02,5.2,7.8,0.0,97.0,AA0568QEYMBY -> BA2082SENQEY,AA0568 -> BA2082,F16C0Y165 -> F0C0Y76
P038215,0.59,0.2,0.2,0.4,0.0,0.8,0.0,114.0,AA0470TFBMBY -> BA2222SENTFB,AA0470 -> BA2222,F16C0Y165 -> F0C0Y76
P038222,7.41,8.6,8.6,1.62,6.4,10.6,0.0,97.0,AA0470TFBMBY -> BA2222SENTFB,AA0470 -> BA2222,F16C0Y165 -> F0C0Y76
P038226,0.47,0.4,0.4,0.49,0.0,1.0,0.0,114.0,AA0476TFBMBY -> BA2222SENTFB,AA0476 -> BA2222,F16C0Y165 -> F0C0Y76
P038233,0.01,0.0,0.0,0.0,0.0,0.0,0.0,97.0,AA0476TFBMBY -> BA2222SENTFB,AA0476 -> BA2222,F16C0Y165 -> F0C0Y76
P038241,0.2,0.2,0.2,0.4,0.0,0.8,0.0,276.0,AA0462TFBMBY -> BA2278SENTFB,AA0462 -> BA2278,F0C0Y76 -> F12C12Y48
P038248,4.08,6.8,0.0,0.0,0.0,0.0,6.8,114.0,AA0456TFBMBY -> BA2294SENTFB,AA0456 -> BA2294,F16C0Y165 -> F0C0Y76
P038250,0.76,0.8,0.0,0.0,0.0,0.0,0.8,139.0,AA0456TFBMBY -> BA2294SENTFB,AA0456 -> BA2294,F16C0Y165 -> F0C0Y76
P038255,1.48,2.0,0.0,0.0,0.0,0.0,2.0,97.0,AA0456TFBMBY -> BA2294SENTFB,AA0456 -> BA2294,F16C0Y165 -> F0C0Y76
P038256,0.03,0.0,0.0,0.0,0.0,0.0,0.0,158.0,AA0456TFBMBY -> BA2294SENTFB,AA0456 -> BA2294,F16C0Y165 -> F0C0Y76
P038259,0.07,0.0,0.0,0.0,0.0,0.0,0.0,114.0,AA0458TFBMBY -> BA2294SENTFB,AA0458 -> BA2294,F16C0Y165 -> F0C0Y76
P038260,0.71,1.0,1.0,1.55,0.0,3.4,0.0,240.0,AA0458TFBMBY -> BA2294SENTFB,AA0458 -> BA2294,F16C0Y165 -> F0C0Y76
P038261,0.07,0.0,0.0,0.0,0.0,0.0,0.0,139.0,AA0458TFBMBY -> BA2294SENTFB,AA0458 -> BA2294,F16C0Y165 -> F0C0Y76
P038266,1.06,1.2,0.0,0.0,0.0,0.0,1.2,97.0,AA0458TFBMBY -> BA2294SENTFB,AA0458 -> BA2294,F16C0Y165 -> F0C0Y76
P038267,0.03,0.0,0.0,0.0,0.0,0.0,0.0,158.0,AA0458TFBMBY -> BA2294SENTFB,AA0458 -> BA2294,F16C0Y165 -> F0C0Y76
P038270,0.68,0.2,0.0,0.0,0.0,0.0,0.2,114.0,AA0460TFBMBY -> BA2294SENTFB,AA0460 -> BA2294,F16C0Y165 -> F0C0Y76
P038272,0.07,0.0,0.0,0.0,0.0,0.0,0.0,139.0,AA0460TFBMBY -> BA2294SENTFB,AA0460 -> BA2294,F16C0Y165 -> F0C0Y76
P038277,0.07,0.0,0.0,0.0,0.0,0.0,0.0,97.0,AA0460TFBMBY -> BA2294SENTFB,AA0460 -> BA2294,F16C0Y165 -> F0C0Y76
P038281,2.09,1.6,1.6,1.85,0.0,4.4,0.0,118.0,BA2034SENQEY -> BA2589QEYPBL,BA2034 -> BA2589,F16C0Y165 -> F0C0Y76
P038282,0.35,0.8,0.8,0.98,0.0,2.0,0.0,240.0,BA2034SENQEY -> BA2589QEYPBL,BA2034 -> BA2589,F16C0Y165 -> F0C0Y76
P038288,1.93,1.6,1.6,1.2,0.2,3.0,0.0,97.0,BA2034SENQEY -> BA2589QEYPBL,BA2034 -> BA2589,F16C0Y165 -> F0C0Y76
P038292,0.66,0.4,0.4,0.8,0.0,1.6,0.0,118.0,BA2563QEYPBL -> BA2082SENQEY,BA2563 -> BA2082,F0C0Y76 -> F0C0Y76
P038299,1.39,2.8,2.8,0.75,2.0,3.8,0.0,97.0,BA2563QEYPBL -> BA2082SENQEY,BA2563 -> BA2082,F0C0Y76 -> F0C0Y76
P038301,0.27,0.0,0.0,0.0,0.0,0.0,0.0,266.0,BA2563QEYPBL -> BA2082SENQEY,BA2563 -> BA2082,F0C0Y76 -> F0C0Y76
P038310,0.38,0.6,0.6,0.49,0.0,1.0,0.0,97.0,BA2563QEYPBL -> BA2236SENQEY,BA2563 -> BA2236,F0C0Y76 -> F12C12Y48
P038314,0.75,0.8,0.8,0.75,0.0,1.8,0.0,118.0,BA2609QEYPBL -> BA2236SENQEY,super_BA2609 -> BA2236,F0C0Y76 -> F12C12Y48
P038315,0.33,0.2,0.2,0.4,0.0,0.8,0.0,240.0,BA2609QEYPBL -> BA2236SENQEY,super_BA2609 -> BA2236,F0C0Y76 -> F12C12Y48
P038321,0.33,0.0,0.0,0.0,0.0,0.0,0.0,97.0,BA2609QEYPBL -> BA2236SENQEY,super_BA2609 -> BA2236,F0C0Y76 -> F12C12Y48
P038332,0.3,0.8,0.0,0.0,0.0,0.0,0.8,97.0,AA0346TFBPBL -> BA2642QEYTFB -> BA2236SENQEY,AA0346 -> BA2642 -> BA2236,F0C0Y76 -> F0C0Y72 -> F12C12Y48
P038337,0.32,0.4,0.4,0.49,0.0,1.0,0.0,240.0,BA2637TFBPBL -> BA2294SENTFB,BA2637 -> BA2294,F0C0Y76 -> F0C0Y76
P038354,1.28,1.0,1.0,1.1,0.0,2.6,0.0,94.0,AA3464QEYPOU -> BA2082SENQEY,AA3464 -> BA2082,F0C0Y76 -> F0C0Y76
P038358,0.73,1.0,1.0,0.63,0.2,1.8,0.0,113.0,AA0538TFBPOU -> BA2222SENTFB,AA0538 -> BA2222,F16C0Y165 -> F0C0Y76
P038365,6.06,6.6,4.6,3.26,0.6,9.0,2.0,94.0,AA0538TFBPOU -> BA2222SENTFB,AA0538 -> BA2222,F16C0Y165 -> F0C0Y76
P038369,0.81,1.4,1.4,0.8,0.2,2.0,0.0,113.0,AA3462QEYPOU -> BA2236SENQEY,AA3462 -> BA2236,F16C0Y165 -> F12C12Y48
P038372,0.31,0.6,0.6,0.49,0.0,1.0,0.0,189.0,AA3462QEYPOU -> BA2236SENQEY,AA3462 -> BA2236,F16C0Y165 -> F12C12Y48
P038376,4.8,5.4,5.4,3.26,1.6,10.0,0.0,94.0,AA3462QEYPOU -> BA2236SENQEY,AA3462 -> BA2236,F16C0Y165 -> F12C12Y48
P038380,0.59,0.8,0.8,0.75,0.0,1.8,0.0,113.0,AA0536TFBPOU -> BA2278SENTFB,AA0536 -> BA2278,F0C0Y76 -> F12C12Y48
P038384,0.33,0.0,0.0,0.0,0.0,0.0,0.0,277.0,AA0536TFBPOU -> BA2278SENTFB,AA0536 -> BA2278,F0C0Y76 -> F12C12Y48
P038387,1.35,1.2,1.2,0.98,0.2,2.6,0.0,94.0,AA0536TFBPOU -> BA2278SENTFB,AA0536 -> BA2278,F0C0Y76 -> F12C12Y48
P038391,1.22,0.6,0.6,0.8,0.0,1.8,0.0,182.0,AA0686QEYPSE -> BA2034SENQEY,AA0686 -> BA2034,F16C0Y165 -> F16C0Y165
P038392,0.32,0.2,0.2,0.4,0.0,0.8,0.0,259.0,AA0686QEYPSE -> BA2034SENQEY,AA0686 -> BA2034,F16C0Y165 -> F16C0Y165
P038393,2.14,2.2,2.2,1.33,0.4,3.8,0.0,210.0,AA0686QEYPSE -> BA2034SENQEY,AA0686 -> BA2034,F16C0Y165 -> F16C0Y165
P038395,0.32,0.6,0.6,0.49,0.0,1.0,0.0,321.0,AA0686QEYPSE -> BA2034SENQEY,AA0686 -> BA2034,F16C0Y165 -> F16C0Y165
P038398,5.11,7.0,7.0,1.55,6.0,9.4,0.0,155.0,AA0686QEYPSE -> BA2034SENQEY,AA0686 -> BA2034,F16C0Y165 -> F16C0Y165
P038407,0.35,0.4,0.0,0.0,0.0,0.0,0.4,147.0,AA0020TFBPSE -> BA2294SENTFB,AA0020 -> BA2294,F16C0Y165 -> F0C0Y76
P038412,4.0,3.6,3.6,1.74,1.4,5.8,0.0,111.0,BA2034SENQEY,BA2034,F16C0Y165
P038413,7.27,6.4,6.4,1.36,4.4,7.8,0.0,54.0,BA2034SENQEY,BA2034,F16C0Y165
P038414,0.33,0.4,0.4,0.49,0.0,1.0,0.0,86.0,BA2034SENQEY,BA2034,F16C0Y165
P038415,1.57,1.2,1.2,0.75,0.2,2.0,0.0,65.0,BA2034SENQEY,BA2034,F16C0Y165
P038416,8.71,7.8,7.8,2.32,4.6,10.6,0.0,69.0,BA2034SENQEY,BA2034,F16C0Y165
P038417,2.99,4.6,4.6,1.62,2.4,6.6,0.0,96.0,BA2034SENQEY,BA2034,F16C0Y165
P038418,5.31,6.6,6.6,1.62,4.4,8.6,0.0,71.0,BA2034SENQEY,BA2034,F16C0Y165
P038419,2.47,2.2,2.2,0.98,1.2,3.6,0.0,133.0,BA2034SENQEY,BA2034,F16C0Y165
P038420,1.04,1.6,1.6,1.02,0.2,2.8,0.0,47.0,BA2034SENQEY,BA2034,F16C0Y165
P038421,3.51,2.0,2.0,0.63,1.2,2.8,0.0,63.0,BA2034SENQEY,BA2034,F16C0Y165
P038422,4.22,3.6,3.6,1.85,1.2,5.8,0.0,118.0,BA2034SENQEY,BA2034,F16C0Y165
P038423,2.99,3.2,3.2,2.14,0.4,5.8,0.0,111.0,BA2082SENQEY,BA2082,F0C0Y76
P038424,2.48,3.0,3.0,2.19,0.4,5.8,0.0,54.0,BA2082SENQEY,BA2082,F0C0Y76
P038425,0.61,0.2,0.2,0.4,0.0,0.8,0.0,86.0,BA2082SENQEY,BA2082,F0C0Y76
P038426,0.32,0.8,0.8,0.4,0.2,1.0,0.0,65.0,BA2082SENQEY,BA2082,F0C0Y76
P038427,1.97,1.6,1.6,1.36,0.2,3.6,0.0,69.0,BA2082SENQEY,BA2082,F0C0Y76
P038428,0.99,0.6,0.6,0.49,0.0,1.0,0.0,96.0,BA2082SENQEY,BA2082,F0C0Y76
P038429,1.33,1.0,1.0,0.89,0.0,2.0,0.0,71.0,BA2082SENQEY,BA2082,F0C0Y76
P038430,2.99,3.6,3.6,0.8,3.0,4.8,0.0,133.0,BA2082SENQEY,BA2082,F0C0Y76
P038431,4.36,4.2,4.2,1.47,3.0,6.4,0.0,47.0,BA2082SENQEY,BA2082,F0C0Y76
P038432,0.66,1.2,1.2,1.17,0.0,2.8,0.0,63.0,BA2082SENQEY,BA2082,F0C0Y76
P038433,1.33,2.0,2.0,0.63,1.2,2.8,0.0,118.0,BA2082SENQEY,BA2082,F0C0Y76
P038434,0.92,0.8,0.8,0.75,0.0,1.8,0.0,111.0,BA2236SENQEY,BA2236,F12C12Y48
P038435,3.54,3.0,3.0,1.26,2.0,4.8,0.0,54.0,BA2236SENQEY,BA2236,F12C12Y48
P038437,1.72,3.0,3.0,0.89,2.0,4.0,0.0,65.0,BA2236SENQEY,BA2236,F12C12Y48
P038438,5.16,6.0,6.0,1.55,5.0,8.4,0.0,69.0,BA2236SENQEY,BA2236,F12C12Y48
P038439,2.0,2.4,2.4,1.2,1.0,3.8,0.0,96.0,BA2236SENQEY,BA2236,F12C12Y48
P038440,3.13,1.8,1.8,1.47,0.2,3.8,0.0,71.0,BA2236SENQEY,BA2236,F12C12Y48
P038441,0.33,0.4,0.4,0.49,0.0,1.0,0.0,133.0,BA2236SENQEY,BA2236,F12C12Y48
P038442,4.34,3.4,3.4,0.8,2.2,4.0,0.0,47.0,BA2236SENQEY,BA2236,F12C12Y48
P038443,0.99,1.2,1.2,0.75,0.2,2.0,0.0,63.0,BA2236SENQEY,BA2236,F12C12Y48
P038444,1.65,1.6,1.6,0.8,1.0,2.8,0.0,118.0,BA2236SENQEY,BA2236,F12C12Y48
P038445,0.33,0.2,0.2,0.4,0.0,0.8,0.0,111.0,BA2135TFBQEY -> BA2278SENTFB,BA2135 -> BA2278,F16C0Y165 -> F12C12Y48
P038446,0.13,0.2,0.2,0.4,0.0,0.8,0.0,54.0,BA2135TFBQEY -> BA2278SENTFB,BA2135 -> BA2278,F16C0Y165 -> F12C12Y48
P038448,0.13,0.2,0.2,0.4,0.0,0.8,0.0,65.0,BA2135TFBQEY -> BA2278SENTFB,BA2135 -> BA2278,F16C0Y165 -> F12C12Y48
P038453,0.14,0.4,0.4,0.8,0.0,1.6,0.0,47.0,BA2135TFBQEY -> BA2278SENTFB,BA2135 -> BA2278,F16C0Y165 -> F12C12Y48
P038457,0.06,0.0,0.0,0.0,0.0,0.0,0.0,112.0,AA0636TFBQIY -> BA2172QEYTFB -> BA2034SENQEY,AA0636 -> BA2172 -> BA2034,F16C0Y165 -> F16C0Y165 -> F16C0Y165
P038459,0.92,0.6,0.6,0.49,0.0,1.0,0.0,124.0,AA0636TFBQIY -> BA2172QEYTFB -> BA2034SENQEY,AA0636 -> BA2172 -> BA2034,F16C0Y165 -> F16C0Y165 -> F16C0Y165
P038460,0.01,0.0,0.0,0.0,0.0,0.0,0.0,166.0,AA0636TFBQIY -> BA2172QEYTFB -> BA2034SENQEY,AA0636 -> BA2172 -> BA2034,F16C0Y165 -> F16C0Y165 -> F16C0Y165
P038464,0.17,0.0,0.0,0.0,0.0,0.0,0.0,94.0,AA0636TFBQIY -> BA2172QEYTFB -> BA2034SENQEY,AA0636 -> BA2172 -> BA2034,F16C0Y165 -> F16C0Y165 -> F16C0Y165
