Product,Historical_Demand,MC_Mean_Demand,Expected_Sold,Std_Sold,P5_Sold,P95_Sold,Expected_Unmet,Fare,Legs,Tasks,Assigned_Fleets
P010474,4.82,4.2,4.2,1.47,2.2,5.8,0.0,226.0,AA0565MBYQEY,AA0565,F16C0Y165
P010475,26.45,25.0,25.0,1.67,23.2,27.4,0.0,126.0,AA0565MBYQEY,AA0565,F16C0Y165
P010476,0.5,0.2,0.2,0.4,0.0,0.8,0.0,158.0,AA0565MBYQEY,AA0565,F16C0Y165
P010477,11.46,12.8,12.8,2.32,10.0,15.0,0.0,260.0,AA0565MBYQEY,AA0565,F16C0Y165
P010478,2.51,2.4,2.4,1.36,0.4,3.8,0.0,140.0,AA0565MBYQEY,AA0565,F16C0Y165
P010479,0.32,0.0,0.0,0.0,0.0,0.0,0.0,261.0,AA0565MBYQEY,AA0565,F16C0Y165
P010480,68.15,76.8,0.0,0.0,0.0,0.0,76.8,84.0,AA0565MBYQEY,AA0565,F16C0Y165
P010481,17.85,19.2,19.2,4.96,11.6,23.0,0.0,140.0,AA0565MBYQEY,AA0565,F16C0Y165
P010482,10.63,10.6,10.6,4.92,5.4,16.8,0.0,210.0,AA0565MBYQEY,AA0565,F16C0Y165
P010483,3.81,4.8,4.8,0.75,4.0,5.8,0.0,295.0,AA0569MBYQEY,AA0569,F16C0Y165
P010484,96.09,91.2,69.2,5.91,61.4,76.4,22.0,107.0,AA0569MBYQEY,AA0569,F16C0Y165
P010485,6.17,6.8,6.8,2.48,4.0,9.8,0.0,226.0,AA0569MBYQEY,AA0569,F16C0Y165
P010486,23.24,25.0,25.0,4.65,18.6,29.6,0.0,126.0,AA0569MBYQEY,AA0569,F16C0Y165
P010487,6.68,4.6,4.6,3.01,1.2,8.6,0.0,158.0,AA0569MBYQEY,AA0569,F16C0Y165
P010488,6.92,8.4,8.4,2.06,6.2,11.4,0.0,260.0,AA0569MBYQEY,AA0569,F16C0Y165
P010489,7.01,5.6,5.6,2.15,3.0,7.8,0.0,140.0,AA0569MBYQEY,AA0569,F16C0Y165
P010490,1.55,1.6,1.6,0.49,1.0,2.0,0.0,261.0,AA0569MBYQEY,AA0569,F16C0Y165
P010491,54.52,53.0,0.0,0.0,0.0,0.0,53.0,84.0,AA0569MBYQEY,AA0569,F16C0Y165
P010492,7.28,6.4,6.4,1.5,5.0,8.6,0.0,140.0,AA0569MBYQEY,AA0569,F16C0Y165
P010493,10.28,9.2,9.2,1.47,7.2,10.8,0.0,210.0,AA0569MBYQEY,AA0569,F16C0Y165
P010496,0.82,1.0,1.0,1.1,0.0,2.6,0.0,261.0,BA2106TFBQTD -> AA0453MBYTFB,BA2106 -> AA0453,F0C0Y76 -> F16C0Y165
P010497,1.49,1.0,0.2,0.4,0.0,0.8,0.8,141.0,BA2106TFBQTD -> AA0453MBYTFB,BA2106 -> AA0453,F0C0Y76 -> F16C0Y165
P010504,0.33,0.6,0.6,0.8,0.0,1.8,0.0,263.0,BA2106TFBQTD -> AA0453MBYTFB,BA2106 -> AA0453,F0C0Y76 -> F16C0Y165
P010508,0.35,0.0,0.0,0.0,0.0,0.0,0.0,141.0,BA2108TFBQTD -> AA0453MBYTFB,BA2108 -> AA0453,F0C0Y76 -> F16C0Y165
P010519,1.06,0.6,0.4,0.8,0.0,1.6,0.2,141.0,BA2100TFBQTD -> AA0457MBYTFB,BA2100 -> AA0457,F0C0Y76 -> F16C0Y165
P010521,0.36,0.2,0.2,0.4,0.0,0.8,0.0,304.0,BA2100TFBQTD -> AA0457MBYTFB,BA2100 -> AA0457,F0C0Y76 -> F16C0Y165
P010524,0.82,1.0,0.8,1.17,0.0,2.6,0.2,101.0,BA2100TFBQTD -> AA0457MBYTFB,BA2100 -> AA0457,F0C0Y76 -> F16C0Y165
P010528,0.39,0.0,0.0,0.0,0.0,0.0,0.0,119.0,AA0461MBYTFB -> BA2110TFBQTD,AA0461 -> BA2110,F16C0Y165 -> F0C0Y76
P010539,0.48,0.8,0.8,0.75,0.0,1.8,0.0,119.0,AA0467MBYTFB -> BA2110TFBQTD,AA0467 -> BA2110,F16C0Y165 -> F0C0Y76
P010540,0.74,1.0,1.0,1.1,0.0,2.6,0.0,261.0,AA0467MBYTFB -> BA2110TFBQTD,AA0467 -> BA2110,F16C0Y165 -> F0C0Y76
P010541,0.96,0.6,0.6,0.49,0.0,1.0,0.0,141.0,AA0467MBYTFB -> BA2110TFBQTD,AA0467 -> BA2110,F16C0Y165 -> F0C0Y76
P010544,0.33,0.0,0.0,0.0,0.0,0.0,0.0,159.0,AA0467MBYTFB -> BA2110TFBQTD,AA0467 -> BA2110,F16C0Y165 -> F0C0Y76
P010547,0.38,0.0,0.0,0.0,0.0,0.0,0.0,166.0,AA0467MBYTFB -> BA2110TFBQTD,AA0467 -> BA2110,F16C0Y165 -> F0C0Y76
P010557,1.43,1.2,1.2,0.75,0.2,2.0,0.0,101.0,AA0477MBYTFB -> BA2104TFBQTD,AA0477 -> BA2104,F16C0Y165 -> F12C12Y48
P010560,0.32,0.6,0.6,0.49,0.0,1.0,0.0,328.0,AA0254MBYQWS,AA0254,F16C0Y165
P010561,16.37,15.2,15.2,3.66,11.2,19.8,0.0,141.0,AA0254MBYQWS,AA0254,F16C0Y165
P010562,0.48,0.4,0.4,0.49,0.0,1.0,0.0,252.0,AA0254MBYQWS,AA0254,F16C0Y165
P010563,67.0,79.4,79.4,10.11,69.6,94.4,0.0,155.0,AA0254MBYQWS,AA0254,F16C0Y165
P010564,1.93,2.0,2.0,1.1,0.4,3.0,0.0,192.0,AA0254MBYQWS,AA0254,F16C0Y165
P010565,2.27,2.6,2.6,1.36,1.2,4.6,0.0,286.0,AA0254MBYQWS,AA0254,F16C0Y165
P010566,0.99,1.0,1.0,1.26,0.0,2.8,0.0,184.0,AA0254MBYQWS,AA0254,F16C0Y165
P010568,55.21,53.6,39.2,13.75,18.6,51.4,14.4,115.0,AA0254MBYQWS,AA0254,F16C0Y165
P010569,0.96,1.0,1.0,0.89,0.0,2.0,0.0,173.0,AA0254MBYQWS,AA0254,F16C0Y165
P010570,1.68,1.4,1.4,1.5,0.0,3.6,0.0,313.0,AA0254MBYQWS,AA0254,F16C0Y165
P010579,2.22,1.8,0.2,0.4,0.0,0.8,1.6,100.0,BA2297TFBSEN -> AA0457MBYTFB,BA2297 -> AA0457,F12C12Y48 -> F16C0Y165
P010583,0.14,0.4,0.2,0.4,0.0,0.8,0.2,121.0,BA2179TFBSEN -> AA0461MBYTFB,BA2179 -> AA0461,F0C0Y76 -> F16C0Y165
P010585,0.08,0.0,0.0,0.0,0.0,0.0,0.0,148.0,BA2179TFBSEN -> AA0461MBYTFB,BA2179 -> AA0461,F0C0Y76 -> F16C0Y165
P010586,1.4,1.0,1.0,0.89,0.0,2.0,0.0,192.0,BA2179TFBSEN -> AA0461MBYTFB,BA2179 -> AA0461,F0C0Y76 -> F16C0Y165
P010588,0.23,0.0,0.0,0.0,0.0,0.0,0.0,141.0,BA2179TFBSEN -> AA0461MBYTFB,BA2179 -> AA0461,F0C0Y76 -> F16C0Y165
P010590,0.14,0.2,0.2,0.4,0.0,0.8,0.0,100.0,BA2179TFBSEN -> AA0461MBYTFB,BA2179 -> AA0461,F0C0Y76 -> F16C0Y165
P010591,0.07,0.0,0.0,0.0,0.0,0.0,0.0,164.0,BA2179TFBSEN -> AA0461MBYTFB,BA2179 -> AA0461,F0C0Y76 -> F16C0Y165
P010594,0.9,0.6,0.6,0.49,0.0,1.0,0.0,121.0,BA2273TFBSEN -> AA0477MBYTFB,BA2273 -> AA0477,F16C0Y165 -> F16C0Y165
P010596,0.98,0.4,0.4,0.49,0.0,1.0,0.0,148.0,BA2273TFBSEN -> AA0477MBYTFB,BA2273 -> AA0477,F16C0Y165 -> F16C0Y165
P010601,7.47,4.4,4.4,1.5,3.0,6.6,0.0,100.0,BA2273TFBSEN -> AA0477MBYTFB,BA2273 -> AA0477,F16C0Y165 -> F16C0Y165
P010605,1.21,0.6,0.2,0.4,0.0,0.8,0.4,121.0,BA2325QEYSEN -> AA0561MBYQEY,BA2325 -> AA0561,F0C0Y76 -> F0C0Y76
P010616,2.09,2.2,1.8,1.6,0.0,3.8,0.4,121.0,BA2325QEYSEN -> AA0563MBYQEY,BA2325 -> AA0563,F0C0Y76 -> F16C0Y165
P010617,0.78,0.6,0.6,0.8,0.0,1.8,0.0,261.0,BA2325QEYSEN -> AA0563MBYQEY,BA2325 -> AA0563,F0C0Y76 -> F16C0Y165
P010618,0.93,0.6,0.6,0.8,0.0,1.8,0.0,148.0,BA2325QEYSEN -> AA0563MBYQEY,BA2325 -> AA0563,F0C0Y76 -> F16C0Y165
P010619,0.25,0.2,0.2,0.4,0.0,0.8,0.0,192.0,BA2325QEYSEN -> AA0563MBYQEY,BA2325 -> AA0563,F0C0Y76 -> F16C0Y165
P010622,0.34,0.4,0.4,0.8,0.0,1.6,0.0,345.0,BA2325QEYSEN -> AA0563MBYQEY,BA2325 -> AA0563,F0C0Y76 -> F16C0Y165
P010623,5.4,4.8,2.4,2.33,0.0,5.6,2.4,100.0,BA2325QEYSEN -> AA0563MBYQEY,BA2325 -> AA0563,F0C0Y76 -> F16C0Y165
P010624,0.5,1.2,1.2,1.17,0.0,2.8,0.0,164.0,BA2325QEYSEN -> AA0563MBYQEY,BA2325 -> AA0563,F0C0Y76 -> F16C0Y165
P010627,1.86,1.4,1.4,0.8,0.2,2.0,0.0,121.0,BA2019QEYSEN -> AA0565MBYQEY,BA2019 -> AA0565,F0C0Y76 -> F16C0Y165
P010629,0.55,0.6,0.6,0.49,0.0,1.0,0.0,148.0,BA2019QEYSEN -> AA0565MBYQEY,BA2019 -> AA0565,F0C0Y76 -> F16C0Y165
P010634,5.29,5.8,0.0,0.0,0.0,0.0,5.8,100.0,BA2019QEYSEN -> AA0565MBYQEY,BA2019 -> AA0565,F0C0Y76 -> F16C0Y165
P010637,2.14,1.0,1.0,0.63,0.2,1.8,0.0,272.0,AA0245MBYTFB,super_AA0245,F16C0Y165
P010638,35.41,34.0,34.0,8.17,21.6,41.4,0.0,115.0,AA0245MBYTFB,super_AA0245,F16C0Y165
P010639,2.6,2.2,2.2,1.17,0.4,3.0,0.0,234.0,AA0245MBYTFB,super_AA0245,F16C0Y165
P010640,4.4,4.0,4.0,3.1,2.0,8.8,0.0,140.0,AA0245MBYTFB,super_AA0245,F16C0Y165
P010641,1.13,1.2,1.2,1.47,0.0,3.4,0.0,183.0,AA0245MBYTFB,super_AA0245,F16C0Y165
P010642,0.84,0.4,0.4,0.8,0.0,1.6,0.0,258.0,AA0245MBYTFB,super_AA0245,F16C0Y165
P010643,5.77,6.2,6.2,2.71,3.4,10.2,0.0,186.0,AA0245MBYTFB,super_AA0245,F16C0Y165
P010644,0.28,0.4,0.4,0.49,0.0,1.0,0.0,259.0,AA0245MBYTFB,super_AA0245,F16C0Y165
P010645,88.23,106.0,96.8,7.65,85.0,102.6,9.2,88.0,AA0245MBYTFB,super_AA0245,F16C0Y165
P010646,4.68,3.8,3.8,2.14,0.6,5.8,0.0,155.0,AA0245MBYTFB,super_AA0245,F16C0Y165
P010647,3.39,3.8,3.8,1.72,1.4,5.8,0.0,229.0,AA0245MBYTFB,super_AA0245,F16C0Y165
P010648,0.8,1.2,1.2,1.17,0.0,2.8,0.0,272.0,AA0451MBYTFB,AA0451,F16C0Y165
P010649,58.7,57.2,57.2,4.35,51.2,62.4,0.0,115.0,AA0451MBYTFB,AA0451,F16C0Y165
P010650,3.29,3.6,3.6,1.96,1.4,6.4,0.0,234.0,AA0451MBYTFB,AA0451,F16C0Y165
P010651,3.83,4.8,4.8,0.75,4.0,5.8,0.0,140.0,AA0451MBYTFB,AA0451,F16C0Y165
P010652,3.15,1.6,1.6,1.62,0.0,3.8,0.0,183.0,AA0451MBYTFB,AA0451,F16C0Y165
P010654,11.98,14.2,14.2,2.56,11.2,17.6,0.0,186.0,AA0451MBYTFB,AA0451,F16C0Y165
P010656,82.21,81.0,40.6,9.58,29.0,50.2,40.4,88.0,AA0451MBYTFB,AA0451,F16C0Y165
P010657,9.33,8.6,8.6,2.15,6.2,11.6,0.0,155.0,AA0451MBYTFB,AA0451,F16C0Y165
P010658,4.89,3.8,3.8,1.47,2.0,5.0,0.0,229.0,AA0451MBYTFB,AA0451,F16C0Y165
P010659,0.66,0.2,0.2,0.4,0.0,0.8,0.0,272.0,AA0453MBYTFB,AA0453,F16C0Y165
P010660,32.15,31.2,31.2,4.45,25.8,37.2,0.0,115.0,AA0453MBYTFB,AA0453,F16C0Y165
P010661,7.24,8.2,8.2,3.37,4.4,13.0,0.0,234.0,AA0453MBYTFB,AA0453,F16C0Y165
P010662,15.01,13.0,13.0,2.37,9.6,15.6,0.0,140.0,AA0453MBYTFB,AA0453,F16C0Y165
P010663,10.55,14.0,14.0,1.41,12.2,15.8,0.0,183.0,AA0453MBYTFB,AA0453,F16C0Y165
P010664,7.94,6.0,6.0,2.83,3.2,10.2,0.0,258.0,AA0453MBYTFB,AA0453,F16C0Y165
P010665,6.78,5.2,5.2,3.06,0.8,8.6,0.0,186.0,AA0453MBYTFB,AA0453,F16C0Y165
P010666,0.63,1.0,1.0,0.63,0.2,1.8,0.0,259.0,AA0453MBYTFB,AA0453,F16C0Y165
P010667,38.82,31.2,21.0,9.98,9.0,31.4,10.2,88.0,AA0453MBYTFB,AA0453,F16C0Y165
P010668,22.23,21.2,21.2,6.52,13.4,29.6,0.0,155.0,AA0453MBYTFB,AA0453,F16C0Y165
P010669,6.17,7.8,7.8,1.17,7.0,9.6,0.0,229.0,AA0453MBYTFB,AA0453,F16C0Y165
P010670,1.73,2.0,2.0,0.89,1.0,3.0,0.0,272.0,AA0457MBYTFB,AA0457,F16C0Y165
P010671,74.74,72.0,70.4,5.04,64.0,76.6,1.6,115.0,AA0457MBYTFB,AA0457,F16C0Y165
P010672,6.04,3.6,3.6,1.36,2.0,5.0,0.0,234.0,AA0457MBYTFB,AA0457,F16C0Y165
P010673,16.05,15.4,15.4,4.03,11.0,20.0,0.0,140.0,AA0457MBYTFB,AA0457,F16C0Y165
P010674,5.34,4.8,4.8,1.17,3.2,6.0,0.0,183.0,AA0457MBYTFB,AA0457,F16C0Y165
P010675,1.47,1.8,1.8,1.17,1.0,3.6,0.0,258.0,AA0457MBYTFB,AA0457,F16C0Y165
P010676,11.09,14.0,14.0,2.28,11.4,17.2,0.0,186.0,AA0457MBYTFB,AA0457,F16C0Y165
P010677,0.55,0.8,0.8,0.4,0.2,1.0,0.0,259.0,AA0457MBYTFB,AA0457,F16C0Y165
P010678,21.1,24.2,3.4,2.8,0.0,6.0,20.8,88.0,AA0457MBYTFB,AA0457,F16C0Y165
P010679,11.51,11.6,11.6,3.38,6.8,15.0,0.0,155.0,AA0457MBYTFB,AA0457,F16C0Y165
P010680,3.72,2.6,2.6,1.5,0.4,4.0,0.0,229.0,AA0457MBYTFB,AA0457,F16C0Y165
P010681,1.98,1.2,1.2,0.4,1.0,1.8,0.0,272.0,AA0461MBYTFB,AA0461,F16C0Y165
P010682,26.78,25.0,24.4,7.45,14.0,30.8,0.6,115.0,AA0461MBYTFB,AA0461,F16C0Y165
P010683,3.58,2.6,2.6,0.8,2.0,3.8,0.0,234.0,AA0461MBYTFB,AA0461,F16C0Y165
P010684,57.83,61.2,61.2,14.44,47.6,82.8,0.0,140.0,AA0461MBYTFB,AA0461,F16C0Y165
P010685,5.08,5.6,5.6,2.5,1.8,7.8,0.0,183.0,AA0461MBYTFB,AA0461,F16C0Y165
P010686,2.61,2.6,2.6,1.02,1.2,3.8,0.0,258.0,AA0461MBYTFB,AA0461,F16C0Y165
P010687,8.41,9.4,9.4,2.5,6.2,12.0,0.0,186.0,AA0461MBYTFB,AA0461,F16C0Y165
P010688,0.45,0.2,0.2,0.4,0.0,0.8,0.0,259.0,AA0461MBYTFB,AA0461,F16C0Y165
P010689,19.85,19.6,8.6,8.48,0.0,20.4,11.0,88.0,AA0461MBYTFB,AA0461,F16C0Y165
P010690,5.17,5.4,5.4,1.36,3.4,6.8,0.0,155.0,AA0461MBYTFB,AA0461,F16C0Y165
P010691,5.33,4.4,4.4,0.8,3.2,5.0,0.0,229.0,AA0461MBYTFB,AA0461,F16C0Y165
P010692,1.24,0.6,0.6,0.8,0.0,1.8,0.0,272.0,AA0463MBYTFB,AA0463,F16C0Y165
P010693,45.15,46.2,46.2,8.86,35.6,57.2,0.0,115.0,AA0463MBYTFB,AA0463,F16C0Y165
P010694,0.88,0.4,0.4,0.49,0.0,1.0,0.0,234.0,AA0463MBYTFB,AA0463,F16C0Y165
P010695,6.24,5.0,5.0,2.28,1.8,7.6,0.0,140.0,AA0463MBYTFB,AA0463,F16C0Y165
P010696,1.56,1.6,1.6,1.02,0.2,2.8,0.0,183.0,AA0463MBYTFB,AA0463,F16C0Y165
P010697,0.61,1.8,1.8,0.75,1.0,2.8,0.0,258.0,AA0463MBYTFB,AA0463,F16C0Y165
P010698,12.76,14.2,14.2,2.56,11.2,17.6,0.0,186.0,AA0463MBYTFB,AA0463,F16C0Y165
P010700,84.39,79.4,67.4,9.99,57.6,82.2,12.0,88.0,AA0463MBYTFB,AA0463,F16C0Y165
P010701,10.85,10.6,10.6,4.08,7.2,16.8,0.0,155.0,AA0463MBYTFB,AA0463,F16C0Y165
P010702,2.28,2.6,2.6,1.02,1.2,3.8,0.0,229.0,AA0463MBYTFB,AA0463,F16C0Y165
P010703,1.73,1.0,1.0,0.63,0.2,1.8,0.0,272.0,AA0465MBYTFB,AA0465,F16C0Y165
P010704,52.69,59.4,56.6,8.96,43.0,64.6,2.8,115.0,AA0465MBYTFB,AA0465,F16C0Y165
P010705,3.55,2.2,2.2,0.98,1.2,3.6,0.0,234.0,AA0465MBYTFB,AA0465,F16C0Y165
P010706,18.47,19.6,19.6,7.0,11.2,27.6,0.0,140.0,AA0465MBYTFB,AA0465,F16C0Y165
P010707,5.92,6.0,6.0,2.0,3.4,8.6,0.0,183.0,AA0465MBYTFB,AA0465,F16C0Y165
P010708,0.51,0.8,0.8,0.4,0.2,1.0,0.0,258.0,AA0465MBYTFB,AA0465,F16C0Y165
P010709,11.11,11.6,11.6,1.2,10.2,13.0,0.0,186.0,AA0465MBYTFB,AA0465,F16C0Y165
P010710,0.95,0.8,0.8,0.75,0.0,1.8,0.0,259.0,AA0465MBYTFB,AA0465,F16C0Y165
P010711,31.34,30.4,12.0,10.18,0.0,22.8,18.4,88.0,AA0465MBYTFB,AA0465,F16C0Y165
P010712,24.67,26.6,26.6,3.07,22.4,29.8,0.0,155.0,AA0465MBYTFB,AA0465,F16C0Y165
P010713,5.28,5.0,5.0,2.19,3.0,8.2,0.0,229.0,AA0465MBYTFB,AA0465,F16C0Y165
P010714,1.25,0.8,0.8,0.75,0.0,1.8,0.0,272.0,AA0467MBYTFB,AA0467,F16C0Y165
P010715,26.59,28.0,28.0,0.89,27.0,29.0,0.0,115.0,AA0467MBYTFB,AA0467,F16C0Y165
P010716,4.91,4.8,4.8,2.14,2.2,7.6,0.0,234.0,AA0467MBYTFB,AA0467,F16C0Y165
P010717,30.66,30.6,30.6,9.18,21.0,42.8,0.0,140.0,AA0467MBYTFB,AA0467,F16C0Y165
P010718,5.02,3.8,3.8,2.56,0.4,6.8,0.0,183.0,AA0467MBYTFB,AA0467,F16C0Y165
P010719,1.38,1.2,1.2,0.75,0.2,2.0,0.0,258.0,AA0467MBYTFB,AA0467,F16C0Y165
P010720,13.0,12.2,12.2,4.71,5.8,17.6,0.0,186.0,AA0467MBYTFB,AA0467,F16C0Y165
P010722,18.31,19.4,19.4,3.98,14.6,24.8,0.0,88.0,AA0467MBYTFB,AA0467,F16C0Y165
P010723,10.59,9.6,9.6,2.15,7.0,11.8,0.0,155.0,AA0467MBYTFB,AA0467,F16C0Y165
P010724,4.43,5.6,5.6,3.14,1.6,9.6,0.0,229.0,AA0467MBYTFB,AA0467,F16C0Y165
P010725,6.34,5.0,5.0,2.28,2.2,7.8,0.0,272.0,AA0469MBYTFB,AA0469,F16C0Y165
P010726,68.65,71.4,71.4,14.01,51.4,87.2,0.0,115.0,AA0469MBYTFB,AA0469,F16C0Y165
P010727,6.29,7.0,7.0,3.35,2.0,10.0,0.0,234.0,AA0469MBYTFB,AA0469,F16C0Y165
P010728,9.37,10.0,10.0,1.79,8.2,12.6,0.0,140.0,AA0469MBYTFB,AA0469,F16C0Y165
P010729,5.7,5.2,5.2,3.19,2.2,10.0,0.0,183.0,AA0469MBYTFB,AA0469,F16C0Y165
P010730,6.23,6.4,6.4,2.33,3.4,9.0,0.0,258.0,AA0469MBYTFB,AA0469,F16C0Y165
P010731,2.05,1.2,1.2,0.98,0.2,2.6,0.0,186.0,AA0469MBYTFB,AA0469,F16C0Y165
P010733,65.89,60.6,22.0,6.57,13.6,29.8,38.6,88.0,AA0469MBYTFB,AA0469,F16C0Y165
P010734,20.19,17.6,17.6,2.06,14.6,19.8,0.0,155.0,AA0469MBYTFB,AA0469,F16C0Y165
P010735,3.1,2.8,2.8,0.75,2.0,3.8,0.0,229.0,AA0469MBYTFB,AA0469,F16C0Y165
P010736,0.84,0.4,0.4,0.49,0.0,1.0,0.0,272.0,AA0471MBYTFB,AA0471,F16C0Y165
P010737,38.41,39.8,39.8,7.41,31.8,50.4,0.0,115.0,AA0471MBYTFB,AA0471,F16C0Y165
P010738,7.22,6.6,6.6,1.62,5.0,8.8,0.0,234.0,AA0471MBYTFB,AA0471,F16C0Y165
P010739,8.48,8.0,8.0,1.26,6.2,9.0,0.0,140.0,AA0471MBYTFB,AA0471,F16C0Y165
P010740,7.28,8.0,8.0,2.97,4.6,12.2,0.0,183.0,AA0471MBYTFB,AA0471,F16C0Y165
P010741,1.38,0.6,0.6,0.8,0.0,1.8,0.0,258.0,AA0471MBYTFB,AA0471,F16C0Y165
P010742,10.97,13.0,13.0,4.0,7.2,17.4,0.0,186.0,AA0471MBYTFB,AA0471,F16C0Y165
P010743,0.31,0.8,0.8,0.75,0.0,1.8,0.0,259.0,AA0471MBYTFB,AA0471,F16C0Y165
P010744,116.42,130.2,28.2,9.52,16.4,39.6,102.0,88.0,AA0471MBYTFB,AA0471,F16C0Y165
P010745,18.85,15.2,15.2,3.92,10.0,20.2,0.0,155.0,AA0471MBYTFB,AA0471,F16C0Y165
P010746,4.07,4.4,4.4,0.8,3.2,5.0,0.0,229.0,AA0471MBYTFB,AA0471,F16C0Y165
P010747,0.97,1.0,1.0,0.89,0.0,2.0,0.0,272.0,AA0477MBYTFB,AA0477,F16C0Y165
P010748,34.09,42.0,42.0,6.6,36.0,51.6,0.0,115.0,AA0477MBYTFB,AA0477,F16C0Y165
P010749,3.35,2.6,2.6,0.49,2.0,3.0,0.0,234.0,AA0477MBYTFB,AA0477,F16C0Y165
P010750,3.23,2.8,2.8,1.47,0.6,4.0,0.0,140.0,AA0477MBYTFB,AA0477,F16C0Y165
P010751,3.27,2.4,2.4,1.5,1.0,4.6,0.0,183.0,AA0477MBYTFB,AA0477,F16C0Y165
P010752,2.02,2.2,2.2,0.98,1.2,3.6,0.0,258.0,AA0477MBYTFB,AA0477,F16C0Y165
P010753,11.71,12.4,12.4,4.63,8.0,18.0,0.0,186.0,AA0477MBYTFB,AA0477,F16C0Y165
P010754,1.36,1.8,1.8,1.33,0.2,3.6,0.0,259.0,AA0477MBYTFB,AA0477,F16C0Y165
P010755,99.09,96.2,41.0,9.84,30.4,54.8,55.2,88.0,AA0477MBYTFB,AA0477,F16C0Y165
P010756,9.41,10.6,10.6,3.44,6.2,14.0,0.0,155.0,AA0477MBYTFB,AA0477,F16C0Y165
P010757,7.56,6.8,6.8,1.94,4.2,8.8,0.0,229.0,AA0477MBYTFB,AA0477,F16C0Y165
P010759,0.42,0.0,0.0,0.0,0.0,0.0,0.0,115.0,BA2624QEYTFB -> AA0561MBYQEY,BA2624 -> AA0561,F16C0Y165 -> F0C0Y76
P010761,0.42,0.0,0.0,0.0,0.0,0.0,0.0,140.0,BA2624QEYTFB -> AA0561MBYQEY,BA2624 -> AA0561,F16C0Y165 -> F0C0Y76
P010762,0.17,0.0,0.0,0.0,0.0,0.0,0.0,183.0,BA2624QEYTFB -> AA0561MBYQEY,BA2624 -> AA0561,F16C0Y165 -> F0C0Y76
P010764,0.01,0.0,0.0,0.0,0.0,0.0,0.0,186.0,BA2624QEYTFB -> AA0561MBYQEY,BA2624 -> AA0561,F16C0Y165 -> F0C0Y76
P010766,2.85,2.8,0.2,0.4,0.0,0.8,2.6,88.0,BA2624QEYTFB -> AA0561MBYQEY,BA2624 -> AA0561,F16C0Y165 -> F0C0Y76
P010767,0.42,0.2,0.2,0.4,0.0,0.8,0.0,155.0,BA2624QEYTFB -> AA0561MBYQEY,BA2624 -> AA0561,F16C0Y165 -> F0C0Y76
P010770,0.42,0.2,0.2,0.4,0.0,0.8,0.0,115.0,BA2624QEYTFB -> AA0563MBYQEY,BA2624 -> AA0563,F16C0Y165 -> F16C0Y165
P010772,0.42,0.6,0.6,0.49,0.0,1.0,0.0,140.0,BA2624QEYTFB -> AA0563MBYQEY,BA2624 -> AA0563,F16C0Y165 -> F16C0Y165
P010773,0.17,0.4,0.4,0.49,0.0,1.0,0.0,183.0,BA2624QEYTFB -> AA0563MBYQEY,BA2624 -> AA0563,F16C0Y165 -> F16C0Y165
P010775,0.01,0.0,0.0,0.0,0.0,0.0,0.0,186.0,BA2624QEYTFB -> AA0563MBYQEY,BA2624 -> AA0563,F16C0Y165 -> F16C0Y165
P010777,1.33,1.2,0.4,0.8,0.0,1.6,0.8,88.0,BA2624QEYTFB -> AA0563MBYQEY,BA2624 -> AA0563,F16C0Y165 -> F16C0Y165
P010778,0.19,0.6,0.6,0.49,0.0,1.0,0.0,155.0,BA2624QEYTFB -> AA0563MBYQEY,BA2624 -> AA0563,F16C0Y165 -> F16C0Y165
P010781,0.1,0.0,0.0,0.0,0.0,0.0,0.0,115.0,AA0565MBYQEY -> BA2056QEYTFB,AA0565 -> BA2056,F16C0Y165 -> F0C0Y72
P010786,0.82,0.6,0.6,0.49,0.0,1.0,0.0,186.0,AA0565MBYQEY -> BA2056QEYTFB,AA0565 -> BA2056,F16C0Y165 -> F0C0Y72
P010788,5.77,6.2,0.0,0.0,0.0,0.0,6.2,88.0,AA0565MBYQEY -> BA2056QEYTFB,AA0565 -> BA2056,F16C0Y165 -> F0C0Y72
P010792,7.47,7.4,7.4,2.06,4.6,9.8,0.0,115.0,AA0569MBYQEY -> BA2026QEYTFB,AA0569 -> BA2026,F16C0Y165 -> F0C0Y76
P010799,5.06,5.0,0.0,0.0,0.0,0.0,5.0,88.0,AA0569MBYQEY -> BA2026QEYTFB,AA0569 -> BA2026,F16C0Y165 -> F0C0Y76
P010803,1.22,2.2,2.2,1.6,0.2,4.0,0.0,115.0,AA0569MBYQEY -> BA2162QEYTFB,AA0569 -> BA2162,F16C0Y165 -> F12C12Y48
P010810,1.94,1.6,0.2,0.4,0.0,0.8,1.4,88.0,AA0569MBYQEY -> BA2162QEYTFB,AA0569 -> BA2162,F16C0Y165 -> F12C12Y48
P010814,10.74,10.0,10.0,2.83,5.8,12.8,0.0,127.0,AA0250MBYTKE,AA0250,F16C0Y165
P010816,91.79,82.8,82.8,15.28,62.2,99.4,0.0,150.0,AA0250MBYTKE,AA0250,F16C0Y165
P010817,0.54,0.6,0.6,0.49,0.0,1.0,0.0,195.0,AA0250MBYTKE,AA0250,F16C0Y165
P010819,0.42,0.6,0.6,0.8,0.0,1.8,0.0,162.0,AA0250MBYTKE,AA0250,F16C0Y165
P010820,0.67,0.6,0.6,0.49,0.0,1.0,0.0,303.0,AA0250MBYTKE,AA0250,F16C0Y165
