Leg,Task,Origin,Destination,Parent_Task,Assigned_Fleet,Seat_Capacity,Expected_Passengers,Total_Passengers,Expected_Load(%),Load_Factor(%),Bottleneck_Freq(%),Expected_Shadow_Price,Shadow_Price,Attributed_Revenue,Revenue_Contribution,Revenue_Per_Pax,Product_Count,Value_Score,Recommendation_Tag,Recommendation_Reason
AA0039NTQTFB,AA0039,NTQ,TFB,AA0039,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,20.6,20.6,24727.8,24727.8,149.87,22,28126.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0893TKDLPB,AA0893,TKD,LPB,AA0893,F16C0Y165,165,150.2,150.2,91.03,91.03,20.0,5.0,5.0,27300.6,27300.6,181.76,6,28125.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0249HEMMBY,AA0249,HEM,MBY,AA0249,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,22.44,22.44,24384.7,24384.7,147.79,13,28087.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0670TFBEGX,AA0670,TFB,EGX,AA0670,F16C0Y165,165,161.0,161.0,97.58,97.58,40.0,6.68,6.68,26974.5,26974.5,167.54,35,28076.7,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0609MBTTFB,AA0609,MBT,TFB,AA0609,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,21.96,21.96,24177.3,24177.3,146.53,17,27800.7,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0611MBTTFB,AA0611,MBT,TFB,AA0611,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,20.6,20.6,24216.5,24216.5,146.77,69,27615.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0619MBTTFB,AA0619,MBT,TFB,AA0619,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,22.96,22.96,23749.63,23749.63,143.94,48,27538.03,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0400QEYTKD,AA0400,QEY,TKD,AA0400,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,18.92,18.92,24323.1,24323.1,147.41,27,27444.9,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0672TFBEFO,AA0672,TFB,EFO,AA0672,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,23.8,23.8,23394.8,23394.8,141.79,68,27321.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0615MBTTFB,AA0615,MBT,TFB,AA0615,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,20.96,20.96,23847.3,23847.3,144.53,58,27305.7,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0665EGXTFB,AA0665,EGX,TFB,AA0665,F16C0Y165,165,144.8,144.8,87.76,87.76,20.0,2.28,2.28,26823.8,26823.8,185.25,60,27200.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0603MBTTFB,AA0603,MBT,TFB,AA0603,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,22.64,22.64,23400.7,23400.7,141.82,75,27136.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0632TFBQIY,AA0632,TFB,QIY,AA0632,F16C0Y165,165,163.6,163.6,99.15,99.15,80.0,17.76,17.76,24148.7,24148.7,147.61,31,27079.1,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0139PSEBOD,AA0139,PSE,BOD,AA0139,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,56.2,56.2,22780.1,22780.1,299.74,45,27051.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0365TNGTFB,AA0365,TNG,TFB,AA0365,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,19.72,19.72,23771.57,23771.57,144.07,65,27025.37,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0223NFYMBY,AA0223,NFY,MBY,AA0223,F16C0Y165,165,159.0,159.0,96.36,96.36,60.0,15.72,15.72,24388.7,24388.7,153.39,15,26982.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0685EFOTFB,AA0685,EFO,TFB,AA0685,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,19.96,19.96,23645.93,23645.93,143.31,66,26939.33,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0709MBYZWS,AA0709,MBY,ZWS,AA0709,F16C0Y165,165,162.8,162.8,98.67,98.67,80.0,18.48,18.48,23843.6,23843.6,146.46,12,26892.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0453MBYTFB,AA0453,MBY,TFB,AA0453,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,13.64,13.64,24471.9,24471.9,148.31,69,26722.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0368TFBTNG,AA0368,TFB,TNG,AA0368,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,18.44,18.44,23640.7,23640.7,143.28,49,26683.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0254MBYQWS,AA0254,MBY,QWS,AA0254,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,20.24,20.24,23221.5,23221.5,140.74,23,26561.1,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0565MBYQEY,AA0565,MBY,QEY,AA0565,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,21.24,21.24,22967.8,22967.8,139.2,31,26472.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0135QEYBOD,AA0135,QEY,BOD,AA0135,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,50.52,50.52,22601.63,22601.63,297.39,33,26441.15,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0461MBYTFB,AA0461,MBY,TFB,AA0461,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,19.6,19.6,23051.6,23051.6,139.71,84,26285.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0504TFBTOB,AA0504,TFB,TOB,AA0504,F16C0Y165,165,161.6,161.6,97.94,97.94,60.0,10.68,10.68,24501.9,24501.9,151.62,46,26264.1,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0533POUTFB,AA0533,POU,TFB,AA0533,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,19.84,19.84,22873.6,22873.6,138.63,60,26147.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0465MBYTFB,AA0465,MBY,TFB,AA0465,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,19.16,19.16,22933.03,22933.03,138.99,68,26094.43,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0633QIYTFB,AA0633,QIY,TFB,AA0633,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,21.92,21.92,22436.1,22436.1,135.98,60,26052.9,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0256MBYNFY,AA0256,MBY,NFY,AA0256,F16C0Y165,165,156.0,156.0,94.55,94.55,40.0,10.72,10.72,24201.0,24201.0,155.13,9,25969.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0569MBYQEY,AA0569,MBY,QEY,AA0569,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,20.64,20.64,22378.27,22378.27,135.63,41,25783.87,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0679EFOTFB,AA0679,EFO,TFB,AA0679,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,19.04,19.04,22632.4,22632.4,137.17,63,25774.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0706ZWSMBY,AA0706,ZWS,MBY,AA0706,F16C0Y165,165,152.0,152.0,92.12,92.12,20.0,4.64,4.64,24990.6,24990.6,164.41,12,25756.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0560QEYMBY,AA0560,QEY,MBY,AA0560,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,16.6,16.6,22877.5,22877.5,138.65,29,25616.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0645QIYTFB,AA0645,QIY,TFB,AA0645,F16C0Y165,165,161.2,161.2,97.7,97.7,60.0,13.64,13.64,23354.2,23354.2,144.88,63,25604.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0531POUTFB,AA0531,POU,TFB,AA0531,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,17.8,17.8,22646.3,22646.3,137.25,42,25583.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0469MBYTFB,AA0469,MBY,TFB,AA0469,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,17.6,17.6,22640.1,22640.1,137.21,59,25544.1,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0575TBOQEY,AA0575,TBO,QEY,AA0575,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,18.6,18.6,22459.4,22459.4,136.12,27,25528.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0081TFBBOD,AA0081,TFB,BOD,AA0081,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,44.6,44.6,22112.2,22112.2,290.95,20,25501.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0248MBYHEM,AA0248,MBY,HEM,AA0248,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,20.2,20.2,22148.3,22148.3,134.23,24,25481.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0320TFBTKD,AA0320,TFB,TKD,AA0320,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,12.72,12.72,23352.87,23352.87,141.53,34,25451.67,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0608TFBMBT,AA0608,TFB,MBT,AA0608,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,20.6,20.6,21891.5,21891.5,132.68,77,25290.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0508TFBTOB,AA0508,TFB,TOB,AA0508,F16C0Y165,165,164.8,164.8,99.88,99.88,80.0,10.16,10.16,23557.8,23557.8,142.95,33,25234.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0657QIYQEY,AA0657,QIY,QEY,AA0657,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,22.0,22.0,21558.2,21558.2,130.66,44,25188.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0673EFOTFB,AA0673,EFO,TFB,AA0673,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,16.0,16.0,22512.3,22512.3,136.44,66,25152.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0324TFBTKD,AA0324,TFB,TKD,AA0324,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,17.2,17.2,22270.2,22270.2,134.97,42,25108.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0242MBYHEM,AA0242,MBY,HEM,AA0242,F16C0Y165,165,164.2,164.2,99.52,99.52,80.0,16.16,16.16,22430.0,22430.0,136.6,8,25096.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0243HEMMBY,AA0243,HEM,MBY,AA0243,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,19.8,19.8,21826.3,21826.3,132.28,13,25093.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0647MBTCMJ,AA0647,MBT,CMJ,AA0647,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,21.0,21.0,21599.8,21599.8,130.91,13,25064.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0495TBOTFB,AA0495,TBO,TFB,AA0495,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,18.4,18.4,22014.47,22014.47,133.42,57,25050.47,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0092BODTFB,AA0092,BOD,TFB,AA0092,F16C0Y165,165,113.4,113.4,68.73,68.73,0.0,0.0,0.0,25045.74,25045.74,220.86,72,25045.74,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
AA0072KOVTFB,AA0072,KOV,TFB,AA0072,F16C0Y165,165,130.6,130.6,79.15,79.15,0.0,0.0,0.0,24796.3,24796.3,189.86,41,24796.3,Keep,This leg does not currently exhibit a strong adjustment signal.
AA0649MBTCMJ,AA0649,MBT,CMJ,AA0649,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,21.6,21.6,21124.2,21124.2,128.03,20,24688.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0212MBYNAU,AA0212,MBY,NAU,AA0212,F16C0Y165,165,160.4,160.4,97.21,97.21,80.0,16.8,16.8,21880.0,21880.0,136.41,6,24652.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0457MBYTFB,AA0457,MBY,TFB,AA0457,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,18.68,18.68,21505.4,21505.4,130.34,59,24587.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0758TFBNDJ,AA0758,TFB,NDJ,AA0758,F16C0Y165,165,157.6,157.6,95.52,95.52,40.0,1.84,1.84,24267.1,24267.1,153.98,22,24570.7,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0458TFBMBY,AA0458,TFB,MBY,AA0458,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,17.8,17.8,21445.8,21445.8,129.97,67,24382.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0637QIYTFB,AA0637,QIY,TFB,AA0637,F16C0Y165,165,163.4,163.4,99.03,99.03,60.0,9.16,9.16,22803.2,22803.2,139.55,36,24314.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0583TOBQEY,AA0583,TOB,QEY,AA0583,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,17.0,17.0,21400.57,21400.57,129.7,42,24205.57,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0471MBYTFB,AA0471,MBY,TFB,AA0471,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,17.6,17.6,21161.7,21161.7,128.25,69,24065.7,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0128GBJTFB,AA0128,GBJ,TFB,AA0128,F16C0Y165,165,104.6,104.6,63.39,63.39,0.0,0.0,0.0,24055.0,24055.0,229.97,58,24055.0,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
AA0054TDDBOD,AA0054,TDD,BOD,AA0054,F0C0Y76,76,65.8,65.8,86.58,86.58,0.0,0.0,0.0,23939.8,23939.8,363.83,4,23939.8,Keep,This leg does not currently exhibit a strong adjustment signal.
AA0315TGPTFB,AA0315,TGP,TFB,AA0315,F16C0Y165,165,164.2,164.2,99.52,99.52,80.0,13.28,13.28,21693.2,21693.2,132.11,46,23884.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0731TFBBOD,AA0731,TFB,BOD,super_AA0731,F16C0Y165,165,129.8,129.8,78.67,78.67,0.0,0.0,0.0,23674.87,23674.87,182.39,130,23674.87,Keep,This leg does not currently exhibit a strong adjustment signal.
AA0467MBYTFB,AA0467,MBY,TFB,AA0467,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,15.36,15.36,21123.5,21123.5,128.02,85,23657.9,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0511TOBTFB,AA0511,TOB,TFB,AA0511,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,17.8,17.8,20716.3,20716.3,125.55,56,23653.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0125TFBGBJ,AA0125,TFB,GBJ,AA0125,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,39.84,39.84,20596.1,20596.1,271.0,86,23623.94,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0527CVSTFB,AA0527,CVS,TFB,AA0527,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,18.0,18.0,20563.97,20563.97,124.63,30,23533.97,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0507TOBTFB,AA0507,TOB,TFB,AA0507,F16C0Y165,165,158.2,158.2,95.88,95.88,40.0,3.92,3.92,22832.7,22832.7,144.33,40,23479.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0373TNGTFB,AA0373,TNG,TFB,AA0373,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,17.68,17.68,20394.37,20394.37,123.6,82,23311.57,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0625MBTQEY,AA0625,MBT,QEY,AA0625,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,18.84,18.84,20197.0,20197.0,122.41,49,23305.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0456TFBMBY,AA0456,TFB,MBY,AA0456,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,17.8,17.8,20368.13,20368.13,123.44,72,23305.13,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0244TFBMBY,AA0244,TFB,MBY,super_AA0244,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,17.8,17.8,20253.43,20253.43,122.75,43,23190.43,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0477MBYTFB,AA0477,MBY,TFB,AA0477,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,17.6,17.6,19892.2,19892.2,120.56,50,22796.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0820PHHTNG,AA0820,PHH,TNG,super_AA0820,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,48.56,48.56,19059.9,19059.9,250.79,36,22750.46,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0451MBYTFB,AA0451,MBY,TFB,AA0451,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,17.0,17.0,19896.1,19896.1,120.58,29,22701.1,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0626QEYMBT,AA0626,QEY,MBT,AA0626,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,20.24,20.24,19338.6,19338.6,117.2,32,22678.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0503TOBTFB,AA0503,TOB,TFB,AA0503,F16C0Y165,165,163.2,163.2,98.91,98.91,60.0,10.68,10.68,20819.3,20819.3,127.57,54,22581.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0623MBTQEY,AA0623,MBT,QEY,AA0623,F16C0Y165,165,164.4,164.4,99.64,99.64,60.0,10.44,10.44,20843.5,20843.5,126.79,42,22566.1,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0250MBYTKE,AA0250,MBY,TKE,AA0250,F16C0Y165,165,155.8,155.8,94.42,94.42,40.0,9.28,9.28,21006.83,21006.83,134.83,22,22538.03,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0211NAUMBY,AA0211,NAU,MBY,AA0211,F16C0Y165,165,151.2,151.2,91.64,91.64,20.0,4.28,4.28,21762.4,21762.4,143.93,7,22468.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0612TFBMBT,AA0612,TFB,MBT,AA0612,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,19.0,19.0,19277.3,19277.3,116.83,42,22412.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0563MBYQEY,AA0563,MBY,QEY,AA0563,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,16.8,16.8,19554.5,19554.5,118.51,37,22326.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0313TGPTFB,AA0313,TGP,TFB,AA0313,F16C0Y165,165,163.4,163.4,99.03,99.03,80.0,13.28,13.28,20081.7,20081.7,122.9,68,22272.9,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0730BODTFB,AA0730,BOD,TFB,super_AA0730,F16C0Y165,165,117.2,117.2,71.03,71.03,0.0,0.0,0.0,22232.9,22232.9,189.7,83,22232.9,Keep,This leg does not currently exhibit a strong adjustment signal.
AA0613MBTTFB,AA0613,MBT,TFB,AA0613,F16C0Y165,165,159.6,159.6,96.73,96.73,60.0,11.84,11.84,20276.2,20276.2,127.04,11,22229.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0505TOBTFB,AA0505,TOB,TFB,AA0505,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,17.8,17.8,19248.0,19248.0,116.65,12,22185.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
