Leg,Expected_Shadow_Price,Std_Shadow_Price,P5_Shadow_Price,P95_Shadow_Price
AA0480TFBTBO,0.0,0.0,0.0,0.0
BA2403CPJTKD,17.12,8.56,4.28,21.4
AA0609MBTTFB,21.96,2.72,17.88,24.0
AA2702IOMCMJ,0.0,0.0,0.0,0.0
BA2167QEYTKD,0.0,0.0,0.0,0.0
AA0059TFBKOV,17.92,14.6405,0.0,30.52
AA0894LPBTKD,28.96,14.48,7.24,36.2
AA0329TKDTFB,10.32,8.4262,0.0,17.2
AA0483TBOTFB,3.68,7.36,0.0,14.72
AA0062LUOTFB,0.0,0.0,0.0,0.0
AA0583TOBQEY,17.0,0.0,17.0,17.0
BA2048QEYHFH,0.0,0.0,0.0,0.0
BA2331HFHTFB,13.28,0.6145,12.6,14.08
AA0023PSETFB,33.6,0.0,33.6,33.6
BA2202TFBZLN,0.0,0.0,0.0,0.0
AA0610TFBMBT,8.24,10.0919,0.0,20.6
BA2377QEYTKD,0.0,0.0,0.0,0.0
AA0227HEMTKD,27.0,0.0,27.0,27.0
BA2363CPJTFB,0.0,0.0,0.0,0.0
AA0630TFBQIY,13.28,6.4057,4.56,21.12
AA0067LUOTJU,0.0,0.0,0.0,0.0
AA0111TFBBOD,28.64,5.12,20.96,31.2
AA0325TKDTFB,4.2,5.42,0.0,12.12
BA2384TFBZZK,0.0,0.0,0.0,0.0
BA2142TFBCPJ,0.0,0.0,0.0,0.0
AA0151PUAPNF,0.0,0.0,0.0,0.0
AA3295EVUBOD,14.88,29.76,0.0,59.52
AA0878PHHTFB,34.24,17.12,8.56,42.8
BA2100TFBQTD,3.76,4.7756,0.0,10.6
AA0530TFBPOU,10.8,8.8182,0.0,18.0
BA2107QTDTFB,1.08,2.16,0.0,4.32
BA2356QEYHFH,0.0,0.0,0.0,0.0
AA0051GBJCSX,0.0,0.0,0.0,0.0
AA0072KOVTFB,0.0,0.0,0.0,0.0
AA0070KOVTJU,0.0,0.0,0.0,0.0
AA0232TFBTBO,0.0,0.0,0.0,0.0
AA0233TKETBO,3.56,7.12,0.0,14.24
AA0040BERBOD,0.0,0.0,0.0,0.0
AA0870BODIOM,32.48,17.4744,6.68,48.16
BA2218CPJMXT,0.0,0.0,0.0,0.0
AA0096BODTFB,12.6,10.6463,0.0,24.56
AA0327TKDTFB,3.44,6.88,0.0,13.76
AA0052CSXGBJ,0.0,0.0,0.0,0.0
BA2420MBYNGS,19.28,0.16,19.2,19.52
BA2168TKDQEY,0.0,0.0,0.0,0.0
BA2594TFBHFH,0.0,0.0,0.0,0.0
AA3478QEYMHC,5.12,6.3732,0.0,13.88
AA0138BODPSE,0.0,0.0,0.0,0.0
AA0303TGPTFB,2.16,4.32,0.0,8.64
AA0452TFBMBY,7.12,8.7202,0.0,17.8
AA0191BODGBJ,20.0,2.4,18.8,23.6
AA0256MBYNFY,10.72,13.1293,0.0,26.8
AA0117TFBBOD,35.52,17.7627,8.76,44.6
BA2534GBUTFB,0.0,0.0,0.0,0.0
BA2181TFBQEY,0.24,0.2332,0.0,0.56
AA0683PSEQEY,34.04,0.88,33.6,35.36
BA2078MBYTKD,3.08,3.9992,0.0,8.96
BA2199NNIMBY,0.0,0.0,0.0,0.0
BA2571QEYPBL,15.68,0.24,15.32,15.8
AA0600TFBMBT,0.0,0.0,0.0,0.0
BA2311QEYCPJ,0.0,0.0,0.0,0.0
AA0812PHHTKD,7.32,14.64,0.0,29.28
BA2338FVHQEY,10.24,1.5253,8.6,12.44
BA2450QEYZWS,3.52,7.04,0.0,14.08
AA0315TGPTFB,13.28,6.64,3.32,16.6
AA0645QIYTFB,13.64,11.7319,0.0,26.16
AA0472TFBTBO,0.0,0.0,0.0,0.0
BA2321HUGTFB,0.0,0.0,0.0,0.0
AA0121TFBBOD,32.32,0.56,31.48,32.6
BA2284TFBGDB,18.28,1.1285,17.2,19.92
AA0691HFHTFB,15.24,1.68,14.4,17.76
BA2537QEYCPJ,1.76,3.52,0.0,7.04
BA2392TFBHFH,2.84,5.68,0.0,11.36
AA0401TKDQEY,13.76,6.88,3.44,17.2
BA2353HFHQEY,11.84,1.28,11.2,13.76
AA0477MBYTFB,17.6,0.0,17.6,17.6
AA0823PBLLPB,20.04,16.3626,0.0,33.4
AA0062KOVTJU,0.0,0.0,0.0,0.0
AA0152PNFPUA,0.0,0.0,0.0,0.0
AA0036TFBNTQ,28.6,0.0,28.6,28.6
BA2295TFBFVH,0.0,0.0,0.0,0.0
BA2349NTPTFB,19.8,0.506,19.4,20.52
BA2081QEYFVH,5.76,2.1814,2.48,6.96
AA0676TFBEFO,22.52,3.2927,17.56,25.4
AA0119TFBBOD,31.32,0.5879,30.72,32.16
AA0706ZWSMBY,4.64,9.28,0.0,18.56
AA3461POUQEY,2.48,4.96,0.0,9.92
AA0328TFBTKD,11.72,6.6255,1.76,17.2
BA2241HFHTFB,5.52,6.4007,0.0,13.96
BA2576TNGQEY,10.4,5.2,2.6,13.0
AA0638TFBQIY,9.44,9.3718,0.0,21.52
AA0092BODTFB,0.0,0.0,0.0,0.0
BA2071TKDMBY,1.92,3.84,0.0,7.68
AA0565MBYQEY,21.24,0.32,20.76,21.4
BA2631TFBQEY,0.0,0.0,0.0,0.0
AA0234QEYTGP,9.2,6.2328,1.36,16.32
BA2438TFBHFH,1.24,2.48,0.0,4.96
AA0698TFBHFH,0.0,0.0,0.0,0.0
BA2218MXTTFB,0.0,0.0,0.0,0.0
AA0153PUAPNF,0.0,0.0,0.0,0.0
AA0845CMJIOM,17.88,14.599,0.0,29.8
BA2388TFBZZK,0.92,1.84,0.0,3.68
BA2609QEYPBL,2.76,5.52,0.0,11.04
AA0891TBOIOM,37.8,0.0,37.8,37.8
AA0090BODTFB,0.0,0.0,0.0,0.0
AA0123TFBGBJ,53.72,0.64,53.4,54.68
BA2002TFBZLN,0.0,0.0,0.0,0.0
AA0634QEYQIY,0.0,0.0,0.0,0.0
AA0670TFBEGX,6.68,8.9403,0.0,20.12
BA2042QEYTFB,0.0,0.0,0.0,0.0
AA3490TFBGBU,0.0,0.0,0.0,0.0
BA2472MBYTUT,12.16,6.08,3.04,15.2
AA3465POUQEY,22.24,1.5305,19.96,23.4
AA0538TFBPOU,10.8,8.8182,0.0,18.0
AA0536TFBPOU,18.0,0.0,18.0,18.0
AA0347PBLTFB,17.08,1.76,16.2,19.72
BA2249HFHTFB,0.0,0.0,0.0,0.0
BA2629TFBQEY,0.0,0.0,0.0,0.0
AA0400QEYTKD,18.92,1.6179,17.2,20.8
BA2057TFBQEY,8.56,3.2135,4.8,12.28
BA2076MBYTKD,4.48,5.5578,0.0,12.04
BA2106TFBQTD,12.36,1.1758,11.4,13.8
AA0632TFBQIY,17.76,8.88,4.44,22.2
AA2701BODMBT,0.0,0.0,0.0,0.0
BA2266TFBZWS,0.0,0.0,0.0,0.0
AA0605MBTTFB,22.0,2.6503,18.04,24.0
BA2327HFHTFB,15.12,1.44,14.4,17.28
AA0830IOMQEY,33.8,0.0,33.8,33.8
BA2259TFBSOP,19.4,0.4,18.8,19.6
BA2095QEYNGS,12.04,0.5276,11.4,12.56
AA0373TNGTFB,17.68,2.64,13.72,19.0
AA0671BVTTFB,26.84,3.12,22.16,28.4
AA0192GBJBOD,0.0,0.0,0.0,0.0
BA2179TFBSEN,2.88,5.76,0.0,11.52
AA0456TFBMBY,17.8,0.0,17.8,17.8
BA2645QEYTNG,0.0,0.0,0.0,0.0
BA2618TNGQEY,4.72,4.3902,0.52,11.2
AA0129TFBGBJ,37.76,2.6454,34.6,40.4
AA0189BODGBJ,13.56,5.7053,5.16,18.8
AA0611MBTTFB,20.6,0.0,20.6,20.6
AA3481TCBTFB,25.2,0.0,25.2,25.2
BA2302TFBCJM,4.88,7.5138,0.0,16.52
BA2255TFBSOP,3.0,6.0,0.0,12.0
AA0578QEYTBO,11.28,9.2101,0.0,18.8
AA0625MBTQEY,18.84,2.5904,17.4,22.8
AA0019NDPTFB,6.0,7.3485,0.0,15.0
AA0613MBTTFB,11.84,9.7138,0.0,20.6
AA0024TFBCPT,27.0,0.0,27.0,27.0
BA2390TFBCPJ,0.0,0.0,0.0,0.0
AA0312TFBTGP,17.6,1.6,16.8,20.0
BA2614TGPQEY,19.56,1.68,17.04,20.4
AA0575TBOQEY,18.6,0.0,18.6,18.6
BA2459CAOTFB,0.0,0.0,0.0,0.0
AA0086BODTFB,5.76,11.52,0.0,23.04
BA2269CPJTFB,2.92,5.84,0.0,11.68
AA0821TFBTNG,25.96,1.0911,24.32,26.72
AA0636TFBQIY,0.0,0.0,0.0,0.0
AA0619MBTTFB,22.96,0.898,22.0,24.0
AA0234TGPTKE,0.0,0.0,0.0,0.0
AA0182GBJBOD,11.04,9.0141,0.0,18.4
BA2485CMJTFB,0.52,1.04,0.0,2.08
AA0626QEYMBT,20.24,1.3291,18.2,21.0
BA2359HFHQEY,9.44,3.52,4.16,11.2
AA0504TFBTOB,10.68,8.7202,0.0,17.8
AA0566QEYMBY,16.6,0.0,16.6,16.6
AA0867TFBPHH,27.28,14.4209,5.32,39.0
AA0127TFBGBJ,38.36,5.1372,34.6,46.16
BA2001ZLNTFB,0.0,0.0,0.0,0.0
BA2148TFBCPJ,0.0,0.0,0.0,0.0
BA2326IMOTFB,7.96,7.3739,0.0,17.6
AA0056KOVTFB,0.0,0.0,0.0,0.0
AA0508TFBTOB,10.16,6.2972,1.24,16.92
AA0143QEYBOD,39.76,2.1667,37.8,42.4
AA0515TOBTFB,24.0,0.0,24.0,24.0
AA3455CVSQEY,18.56,3.2653,16.6,23.6
AA0108BODTFB,29.28,0.96,28.8,30.72
BA2069FBUTFB,0.0,0.0,0.0,0.0
AA0612TFBMBT,19.0,1.2,17.6,20.4
BA2370TKDQEY,0.0,0.0,0.0,0.0
AA0065KOVBOD,4.32,8.64,0.0,17.28
AA0181BODGBJ,22.52,3.0374,18.8,25.0
BA2047TFBQEY,0.08,0.16,0.0,0.32
AA0020TFBPSE,33.32,0.5879,32.6,33.8
AA3452QEYCVS,20.36,4.1151,17.0,25.4
AA0212MBYNAU,16.8,8.4,4.2,21.0
AA0458TFBMBY,17.8,0.0,17.8,17.8
AA0730BODTFB,0.0,0.0,0.0,0.0
AA0002TFBEDB,42.56,0.08,42.44,42.6
AA0220TFBTGP,25.04,2.48,23.8,28.76
BA2352QEYHFH,0.0,0.0,0.0,0.0
AA0469MBYTFB,17.6,0.0,17.6,17.6
AA0061TFBKOV,39.36,2.48,35.64,40.6
AA0665EGXTFB,2.28,4.56,0.0,9.12
AA0809QEYPHH,41.52,1.3717,40.4,43.2
AA3476TFBMHC,11.68,5.84,2.92,14.6
BA2494TFBCMJ,9.4,0.8,9.0,10.6
AA0012TFBCPT,37.96,3.1353,35.4,41.8
AA0128GBJTFB,0.0,0.0,0.0,0.0
AA0493TBOTFB,25.0,0.0,25.0,25.0
BA2627TFBQEY,8.88,2.8358,6.12,12.6
AA0062BODKOV,33.24,2.2464,30.0,35.0
BA2217TFBMXT,0.0,0.0,0.0,0.0
AA0093TFBBOD,25.36,12.3511,6.44,32.6
BA2355HFHQEY,8.56,2.1556,6.8,11.2
BA2092NGSQEY,0.0,0.0,0.0,0.0
AA0564QEYMBY,16.6,0.0,16.6,16.6
AA0101TFBBOD,23.56,11.504,6.12,31.4
BA2301CPJQEY,2.4,4.8,0.0,9.6
AA0503TOBTFB,10.68,8.7202,0.0,17.8
AA0582QEYTOB,5.36,6.9907,0.0,15.68
BA2474MBYTUT,6.08,7.4464,0.0,15.2
AA0365TNGTFB,19.72,1.44,19.0,21.88
BA2087BMXTFB,9.28,4.6812,2.08,12.0
BA2236SENQEY,1.52,1.9167,0.0,4.4
BA2281TFBFVH,0.92,1.2687,0.0,2.84
AA0112BODTFB,8.92,7.4454,0.0,16.68
BA2086TFBBMX,11.8,2.0,8.8,12.8
BA2386TFBZZK,0.0,0.0,0.0,0.0
BA2617QEYTKD,0.0,0.0,0.0,0.0
AA0233TBOTFB,0.0,0.0,0.0,0.0
AA0231TGPTFB,18.44,2.2535,16.6,21.2
AA0065QTHKOV,0.0,0.0,0.0,0.0
AA3298BODEVU,0.0,0.0,0.0,0.0
AA0895TKDPHH,19.6,16.2422,0.0,35.2
AA0363TNGTFB,0.0,0.0,0.0,0.0
AA0825TBOPHH,28.68,14.3502,6.96,36.2
AA3472TFBMHC,14.6,0.0,14.6,14.6
AA0014TFBFXS,29.0,0.0,29.0,29.0
BA2132QEYTFB,0.0,0.0,0.0,0.0
AA0848MJITKD,35.0,0.0,35.0,35.0
BA2082SENQEY,0.0,0.0,0.0,0.0
AA0549QTQTFB,27.2,0.0,27.2,27.2
BA2340TFBNTP,0.0,0.0,0.0,0.0
AA0103TFBBOD,4.84,9.68,0.0,19.36
AA0098BODTFB,0.0,0.0,0.0,0.0
BA2092QEYTFB,20.56,1.2027,18.76,21.48
AA0755TUMTFB,25.4,2.0,22.4,26.4
AA0069LUOKOV,0.0,0.0,0.0,0.0
AA0008TFBFXS,32.0,0.0,32.0,32.0
BA2486TFBCMJ,6.52,1.04,5.12,7.8
AA0514TFBTOB,3.56,7.12,0.0,14.24
AA0041BODCFU,0.0,0.0,0.0,0.0
BA2460TFBCAO,20.12,0.8542,19.48,21.4
BA2168QTQTKD,0.0,0.0,0.0,0.0
BA2452NGSTFB,16.28,8.2526,3.56,21.64
BA2473TUTMBT,20.08,16.4932,0.0,35.6
AA0841PBLPHH,21.36,17.4404,0.0,35.6
AA0507TOBTFB,3.92,5.2101,0.0,11.72
AA0663EGXTFB,28.4,0.0,28.4,28.4
AA0250MBYTKE,9.28,11.3656,0.0,23.2
AA0759NDJTFB,20.08,4.8951,12.68,23.56
BA2243ZWSTFB,0.0,0.0,0.0,0.0
BA2135TFBQEY,0.0,0.0,0.0,0.0
BA2589QEYPBL,0.0,0.0,0.0,0.0
AA0242MBYHEM,16.16,8.08,4.04,20.2
AA0890PHHTBO,34.96,1.28,33.04,35.6
BA2285GDBTFB,0.0,0.0,0.0,0.0
BA2040FVHQEY,0.0,0.0,0.0,0.0
AA0470TFBMBY,10.0,6.008,1.8,17.08
BA2104TFBQTD,0.2,0.4,0.0,0.8
BA2532GBUQEY,8.4,10.3259,0.0,21.84
AA0323TKDTFB,0.0,0.0,0.0,0.0
AA0125TFBGBJ,39.84,2.8661,35.76,42.8
AA0558TFBQTQ,0.0,0.0,0.0,0.0
AA0608TFBMBT,20.6,0.0,20.6,20.6
BA2475TFBTUT,7.44,9.1121,0.0,18.6
AA0522TFBCVS,10.68,8.7202,0.0,17.8
AA0699HFHTFB,16.44,1.6704,14.64,18.88
BA2234TFBHFH,0.0,0.0,0.0,0.0
BA2372TFBHFH,9.08,7.47,0.0,16.32
AA0089TFBBOD,31.2,3.7672,27.52,36.68
BA2570QEYTFB,0.0,0.0,0.0,0.0
BA2270TFBHFH,0.0,0.0,0.0,0.0
AA0703MBYZWS,24.12,1.84,23.2,26.88
AA0114BODTFB,0.0,0.0,0.0,0.0
BA2526TNGQEY,13.36,0.72,13.0,14.44
AA0712ZWSMBY,23.2,0.0,23.2,23.2
BA2326TFBHUG,21.84,1.8478,19.56,24.2
BA2609FVHQEY,1.28,0.96,0.16,2.4
AA0231QWSTGP,25.44,6.7295,15.28,29.2
AA0005EDBMBY,25.44,1.3994,23.28,26.4
AA3296BODEVU,0.0,0.0,0.0,0.0
BA2248TFBHFH,7.0,5.7271,0.0,12.0
BA2393HFHTFB,0.0,0.0,0.0,0.0
BA2495HFHTFB,2.2,4.4,0.0,8.8
AA0190GBJBOD,17.2,9.0359,3.68,24.6
AA0006MBYEDB,23.92,6.8663,14.76,30.8
AA0073KOVBOD,19.28,11.1983,2.96,30.0
BA2273TFBSEN,0.0,0.0,0.0,0.0
BA2381ZZKTFB,1.56,3.12,0.0,6.24
BA2433CJMTFB,11.2,6.3511,2.8,18.88
AA0491TBOTFB,6.44,8.0204,0.0,17.48
BA2479ZMXTFB,0.0,0.0,0.0,0.0
BA2227ZWSTFB,10.3382,6.4681,1.36,17.36
AA0758TFBNDJ,1.84,2.3779,0.0,5.32
BA2133CPJTFB,0.48,0.96,0.0,1.92
BA2314TFBZWS,0.0,0.0,0.0,0.0
AA0860IOMTFB,39.08,3.3313,35.0,41.8
AA0195BODGBJ,0.0,0.0,0.0,0.0
AA0641UVTTFB,22.24,4.1711,16.28,26.4
BA2246QEYTFB,9.96,2.7141,6.56,12.8
BA2455CAOTFB,20.32,1.04,19.8,21.88
AA0184GBJBOD,19.36,3.825,16.24,25.12
AA0064LUOTFB,0.0,0.0,0.0,0.0
AA0585TOBQEY,17.0,0.0,17.0,17.0
AA0346TFBPBL,12.96,6.48,3.24,16.2
AA0560QEYMBY,16.6,0.0,16.6,16.6
BA2400TFBCJM,27.0,0.0,27.0,27.0
BA2474TUTTFB,19.2,0.0,19.2,19.2
BA2451ZWSQEY,0.0,0.0,0.0,0.0
BA2298FVHTFB,0.0,0.0,0.0,0.0
