Product,Demand,Historical_Demand,Sold,Unmet,Fare,Revenue,Legs,Tasks,Assigned_Fleets,Bottleneck_Leg,Bottleneck_Shadow_Price
P047172,54.6,56.85,54.6,0.0,484.4,26448.23,AA2701BODMBT,AA2701,F16C0Y165,AA2701BODMBT,0.0
P016909,71.2,67.45,71.2,0.0,352.0,25062.4,AA0123TFBGBJ,AA0123,F16C0Y165,AA0123TFBGBJ,53.72
P033334,147.8,132.63,113.6,34.2,214.0,24310.4,AA0878PHHTFB,AA0878,F16C0Y165,AA0878PHHTFB,34.24
P022146,99.2,90.22,99.2,0.0,242.0,24006.4,AA0870BODIOM,AA0870,F16C0Y165,AA0870BODIOM,32.48
P031287,148.0,136.97,127.2,20.8,181.0,23023.2,AA0894LPBTKD,AA0894,F16C0Y165,AA0894LPBTKD,28.96
P035611,94.2,88.15,94.2,0.0,228.0,21477.6,AA0809QEYPHH,AA0809,F16C0Y165,AA0809QEYPHH,41.52
P039802,150.8,155.24,90.6,60.2,237.0,21472.2,AA0851TFBIOM,AA0851,F16C0Y165,AA0851TFBIOM,47.4
P041374,155.8,132.21,123.4,32.4,172.0,21224.8,AA0837TKDIOM,AA0837,F16C0Y165,AA0837TKDIOM,24.76
P031155,140.2,131.36,119.2,21.0,178.0,21217.6,AA0838IOMTKD,AA0838,F16C0Y165,AA0838IOMTKD,28.48
P033036,140.0,130.96,124.2,15.8,169.0,20989.8,AA0879PBLMJI,AA0879,F16C0Y165,AA0879PBLMJI,20.28
P031067,160.6,156.19,113.8,46.8,181.0,20597.8,AA0836IOMPBL,AA0836,F16C0Y165,AA0836IOMPBL,28.96
P041385,116.6,109.18,116.6,0.0,175.0,20405.0,AA0893TKDLPB,AA0893,F16C0Y165,AA0893TKDLPB,5.0
P039009,116.6,112.5,112.0,4.6,181.0,20272.0,AA0825TBOPHH,AA0825,F16C0Y165,AA0825TBOPHH,28.68
P047183,49.2,56.85,49.2,0.0,402.14,19785.12,AA2702IOMCMJ,AA2702,F16C0Y165,AA2702IOMCMJ,0.0
P033014,142.4,127.86,110.4,32.0,173.0,19099.2,AA0835PBLIOM,AA0835,F16C0Y165,AA0835PBLIOM,34.6
P035622,83.4,76.09,83.4,0.0,228.0,19015.2,AA0861QEYPHH,AA0861,F16C0Y165,AA0861QEYPHH,40.76
P033047,109.6,117.28,102.6,7.0,178.0,18262.8,AA0841PBLPHH,AA0841,F16C0Y165,AA0841PBLPHH,21.36
P016576,85.6,80.37,66.4,19.2,273.0,18127.2,AA0004TFBEDB,AA0004,F16C0Y165,AA0004TFBEDB,51.88
P016566,45.0,48.68,45.0,0.0,390.0,17550.0,AA0004TFBEDB,AA0004,F16C0Y165,AA0004TFBEDB,51.88
P010308,125.8,123.05,125.8,0.0,138.0,17360.4,AA0212MBYNAU,AA0212,F16C0Y165,AA0212MBYNAU,16.8
P031244,66.4,66.27,66.4,0.0,254.0,16865.6,AA0828LPBPBL,AA0828,F16C0Y165,AA0828LPBPBL,34.2
P031134,77.4,73.74,73.2,4.2,229.0,16762.8,AA0852IOMTFB,AA0852,F16C0Y165,AA0852IOMTFB,43.96
P031145,72.8,69.65,72.8,0.0,229.0,16671.2,AA0860IOMTFB,AA0860,F16C0Y165,AA0860IOMTFB,39.08
P047178,29.0,27.3,29.0,0.0,569.33,16510.55,AA2701BODMBT,AA2701,F16C0Y165,AA2701BODMBT,0.0
P011507,118.0,122.59,118.0,0.0,137.0,16166.0,AA0211NAUMBY,AA0211,F16C0Y165,AA0211NAUMBY,4.28
P031848,129.8,110.75,97.6,32.2,164.0,16006.4,AA0846MJIPBL,AA0846,F16C0Y165,AA0846MJIPBL,32.8
P047189,32.2,27.3,32.2,0.0,490.2,15784.3,AA2702IOMCMJ,AA2702,F16C0Y165,AA2702IOMCMJ,0.0
P039857,65.4,67.39,65.4,0.0,241.0,15761.4,AA0843TFBLPB,AA0843,F16C0Y165,AA0843TFBLPB,21.08
P004696,56.8,59.53,56.8,0.0,276.0,15676.8,AA0001EDBTFB,AA0001,F16C0Y165,AA0001EDBTFB,42.6
P033344,85.6,92.7,81.4,4.2,183.0,14896.2,AA0812PHHTKD,AA0812,F16C0Y165,AA0812PHHTKD,7.32
P038998,125.4,109.62,78.4,47.0,189.0,14817.6,AA0891TBOIOM,AA0891,F16C0Y165,AA0891TBOIOM,37.8
P039989,101.0,96.41,60.0,41.0,245.0,14700.0,AA0875TFBMJI,AA0875,F16C0Y165,AA0875TFBMJI,49.0
P041440,92.4,96.85,82.4,10.0,176.0,14502.4,AA0895TKDPHH,AA0895,F16C0Y165,AA0895TKDPHH,19.6
P002834,41.4,37.41,41.4,0.0,349.0,14448.6,AA0055BODTDD,,,AA0055BODTDD,0.0
P039813,59.6,68.42,59.6,0.0,237.0,14125.2,AA0859TFBIOM,AA0859,F16C0Y165,AA0859TFBIOM,37.4
P031243,100.0,110.3,82.4,17.6,171.0,14090.4,AA0828LPBPBL,AA0828,F16C0Y165,AA0828LPBPBL,34.2
P040198,63.6,66.91,63.6,0.0,216.0,13737.6,AA0867TFBPHH,AA0867,F16C0Y165,AA0867TFBPHH,27.28
P033025,96.0,99.85,82.2,13.8,167.0,13727.4,AA0823PBLLPB,AA0823,F16C0Y165,AA0823PBLLPB,20.04
P033201,77.2,72.96,74.8,2.4,176.0,13164.8,AA0850PHHPBL,AA0850,F16C0Y165,AA0850PHHPBL,14.08
P016070,33.0,34.32,33.0,0.0,388.0,12804.0,AA0054TDDBOD,AA0054,F0C0Y76,AA0054TDDBOD,0.0
P004690,59.0,66.29,55.0,4.0,229.0,12595.0,AA0001EDBTFB,AA0001,F16C0Y165,AA0001EDBTFB,42.6
P033291,48.4,46.55,48.4,0.0,257.0,12438.8,AA0858PHHTFB,AA0858,F16C0Y165,AA0858PHHTFB,44.76
P010816,82.8,91.79,82.8,0.0,150.0,12420.0,AA0250MBYTKE,AA0250,F16C0Y165,AA0250MBYTKE,9.28
P033268,43.8,39.05,43.8,0.0,283.0,12395.4,AA0890PHHTBO,AA0890,F16C0Y165,AA0890PHHTBO,34.96
P010563,79.4,67.0,79.4,0.0,155.0,12307.0,AA0254MBYQWS,AA0254,F16C0Y165,AA0254MBYQWS,20.24
P031079,52.4,63.39,52.4,0.0,232.0,12156.8,AA0830IOMQEY,AA0830,F16C0Y165,AA0830IOMQEY,33.8
P031001,82.4,89.18,51.6,30.8,233.0,12022.8,AA0871IOMBOD,AA0871,F16C0Y165,AA0871IOMBOD,46.6
P034973,47.8,54.37,47.8,0.0,249.0,11902.2,AA0877QEYIOM,AA0877,F16C0Y165,AA0877QEYIOM,7.04
P031117,57.8,48.0,57.8,0.0,204.0,11791.2,AA0892IOMTBO,AA0892,F16C0Y165,AA0892IOMTBO,40.6
P010161,99.2,103.92,86.8,12.4,134.0,11631.2,AA0256MBYNFY,AA0256,F16C0Y165,AA0256MBYNFY,10.72
P017414,81.2,81.95,81.2,0.0,143.0,11611.6,AA0038TFBNTQ,AA0038,F16C0Y165,AA0038TFBNTQ,21.64
P016438,46.2,43.18,46.2,0.0,244.0,11272.8,AA0012TFBCPT,AA0012,F16C0Y165,AA0012TFBCPT,37.96
P031112,38.6,36.38,38.6,0.0,292.0,11271.2,AA0892IOMTBO,AA0892,F16C0Y165,AA0892IOMTBO,40.6
P020012,74.8,74.23,74.8,0.0,148.0,11070.4,AA0255TKEMBY,AA0255,F16C0Y165,AA0255TKEMBY,17.2
P016067,32.2,32.28,32.2,0.0,342.0,11012.4,AA0054TDDBOD,AA0054,F0C0Y76,AA0054TDDBOD,0.0
P016078,32.0,28.5,32.0,0.0,342.0,10944.0,AA0055TDDBOD,,,AA0055TDDBOD,0.0
P016559,45.6,44.61,45.6,0.0,239.0,10898.4,AA0002TFBEDB,AA0002,F16C0Y165,AA0002TFBEDB,42.56
P016443,53.6,57.57,52.0,1.6,209.0,10868.0,AA0012TFBCPT,AA0012,F16C0Y165,AA0012TFBCPT,37.96
P002826,28.2,27.1,28.2,0.0,385.0,10857.0,AA0053BODTDD,AA0053,F0C0Y76,AA0053BODTDD,0.0
P031111,98.8,104.63,53.2,45.6,203.0,10799.6,AA0892IOMTBO,AA0892,F16C0Y165,AA0892IOMTBO,40.6
P033257,92.6,91.2,47.4,45.2,227.0,10759.8,AA0862PHHQEY,AA0862,F16C0Y165,AA0862PHHQEY,45.4
P017571,52.6,48.99,52.6,0.0,203.0,10677.8,AA0020TFBPSE,AA0020,F16C0Y165,AA0020TFBPSE,33.32
P033267,93.6,90.72,59.6,34.0,178.0,10608.8,AA0890PHHTBO,AA0890,F16C0Y165,AA0890PHHTBO,34.96
P011496,73.0,65.12,73.0,0.0,145.0,10585.0,AA0039NTQTFB,AA0039,F16C0Y165,AA0039NTQTFB,20.6
P016081,27.2,30.01,27.2,0.0,388.0,10553.6,AA0055TDDBOD,,,AA0055TDDBOD,0.0
P016573,23.4,22.43,23.4,0.0,447.0,10459.8,AA0004TFBEDB,AA0004,F16C0Y165,AA0004TFBEDB,51.88
P017403,86.4,80.75,73.0,13.4,143.0,10439.0,AA0036TFBNTQ,AA0036,F16C0Y165,AA0036TFBNTQ,28.6
P042600,89.6,86.83,89.6,0.0,116.0,10393.6,AA0704ZWSMBY,AA0704,F16C0Y165,AA0704ZWSMBY,0.0
P031002,37.2,37.85,37.2,0.0,279.0,10378.8,AA0871IOMBOD,AA0871,F16C0Y165,AA0871IOMBOD,46.6
P017784,97.4,99.36,97.4,0.0,106.0,10324.4,AA0558TFBQTQ,AA0558,F16C0Y165,AA0558TFBQTQ,0.0
P010150,123.6,113.01,76.8,46.8,134.0,10291.2,AA0244MBYNFY,super_AA0244,F16C0Y165,AA0244MBYNFY,26.8
P003770,121.0,103.56,121.0,0.0,85.0,10285.0,AA0646CMJMBT,AA0646,F16C0Y165,AA0646CMJMBT,0.0
P006537,67.2,59.66,67.2,0.0,151.0,10147.2,AA0249HEMMBY,AA0249,F16C0Y165,AA0249HEMMBY,22.44
P016647,47.4,48.41,47.4,0.0,213.0,10096.2,AA0660TFBEGX,AA0660,F16C0Y165,AA0660TFBEGX,27.04
P017576,74.8,69.97,59.6,15.2,169.0,10072.4,AA0020TFBPSE,AA0020,F16C0Y165,AA0020TFBPSE,33.32
P012780,75.8,74.58,59.8,16.0,168.0,10046.4,AA0023PSETFB,AA0023,F16C0Y165,AA0023PSETFB,33.6
P008204,84.6,94.56,83.2,1.4,120.0,9984.0,AA0649MBTCMJ,AA0649,F16C0Y165,AA0649MBTCMJ,21.6
P006579,66.8,65.44,66.8,0.0,149.0,9953.2,AA0227HEMTKD,super_AA0227,F16C0Y165,AA0227HEMTKD,27.0
P008715,82.4,78.78,82.4,0.0,120.0,9888.0,AA0613MBTTFB,AA0613,F16C0Y165,AA0613MBTTFB,11.84
P039990,34.8,30.57,34.8,0.0,282.0,9813.6,AA0875TFBMJI,AA0875,F16C0Y165,AA0875TFBMJI,49.0
P016355,51.2,54.09,44.0,7.2,223.0,9812.0,AA0117TFBBOD,AA0117,F0C0Y76,AA0117TFBBOD,35.52
P033255,36.0,31.42,36.0,0.0,270.0,9720.0,AA0862PHHQEY,AA0862,F16C0Y165,AA0862PHHQEY,45.4
P021849,63.4,48.82,63.4,0.0,153.0,9700.2,AA0641UVTTFB,AA0641,F16C0Y165,AA0641UVTTFB,22.24
P017542,126.4,114.41,107.0,19.4,90.0,9630.0,AA0530TFBPOU,AA0530,F16C0Y165,AA0530TFBPOU,10.8
P011206,86.0,88.29,72.8,13.2,131.0,9536.8,AA0223NFYMBY,AA0223,F16C0Y165,AA0223NFYMBY,15.72
P017361,48.0,46.91,48.0,0.0,198.0,9504.0,AA0018TFBNDP,AA0018,F16C0Y165,AA0018TFBNDP,27.36
P002837,24.6,30.42,24.6,0.0,385.0,9471.0,AA0055BODTDD,,,AA0055BODTDD,0.0
P022961,46.8,47.48,46.8,0.0,202.0,9453.6,AA0845CMJIOM,AA0845,F16C0Y165,AA0845CMJIOM,17.88
P042611,81.2,73.6,80.8,0.4,116.0,9372.8,AA0706ZWSMBY,AA0706,F16C0Y165,AA0706ZWSMBY,4.64
P041429,96.6,98.9,52.8,43.8,177.0,9345.6,AA0865TKDMJI,AA0865,F0C0Y76,AA0865TKDMJI,35.4
P016946,35.0,32.69,35.0,0.0,267.0,9345.0,AA0129TFBGBJ,AA0129,F16C0Y165,AA0129TFBGBJ,37.76
P047173,14.4,15.9,14.4,0.0,646.69,9312.4,AA2701BODMBT,AA2701,F16C0Y165,AA2701BODMBT,0.0
P033288,39.4,35.78,38.4,1.0,242.0,9292.8,AA0858PHHTFB,AA0858,F16C0Y165,AA0858PHHTFB,44.76
P031891,35.8,42.21,35.8,0.0,259.0,9272.2,AA0854MJITFB,AA0854,F16C0Y165,AA0854MJITFB,46.6
P021656,158.6,149.29,104.0,54.6,89.0,9256.0,AA0505TOBTFB,AA0505,F16C0Y165,AA0505TOBTFB,17.8
P012676,45.2,45.45,27.2,18.0,340.0,9248.0,AA0021PSETFB -> AA0067TFBLUO,AA0021 -> super_AA0067,F16C0Y165 -> F0C0Y76,AA0067TFBLUO,37.44
P047184,16.6,15.9,16.6,0.0,554.66,9207.34,AA2702IOMCMJ,AA2702,F16C0Y165,AA2702IOMCMJ,0.0
P031132,34.0,31.76,34.0,0.0,270.0,9180.0,AA0852IOMTFB,AA0852,F16C0Y165,AA0852IOMTFB,43.96
P016917,24.2,25.03,24.2,0.0,379.0,9171.8,AA0123TFBGBJ,AA0123,F16C0Y165,AA0123TFBGBJ,53.72
P016380,65.4,62.1,65.4,0.0,140.0,9156.0,AA0668TFBBVT,AA0668,F16C0Y165,AA0668TFBBVT,20.2
P016740,44.6,44.07,44.6,0.0,205.0,9143.0,AA0008TFBFXS,AA0008,F16C0Y165,AA0008TFBFXS,32.0
P020166,58.0,53.15,58.0,0.0,157.0,9106.0,AA0225TKETGP,super_AA0225,F16C0Y165,AA0225TKETGP,16.8
P002946,42.6,40.89,42.6,0.0,212.0,9031.2,AA0094BODTFB,AA0094,F16C0Y165,AA0094BODTFB,0.0
P014776,155.6,158.15,57.6,98.0,156.0,8985.6,AA0259QWSMBY,AA0259,F16C0Y165,AA0259QWSMBY,31.2
P003675,82.0,88.46,63.0,19.0,142.0,8946.0,AA0671BVTTFB,AA0671,F16C0Y165,AA0671BVTTFB,26.84
P021660,73.8,73.37,73.8,0.0,120.0,8856.0,AA0507TOBTFB,AA0507,F16C0Y165,AA0507TOBTFB,3.92
P012769,52.6,55.75,52.6,0.0,168.0,8836.8,AA0021PSETFB,AA0021,F16C0Y165,AA0021PSETFB,30.56
P016282,30.0,29.06,30.0,0.0,294.0,8820.0,AA0099TFBBOD,AA0099,F16C0Y165,AA0099TFBBOD,37.88
P016271,29.8,32.09,29.8,0.0,294.0,8761.2,AA0097TFBBOD,AA0097,F16C0Y165,AA0097TFBBOD,32.6
P022147,31.0,30.58,31.0,0.0,282.0,8742.0,AA0870BODIOM,AA0870,F16C0Y165,AA0870BODIOM,32.48
P020007,50.8,50.76,50.8,0.0,170.0,8636.0,AA0251TKEMBY,AA0251,F16C0Y165,AA0251TKEMBY,29.6
P038999,29.8,28.39,29.8,0.0,289.0,8612.2,AA0891TBOIOM,AA0891,F16C0Y165,AA0891TBOIOM,37.8
P010684,61.2,57.83,61.2,0.0,140.0,8568.0,AA0461MBYTFB,AA0461,F16C0Y165,AA0461MBYTFB,19.6
P016311,38.4,33.58,38.4,0.0,223.0,8563.2,AA0103TFBBOD,AA0103,F16C0Y165,AA0103TFBBOD,4.84
P010645,106.0,88.23,96.8,9.2,88.0,8518.4,AA0245MBYTFB,super_AA0245,F16C0Y165,AA0245MBYTFB,10.56
P015775,68.0,64.41,68.0,0.0,125.0,8500.0,AA0483TBOTFB,AA0483,F16C0Y165,AA0483TBOTFB,3.68
P003917,58.4,54.55,54.4,4.0,156.0,8486.4,AA0015CPTTFB,AA0015,F16C0Y165,AA0015CPTTFB,30.0
P005608,42.8,35.78,41.6,1.2,204.0,8486.4,AA0007FXSTFB,AA0007,F0C0Y76,AA0007FXSTFB,39.36
P012981,61.0,69.77,53.6,7.4,158.0,8468.8,AA0030QEYCPT,AA0030,F16C0Y165,AA0030QEYCPT,30.68
P025596,10.0,10.48,10.0,0.0,845.0,8450.0,AA0106BODTFB -> AA3295EVUBOD,AA0106 -> AA3295,F16C0Y165 -> F12C12Y48,AA3295EVUBOD,14.88
P015876,52.0,55.13,52.0,0.0,162.0,8424.0,AA0232TBOTKE,super_AA0232,F16C0Y165,AA0232TBOTKE,0.0
P008699,62.6,54.08,62.6,0.0,134.0,8388.4,AA0609MBTTFB,AA0609,F16C0Y165,AA0609MBTTFB,21.96
P014169,69.8,66.16,65.0,4.8,129.0,8385.0,AA0657QIYQEY,AA0657,F16C0Y165,AA0657QIYQEY,22.0
P033260,23.4,22.01,23.4,0.0,358.0,8377.2,AA0862PHHQEY,AA0862,F16C0Y165,AA0862PHHQEY,45.4
P002823,24.0,24.0,24.0,0.0,349.0,8376.0,AA0053BODTDD,AA0053,F0C0Y76,AA0053BODTDD,0.0
P019599,63.6,72.69,63.6,0.0,131.0,8331.6,AA0226TKDHEM,super_AA0226,F16C0Y165,AA0226TKDHEM,0.0
P011217,135.4,126.38,63.4,72.0,131.0,8305.4,AA0245NFYMBY,super_AA0245,F16C0Y165,AA0245NFYMBY,26.2
P039114,48.2,49.44,48.2,0.0,172.0,8290.4,AA0742TFBBUM,AA0742,F16C0Y165,AA0742TFBBUM,32.48
P008188,59.6,57.05,59.6,0.0,139.0,8284.4,AA0647MBTCMJ,AA0647,F16C0Y165,AA0647MBTCMJ,21.0
P035627,38.0,38.46,38.0,0.0,218.0,8284.0,AA0861QEYPHH,AA0861,F16C0Y165,AA0861QEYPHH,40.76
P003752,91.0,89.41,91.0,0.0,91.0,8281.0,AA0628CMJMBT,AA0628,F16C0Y165,AA0628CMJMBT,17.0
P010726,71.4,68.65,71.4,0.0,115.0,8211.0,AA0469MBYTFB,AA0469,F16C0Y165,AA0469MBYTFB,17.6
P031008,22.4,19.52,22.4,0.0,366.0,8198.4,AA0871IOMBOD,AA0871,F16C0Y165,AA0871IOMBOD,46.6
P039004,42.2,40.4,42.2,0.0,194.0,8186.8,AA0891TBOIOM,AA0891,F16C0Y165,AA0891TBOIOM,37.8
P025574,18.8,16.85,18.8,0.0,435.0,8178.0,AA3297EVUBOD,AA3297,F12C12Y48,AA3297EVUBOD,0.0
P017399,48.6,47.26,48.6,0.0,168.0,8164.8,AA0016TFBNJB,AA0016,F16C0Y165,AA0016TFBNJB,6.6
P041627,77.6,85.98,42.6,35.0,191.0,8136.6,AA0821TNGPHH,super_AA0821,F0C0Y76,AA0821TNGPHH,38.2
P013093,87.8,83.04,77.4,10.4,105.0,8127.0,AA0626QEYMBT,AA0626,F16C0Y165,AA0626QEYMBT,20.24
P010671,72.0,74.74,70.4,1.6,115.0,8096.0,AA0457MBYTFB,AA0457,F16C0Y165,AA0457MBYTFB,18.68
P012775,39.8,35.96,39.8,0.0,203.0,8079.4,AA0023PSETFB,AA0023,F16C0Y165,AA0023PSETFB,33.6
P017634,62.2,64.24,62.2,0.0,129.0,8023.8,AA0630TFBQIY,AA0630,F16C0Y165,AA0630TFBQIY,13.28
P031622,94.2,112.8,69.0,25.2,116.0,8004.0,AA0709MBYZWS,AA0709,F16C0Y165,AA0709MBYZWS,18.48
P017645,62.0,70.78,62.0,0.0,129.0,7998.0,AA0632TFBQIY,AA0632,F16C0Y165,AA0632TFBQIY,17.76
P003706,31.6,34.65,31.6,0.0,252.0,7963.2,AA0044CFUBOD,AA0044,F0C0Y76,AA0044CFUBOD,0.0
P010473,88.2,90.6,74.2,14.0,107.0,7939.4,AA0565MBYQEY,AA0565,F16C0Y165,AA0565MBYQEY,21.24
P004621,50.8,51.63,50.8,0.0,156.0,7924.8,AA0005EDBMBY,AA0005,F16C0Y165,AA0005EDBMBY,25.44
P017172,114.6,110.06,76.4,38.2,103.0,7869.2,AA0606TFBMBT,AA0606,F16C0Y165,AA0606TFBMBT,20.6
P016619,61.0,62.82,61.0,0.0,129.0,7869.0,AA0672TFBEFO,AA0672,F16C0Y165,AA0672TFBEFO,23.8
P014312,60.0,61.88,60.0,0.0,131.0,7860.0,AA0633QIYTFB,AA0633,F16C0Y165,AA0633QIYTFB,21.92
P016220,45.2,45.46,35.8,9.4,219.0,7840.2,AA0083TFBBOD,AA0083,F16C0Y165,AA0083TFBBOD,43.0
P009656,37.8,36.28,37.8,0.0,207.0,7824.6,AA0006MBYEDB,AA0006,F16C0Y165,AA0006MBYEDB,23.92
P031903,106.8,111.96,44.4,62.4,175.0,7770.0,AA0848MJITKD,AA0848,F0C0Y76,AA0848MJITKD,35.0
P017394,42.4,37.51,42.4,0.0,183.0,7759.2,AA0016TFBNJB,AA0016,F16C0Y165,AA0016TFBNJB,6.6
P031894,27.2,28.31,27.2,0.0,285.0,7752.0,AA0854MJITFB,AA0854,F16C0Y165,AA0854MJITFB,46.6
P031278,26.8,29.98,26.8,0.0,288.0,7718.4,AA0810LPBTFB,AA0810,F16C0Y165,AA0810LPBTFB,38.08
P017267,100.4,103.13,86.4,14.0,89.0,7689.6,AA0452TFBMBY,AA0452,F16C0Y165,AA0452TFBMBY,7.12
P017894,82.6,75.66,82.6,0.0,93.0,7681.8,AA0488TFBTBO,AA0488,F16C0Y165,AA0488TFBTBO,0.0
P031007,31.2,28.04,31.2,0.0,246.0,7675.2,AA0871IOMBOD,AA0871,F16C0Y165,AA0871IOMBOD,46.6
P018305,58.8,53.96,58.8,0.0,130.0,7644.0,AA0648TFBUVT,AA0648,F16C0Y165,AA0648TFBUVT,0.0
P018109,43.4,39.11,43.4,0.0,176.0,7638.4,AA0232TFBTKE,,,AA0232TFBTKE,0.0
P016781,28.4,29.19,28.4,0.0,267.0,7582.8,AA0187BODGBJ -> AA0083TFBBOD,AA0187 -> AA0083,F16C0Y165 -> F16C0Y165,AA0083TFBBOD,43.0
P041759,53.6,48.07,53.6,0.0,141.0,7557.6,AA0755TUMTFB,AA0755,F16C0Y165,AA0755TUMTFB,25.4
P003928,53.0,55.8,48.4,4.6,156.0,7550.4,AA0025CPTTFB,AA0025,F16C0Y165,AA0025CPTTFB,29.4
P012961,30.2,31.86,30.2,0.0,250.0,7550.0,AA0137QEYBOD,AA0137,F16C0Y165,AA0137QEYBOD,29.84
P033350,34.4,38.39,34.4,0.0,217.0,7464.8,AA0812PHHTKD,AA0812,F16C0Y165,AA0812PHHTKD,7.32
P014701,27.0,23.39,27.0,0.0,275.0,7425.0,AA0549QTQTFB,AA0549,F16C0Y165,AA0549QTQTFB,27.2
P047161,63.0,56.85,63.0,0.0,117.85,7424.8,BA2700NGSMBY,BA2700,F16C0Y165,BA2700NGSMBY,1.9664
P004342,114.8,100.87,82.4,32.4,90.0,7416.0,AA0521CVSTFB,AA0521,F16C0Y165,AA0521CVSTFB,18.0
P010484,91.2,96.09,69.2,22.0,107.0,7404.4,AA0569MBYQEY,AA0569,F16C0Y165,AA0569MBYQEY,20.64
P012949,21.4,20.13,21.4,0.0,346.0,7404.4,AA0135QEYBOD,AA0135,F0C0Y76,AA0135QEYBOD,50.52
P042610,21.2,19.56,21.2,0.0,349.0,7398.8,AA0706ZWSMBY,AA0706,F16C0Y165,AA0706ZWSMBY,4.64
P012791,44.0,45.9,44.0,0.0,168.0,7392.0,AA0029PSETFB,AA0029,F16C0Y165,AA0029PSETFB,23.44
P014325,51.2,44.76,51.2,0.0,144.0,7372.8,AA0635QIYTFB,AA0635,F16C0Y165,AA0635QIYTFB,26.2
P017185,60.6,59.58,60.6,0.0,121.0,7332.6,AA0608TFBMBT,AA0608,F16C0Y165,AA0608TFBMBT,20.6
P017278,82.2,92.74,82.2,0.0,89.0,7315.8,AA0454TFBMBY,AA0454,F16C0Y165,AA0454TFBMBY,4.72
P044443,50.0,50.22,50.0,0.0,146.0,7300.0,BA2604MBQMBY,BA2604,F0C0Y76,BA2604MBQMBY,16.56
P005358,51.4,60.6,51.4,0.0,142.0,7298.8,AA0661EGXTFB,AA0661,F16C0Y165,AA0661EGXTFB,21.92
P016711,8.8,6.96,8.8,0.0,827.0,7277.6,AA0087TFBBOD -> AA3296BODEVU,AA0087 -> AA3296,F16C0Y165 -> F12C12Y48,AA0087TFBBOD,44.2
P015808,58.2,59.07,58.2,0.0,125.0,7275.0,AA0491TBOTFB,AA0491,F16C0Y165,AA0491TBOTFB,6.44
P022405,41.6,38.88,41.6,0.0,174.0,7238.4,AA0743BUMTFB,AA0743,F16C0Y165,AA0743BUMTFB,32.4
P008694,46.6,41.78,46.6,0.0,154.0,7176.4,AA0609MBTTFB,AA0609,F16C0Y165,AA0609MBTTFB,21.96
P009897,98.2,116.91,70.4,27.8,101.0,7110.4,AA0242MBYHEM,AA0242,F16C0Y165,AA0242MBYHEM,16.16
P000153,28.2,25.91,28.2,0.0,252.0,7106.4,AA0043BODCFU,AA0043,F0C0Y76,AA0043BODCFU,35.0
P019592,48.0,49.01,48.0,0.0,148.0,7104.0,AA0226TKDHEM,super_AA0226,F16C0Y165,AA0226TKDHEM,0.0
P013373,89.8,82.01,82.4,7.4,86.0,7086.4,AA0580QEYTOB,AA0580,F16C0Y165,AA0580QEYTOB,10.32
P022400,36.2,32.06,36.2,0.0,195.0,7059.0,AA0743BUMTFB,AA0743,F16C0Y165,AA0743BUMTFB,32.4
P009908,105.8,103.59,69.8,36.0,101.0,7049.8,AA0248MBYHEM,AA0248,F16C0Y165,AA0248MBYHEM,20.2
P008199,50.6,49.99,50.6,0.0,139.0,7033.4,AA0649MBTCMJ,AA0649,F16C0Y165,AA0649MBTCMJ,21.6
P041441,27.8,27.88,27.8,0.0,253.0,7033.4,AA0895TKDPHH,AA0895,F16C0Y165,AA0895TKDPHH,19.6
P004707,25.4,25.67,25.4,0.0,276.0,7010.4,AA0003EDBTFB,AA0003,F16C0Y165,AA0003EDBTFB,4.96
P031615,50.4,57.29,50.4,0.0,139.0,7005.6,AA0709MBYZWS,AA0709,F16C0Y165,AA0709MBYZWS,18.48
P022131,15.8,17.92,15.8,0.0,443.0,6999.4,AA3298BODEVU,AA3298,F12C12Y48,AA3298BODEVU,0.0
P022960,51.6,48.25,46.8,4.8,149.0,6973.2,AA0845CMJIOM,AA0845,F16C0Y165,AA0845CMJIOM,17.88
P017161,69.4,60.23,67.6,1.8,103.0,6962.8,AA0604TFBMBT,AA0604,F16C0Y165,AA0604TFBMBT,15.88
P017344,77.8,79.05,77.8,0.0,89.0,6924.2,AA0474TFBMBY,AA0474,F16C0Y165,AA0474TFBMBY,0.0
P003925,32.8,35.62,32.8,0.0,211.0,6920.8,AA0015CPTTFB,AA0015,F16C0Y165,AA0015CPTTFB,30.0
P019841,80.2,82.66,80.2,0.0,86.0,6897.2,AA0325TKDTFB,AA0325,F16C0Y165,AA0325TKDTFB,4.2
P002390,27.8,28.15,27.8,0.0,248.0,6894.4,AA0136BODQEY,AA0136,F16C0Y165,AA0136BODQEY,0.0
P034978,34.8,37.46,34.8,0.0,198.0,6890.4,AA0877QEYIOM,AA0877,F16C0Y165,AA0877QEYIOM,7.04
P016227,23.4,22.56,23.4,0.0,294.0,6879.6,AA0087TFBBOD,AA0087,F16C0Y165,AA0087TFBBOD,44.2
P005058,53.6,52.26,53.6,0.0,128.0,6860.8,AA0679EFOTFB,AA0679,F16C0Y165,AA0679EFOTFB,19.04
P011188,36.2,42.24,36.2,0.0,189.0,6841.8,AA0019NDPTFB,AA0019,F16C0Y165,AA0019NDPTFB,6.0
P016508,76.6,74.34,76.6,0.0,89.0,6817.4,AA0524TFBCVS,AA0524,F16C0Y165,AA0524TFBCVS,0.0
